silver-infovis-topics--userA.txt,lda_5_0.0001_0.01,Score
A20,3,0.03233650859936595
A20,2,0.09012573401778079
A20,1,0.17541096591294952
A20,0,0.005026986602282015
A20,4,0.030158549812729685
A19,3,0.016203511901497856
A19,2,0.005575943219598548
A19,1,0.42179709396023973
A19,0,0.011531499323654762
A19,4,0.9531392093980758
A18,3,0.02119319578584818
A18,2,0.010886101411526839
A18,1,0.3823557225832298
A18,0,0.0023320186084711094
A18,4,0.0056666008092046164
A09,3,0.11170612202378052
A09,2,8.962733651726414E-4
A09,1,0.11327736250597933
A09,0,0.0024867799562478957
A09,4,0.004971518004993386
A08,3,0.16298949557158487
A08,2,0.001706431603375263
A08,1,0.38571893962149467
A08,0,0.004060835933499299
A08,4,0.01582339819196209
A07,3,0.19973384868209293
A07,2,0.009431496987077103
A07,1,0.25786939639157336
A07,0,0.02268614021537904
A07,4,0.004605611672408952
A02,3,0.1707845306686445
A02,2,0.003761698829093098
A02,1,0.04356021710216195
A02,0,0.008032377005793994
A02,4,0.02707340084697358
A11,3,0.004818673644055756
A11,2,0.010586710750490272
A11,1,0.03562181492131121
A11,0,0.015335958743695133
A11,4,0.06755364543288603
A01,3,0.49252049932670583
A01,2,0.029300798741291205
A01,1,0.032791891779128945
A01,0,0.04598922239305883
A01,4,0.09412403353308367
A10,3,0.005252662976733639
A10,2,0.0034262671629616943
A10,1,0.05925280648753093
A10,0,9.271812324185963E-4
A10,4,0.8919331901106998
A13,3,0.00636686955923137
A13,2,0.7332483766302058
A13,1,0.04600227975576195
A13,0,0.004044952649803566
A13,4,0.008239931244947957
A12,3,0.19807328466968468
A12,2,0.020414362857750622
A12,1,0.07072959825121353
A12,0,0.04435551137645119
A12,4,0.018567679736436107
A15,3,0.24583103030227507
A15,2,0.003531010109009976
A15,1,0.02739286573671592
A15,0,0.010921641670740778
A15,4,0.07517210050438543
A06,3,0.4022948873017706
A06,2,0.020468654434368957
A06,1,0.06730161859171746
A06,0,0.03273986641589071
A06,4,0.02864761924955851
A14,3,0.02032860489934165
A14,2,0.008497146438023635
A14,1,0.780162298273324
A14,0,0.0015817407304714016
A14,4,0.09906252616761145
A05,3,0.0021679571338432064
A05,2,0.8897266921737159
A05,1,0.1516985332587688
A05,0,0.0018100067285536352
A05,4,0.14429753118296576
A17,3,0.024665798379814155
A17,2,0.03458849319284054
A17,1,0.027307605861511233
A17,0,0.001184242599748693
A17,4,0.8223117111202106
A04,3,0.06415358132832007
A04,2,0.004792050667807423
A04,1,0.00499767624847757
A04,0,8.406859224936532E-4
A04,4,0.02313288403979376
A16,3,0.023897048440093237
A16,2,0.8401702633605246
A16,1,0.013254753122015116
A16,0,0.010411662281405993
A16,4,0.01088109652270654
A03,3,0.27405704724894225
A03,2,0.011147697252850197
A03,1,0.22435947739058745
A03,0,0.11024086166641028
A03,4,0.014090955976249741
