silver-infovis-topics--userH.txt,lda_20_0.1_0.01,Score
H09,19,0.011569049059704194
H09,17,0.038758228040870084
H09,18,0.04471587876029035
H09,15,0.010796168034093685
H09,16,0.24429211277467727
H09,13,0.029558719602642062
H09,14,0.035049978153208476
H09,11,0.003435206175128244
H09,12,0.12111678227179493
H09,3,0.006498535640085286
H09,2,0.18024203812884879
H09,1,0.43489071901922277
H09,10,0.001306883598394441
H09,0,0.32226183972842826
H09,7,0.0032190480027763464
H09,6,0.015149485995260862
H09,5,0.010787774973780029
H09,4,0.031206766395592098
H09,9,0.047689173161163244
H09,8,0.3212075244525986
H08,19,0.005642126741895239
H08,17,0.009502317853375616
H08,18,0.005102942067903523
H08,15,0.004137474899054239
H08,16,0.0039363650135609335
H08,13,0.0016277623727134361
H08,14,0.004924963136551683
H08,11,0.024296988624417284
H08,12,0.004093155045114606
H08,3,0.2959341210446845
H08,2,0.0015114051414969758
H08,1,0.032100582177770134
H08,10,0.0022823987137457237
H08,0,0.007160116286905629
H08,7,0.002465559455983663
H08,6,0.0029801922886625665
H08,5,0.07319608679828798
H08,4,0.006338074906342736
H08,9,0.0015026610991178643
H08,8,0.08273951813177191
H19,19,0.027338333053348995
H19,17,0.002116523047774225
H19,18,0.03417331535532542
H19,15,0.018265169416161783
H19,16,0.0036768987714016488
H19,13,0.6586333777863729
H19,14,0.011687443851193559
H19,11,0.007607484928090041
H19,12,0.005012562487578055
H19,3,0.005340619773884605
H19,2,0.009988826741917872
H19,1,0.028016718036718288
H19,10,0.012442328802791822
H19,0,0.8574752966837259
H19,7,0.002913255774685139
H19,6,0.00735105241221844
H19,5,0.008013306034490906
H19,4,0.017025738622493895
H19,9,0.0015125977728960563
H19,8,0.0025219422554315085
H17,19,0.02330530035027716
H17,17,0.32707105422882177
H17,18,0.061324202864563214
H17,15,0.005733684269040268
H17,16,0.2323551526127357
H17,13,0.001610431913291024
H17,14,0.09714641847940467
H17,11,0.03954016339538976
H17,12,0.00998704967546851
H17,3,0.07914824657372847
H17,2,0.0025579338576542077
H17,1,0.21402343993304204
H17,10,0.048264913402809195
H17,0,0.0073350536063696865
H17,7,0.0020920534280038055
H17,6,0.004064607506203661
H17,5,0.028533720966295112
H17,4,0.04090945429185599
H17,9,0.011174632087985343
H17,8,0.21195689540211385
H04,19,0.3244922407437146
H04,17,0.011099197613318915
H04,18,0.04775615181356136
H04,15,0.05323258925260584
H04,16,0.016358524144247006
H04,13,0.48848240793228515
H04,14,0.016770907048077106
H04,11,0.002510084211004124
H04,12,0.009480245174831932
H04,3,0.0035888923406076872
H04,2,0.948301008819841
H04,1,0.07430997056519587
H04,10,0.0023163325904974447
H04,0,0.003013550359122827
H04,7,0.20587668583249782
H04,6,0.006365083199779493
H04,5,0.009493362436861367
H04,4,0.013253134370017962
H04,9,0.46805674544815024
H04,8,0.14925519444675123
H18,19,0.0064604725032169665
H18,17,0.061126734663549356
H18,18,0.0037262324549730995
H18,15,0.001528836318948906
H18,16,0.007400908056159538
