silver-infovis-topics--userG.txt,lda_40_0.01_0.01,Score
G09,19,0.005948280320499021
G09,35,6.036122897468793E-4
G09,17,3.249317192343277E-4
G09,36,0.002494554282442798
G09,18,0.2687661023650856
G09,33,0.0020971409971460683
G09,15,0.7682398721894109
G09,34,0.004921755208490332
G09,16,2.8445405904248977E-4
G09,39,0.29653360348595387
G09,13,0.0010800132201306608
G09,14,0.0037461493416329514
G09,37,9.701872838354056E-4
G09,11,0.0012670947931389558
G09,38,8.036962134625942E-4
G09,12,0.0017838733398920347
G09,21,0.0026700875059519616
G09,20,7.308271131916237E-4
G09,22,0.002271322966595115
G09,23,0.003720599231359823
G09,24,0.001093026437561961
G09,25,0.020964488073780936
G09,26,0.024866815386134566
G09,27,6.237791347606561E-4
G09,28,0.00200010028667986
G09,29,0.002467968532287749
G09,3,3.067518791245031E-4
G09,2,0.0029032709206660745
G09,10,0.003947061805535347
G09,1,0.0020888258506342404
G09,0,0.0029917896145176424
G09,7,5.59376558862949E-4
G09,30,0.001300514567178035
G09,6,0.18127593725780908
G09,5,6.396862100121959E-4
G09,32,8.231487396404502E-4
G09,4,0.00585313695676699
G09,31,0.025331704950152946
G09,9,0.03944591581310594
G09,8,4.8470237518517193E-4
G15,19,0.07566754646000004
G15,35,3.945797190474475E-4
G15,17,3.606597899886728E-4
G15,36,9.625855070255429E-4
G15,18,0.028612816572426498
G15,33,0.08579147179092694
G15,15,0.0010486375604228885
G15,34,0.0011784855945400352
G15,16,5.729984124122487E-5
G15,39,0.18727189058730645
G15,13,0.0019025828724734642
G15,14,0.0025653004832128837
G15,37,0.0019421355345376665
G15,11,3.619729869477196E-4
G15,38,0.0018750032540144508
G15,12,0.009507056465314344
G15,21,0.012277674541310799
G15,20,0.5706598591048733
G15,22,0.001548073846436462
G15,23,7.152555792664021E-5
G15,24,0.15524326246977527
G15,25,0.04913194545239037
G15,26,0.0014933837662404453
G15,27,0.14781489511619836
G15,28,0.006471554063433228
G15,29,0.003226828986384051
G15,3,2.5203454233733383E-4
G15,2,6.161199419345185E-4
G15,10,0.1636547141978183
G15,1,0.004788259856090168
G15,0,0.004242580251100546
G15,7,7.165798412360672E-4
G15,30,0.002640568798460112
G15,6,0.0015324536136612763
G15,5,0.003522556488302894
G15,32,0.0012275660483912329
G15,4,0.006192605151210433
G15,31,0.020319302832545526
G15,9,0.0019013844744638615
G15,8,0.0014944846395324584
G02,19,0.0033307761376191866
G02,35,0.00915035355549315
G02,17,0.9326430751037149
G02,36,0.001503893175877199
G02,18,0.0016960692281866626
G02,33,0.0019446402823999067
G02,15,0.005093310865251833
G02,34,0.03884457315338155
G02,16,0.18049365822405844
G02,39,0.028577490826445746
G02,13,0.004768829629296703
G02,14,0.0033850738174407164
G02,37,0.08411217381622466
G02,11,0.0020112363465502386
G02,38,0.012083274866366601
G02,12,0.0023040368598340696
G02,21,0.0019346266567707986
G02,20,0.006875211709939179
G02,22,0.00359414729252768
G02,23,0.03150933061825796
G02,24,0.042906644736272904
G02,25,0.9248943539354427
G02,26,0.0033148130415248103
G02,27,4.8379518672770255E-4
G02,28,0.0034397794734761784
G02,29,0.013837868126202378
G02,3,0.01053268054712828
G02,2,0.034117072593162975
G02,10,0.0034449456318274255
G02,1,0.004548922595960158
G02,0,0.0027853943295076122
G02,7,9.415239622686317E-4
G02,30,0.00836779445024606
G02,6,0.06660308830914458
G02,5,0.032998829384847855
G02,32,0.005847346404508578
G02,4,0.003040426832093091
G02,31,0.0945018076770407
G02,9,0.22379632297977933
G02,8,0.001983417953217106
G14,19,0.6286259387328462
G14,35,0.0013438014392325092
G14,17,0.0011930215376620703
G14,36,0.0018005068966951633
G14,18,0.0038039089966178706
G14,33,0.062163370615239355
G14,15,0.002478988917193699
G14,34,0.022704296044324498
G14,16,0.00460345018103791
G14,39,0.00867416620702683
G14,13,0.022939841555512853
G14,14,0.0029194865598548532
G14,37,0.025609646169018032
G14,11,8.074759292492088E-4
G14,38,0.0037442669709446467
G14,12,0.04291452725328769
G14,21,0.012962236077096352
G14,20,0.9793283777216716
G14,22,0.018773342901532993
G14,23,0.04360703024233822
G14,24,0.005259390877717494
G14,25,5.225567762395819E-4
G14,26,0.00500654457380539
G14,27,0.028688506572529453
G14,28,0.004287922965917908
G14,29,0.003435312470366729
G14,3,0.012747033499098621
G14,2,0.02506640403613312
G14,10,0.9832903936353569
G14,1,0.003468884223368181
G14,0,0.007172322753443375
G14,7,0.0023722434955363646
G14,30,0.0017098556051652885
G14,6,0.09758208542298955
G14,5,0.011512417601561633
G14,32,0.0027561190353908157
G14,4,0.003851727541561155
G14,31,0.0640498025883307
G14,9,0.15848820161809543
G14,8,0.0011512754656200254
G01,19,0.0012168013231383479
G01,35,0.02243286128818135
G01,17,2.247204049739608E-4
G01,36,0.0018925915549608526
G01,18,0.002810763901194726
G01,33,0.0010395539802292028
G01,15,7.016649012569022E-4
G01,34,0.0027552361517526242
G01,16,2.528635493967167E-4
G01,39,3.1549738105545746E-4
G01,13,0.011726601856475909
G01,14,0.0022961972297264057
G01,37,0.0010866040192485387
G01,11,6.233940279298778E-4
G01,38,8.008803100126448E-4
G01,12,6.353573627942618E-4
G01,21,0.0015104604991766242
G01,20,2.978639829416514E-4
G01,22,0.002198011802636102
G01,23,0.005386175512884328
G01,24,0.0010745459005589127
G01,25,3.4033757493600177E-4
G01,26,7.82775768678416E-4
G01,27,1.2609589539810733E-4
G01,28,0.0010251320324910817
G01,29,5.209909273270735E-4
G01,3,1.4971034921900433E-4
G01,2,8.848780793644357E-4
G01,10,0.0010805815376771686
G01,1,9.07664704222496E-4
G01,0,0.0029603408328839494
G01,7,0.0010953199254845772
G01,30,0.0012541349175432882
G01,6,0.00829321514085451
G01,5,6.340671933741345E-4
G01,32,7.033877444261727E-4
G01,4,0.0010762595887323033
G01,31,0.17360085162361233
G01,9,9.285818519498341E-4
G01,8,3.796759913539398E-4
G04,19,0.0016842276352066895
G04,35,0.003043867887590225
G04,17,0.0441687923332654
G04,36,0.0011478476167916735
G04,18,0.6143437789820416
G04,33,0.001679229138541301
G04,15,0.0013481339848816323
G04,34,0.025584012891904588
G04,16,0.0032894678144704073
G04,39,0.006737833289662559
G04,13,0.0010204890889539552
G04,14,0.005954630934212934
G04,37,0.004110475937995997
G04,11,8.147970722016834E-4
G04,38,0.0014940418510264362
G04,12,0.0015421922494636506
G04,21,0.0025788046403507204
G04,20,3.514864817643882E-4
G04,22,0.0016756617502818264
G04,23,0.09990655323980638
G04,24,0.020243854136807793
G04,25,0.00476325145082033
G04,26,0.003934790760174705
G04,27,6.584828006352638E-4
G04,28,0.043891832140028286
G04,29,0.012919553282116403
G04,3,0.011614215706220758
G04,2,9.891350206992656E-4
G04,10,0.08541064433513468
G04,1,0.00916207741696527
G04,0,0.532443809420452
G04,7,0.0011441869489470073
G04,30,0.6721038786666648
G04,6,0.019872058072734858
G04,5,0.001717290832804295
G04,32,0.004532829127665288
G04,4,0.011727126027609622
G04,31,0.005565603963342357
G04,9,0.0032453877195606053
G04,8,9.04207134778871E-4
G13,19,0.005136441428907905
G13,35,3.947812640039761E-4
G13,17,0.0010019055566369657
G13,36,0.060118158621168254
G13,18,0.008773869968796802
G13,33,0.002159798013009887
G13,15,0.7053345136082515
G13,34,0.0010205254124385935
G13,16,0.0011912726771310742
G13,39,0.0014128977513585056
G13,13,0.004140967319323135
G13,14,0.002019076961609062
G13,37,0.0018089107249742757
G13,11,8.485962121756149E-4
G13,38,0.0029254688505107574
G13,12,0.0025341146161255474
G13,21,0.0020997362241809924
G13,20,6.380289319763784E-4
G13,22,0.002471355844551849
G13,23,0.002632244495355508
G13,24,0.004695805069472847
G13,25,6.343169116259174E-4
G13,26,0.002471626762394987
G13,27,0.004672016138523308
G13,28,0.03961358757508464
G13,29,2.8122539748776126E-4
G13,3,0.266571971266379
G13,2,0.018931521269144665
G13,10,0.00429815692294488
G13,1,0.07204762481274919
G13,0,0.0021828138206002475
G13,7,0.001067910895940637
G13,30,0.0079315594283277
G13,6,0.05010498239238349
G13,5,0.0014860825817627201
G13,32,0.0010079820473710343
G13,4,0.002519251539228692
G13,31,0.07653491651166869
G13,9,0.059720071159203206
G13,8,0.00195853363798711
G03,19,0.0019400390588550686
G03,35,5.494828978740341E-4
G03,17,0.0036906266001450437
G03,36,0.0014931600451416572
G03,18,0.005758142883944789
G03,33,0.001047812002364867
G03,15,0.06982126891225915
G03,34,0.0016998065908490438
G03,16,0.166526563820256
G03,39,0.006994187940091119
G03,13,0.006208913172288056
G03,14,0.0015645262157810997
G03,37,0.005314355912915104
G03,11,0.0023889353281669945
G03,38,0.9293494718175375
G03,12,0.5182612231891304
G03,21,0.002560731982245225
G03,20,4.4724281975603853E-4
G03,22,0.009481731169413008
G03,23,0.01580315603177284
G03,24,0.004624308987565736
G03,25,0.009197322179708464
G03,26,0.006174923601762155
G03,27,0.20394706098628423
G03,28,0.004344511163871114
G03,29,0.02406113909829384
G03,3,0.8870412770810564
G03,2,0.022092632475885606
G03,10,9.265782800137228E-4
G03,1,0.0019454989749977014
G03,0,0.08829689786213697
G03,7,9.389077425272168E-4
G03,30,0.0034886059075193744
G03,6,0.10028235188906708
G03,5,0.005586208358078627
G03,32,0.01745100712535096
G03,4,0.10428428678757194
G03,31,0.14082961282043097
G03,9,0.2977027228167489
G03,8,0.018746280974562844
G12,19,0.0659168813434185
G12,35,8.203326266197309E-4
G12,17,3.2314964462704305E-4
G12,36,0.0056714069009807695
G12,18,0.008343243264996714
G12,33,0.044062558278851735
G12,15,0.03748866685307553
G12,34,0.0033746933972707963
G12,16,2.1343849500849864E-4
G12,39,0.0013727845527103095
G12,13,0.045820717926262855
G12,14,0.0038657641306148543
G12,37,0.0030253320902936887
G12,11,0.11729605990244162
G12,38,0.003336070075493131
G12,12,0.047914415096950526
G12,21,0.0025592962276146983
G12,20,0.02441776862051054
G12,22,0.0015532556997984199
G12,23,3.1589519331293815E-4
G12,24,8.855096391948421E-4
G12,25,1.9103916649336158E-4
G12,26,0.003331940209693966
G12,27,6.902608903688105E-4
G12,28,0.0034967401708658153
G12,29,0.005905248498221895
G12,3,8.849103117558075E-4
G12,2,0.004807525817996075
G12,10,0.0010741798896055986
G12,1,0.32217259471508236
G12,0,0.002391709073274653
G12,7,0.05541472278311409
G12,30,0.0023538471785319206
G12,6,0.044308498917282196
G12,5,7.403245644632473E-4
G12,32,0.001479566388133774
G12,4,0.003765295974945436
G12,31,0.04054710993429528
G12,9,0.0026667871848746784
G12,8,0.0012717401282590335
G19,19,0.0202281490846497
G19,35,0.0018448022997273837
G19,17,0.0012980877105205418
G19,36,0.017785745375705993
G19,18,0.003558572276114434
G19,33,0.039866295151741137
G19,15,0.002427074738456222
G19,34,0.003923151948957988
G19,16,0.0035021328028829166
G19,39,0.049522740197119094
G19,13,0.09768068227346238
G19,14,0.0033135752813949907
G19,37,0.002532465640668898
G19,11,8.901025259370938E-4
G19,38,0.1480821849985541
G19,12,0.0019458715058490374
G19,21,0.01871945157177053
G19,20,0.0021883571941739184
G19,22,0.0027920261844802006
G19,23,2.2875696583190506E-4
G19,24,0.004218739569999406
G19,25,0.0019526651936123557
G19,26,0.003819462013730483
G19,27,8.3485009325471E-4
G19,28,0.03222029667328715
G19,29,0.021691034727354824
G19,3,0.002818150461890584
G19,2,0.005268997445252921
G19,10,0.002595860038926147
G19,1,0.002124911450030024
G19,0,0.05687413144457546
G19,7,0.19666735466462593
G19,30,0.001330403604844297
G19,6,0.10101848976236405
G19,5,0.0025765633686795943
G19,32,0.00995750931294807
G19,4,0.0031647353466003926
G19,31,0.069129768973565
G19,9,0.006863014620662843
G19,8,0.0012009446268817134
G06,19,0.0033888439376204226
G06,35,0.002801621422829003
G06,17,4.889732192883506E-4
G06,36,0.001473998572184191
G06,18,0.09732298482023358
G06,33,0.0010025557370200615
G06,15,0.631418088329815
G06,34,0.021470507083776052
G06,16,4.0301268945238213E-4
G06,39,0.0026465636634714395
G06,13,0.0014961787802085466
G06,14,0.010827769600843114
G06,37,9.79074153256703E-4
G06,11,4.4253270128018294E-4
G06,38,0.02389712916696594
G06,12,0.0016071743875246515
G06,21,0.0011919754836653505
G06,20,3.405919269048812E-4
G06,22,0.0013188014832162527
G06,23,3.112941408598035E-4
G06,24,0.024003399535680033
G06,25,4.956351718313774E-4
G06,26,6.413560283887248E-4
G06,27,0.001429651100783269
G06,28,0.025989257674563036
G06,29,0.0057827457827656255
G06,3,0.0011672947757704337
G06,2,6.76793769878638E-4
G06,10,0.0011777200267698638
G06,1,0.0013415645766260025
G06,0,0.005118260766709864
G06,7,0.002057710273007694
G06,30,0.004253775351226249
G06,6,0.01789213479928332
G06,5,0.0010250964481286998
G06,32,0.0010743005929691623
G06,4,7.619394330744578E-4
G06,31,0.0013582795222078245
G06,9,0.007449198728967622
G06,8,8.461118963292781E-4
G18,19,0.0035916030888473957
G18,35,8.583888131108577E-4
G18,17,3.1092182149138097E-4
G18,36,0.0276356007476001
G18,18,0.008507357148146332
G18,33,0.056900121581188214
G18,15,0.1368291310152822
G18,34,0.0019051770003190303
G18,16,3.1138888584607077E-4
G18,39,0.031940217827869904
G18,13,0.11032931811500583
G18,14,0.0024488099234011443
G18,37,0.01114734021260947
G18,11,0.0018963526013491892
G18,38,0.0010785702343007403
G18,12,0.0018169933256931637
G18,21,0.0018916042334988635
G18,20,4.930440641195554E-4
G18,22,0.0011996372664909488
G18,23,2.0866968732103955E-4
G18,24,0.003125541972207462
G18,25,0.002814219152945009
G18,26,8.741609760666619E-4
G18,27,3.141550621018401E-4
G18,28,0.0036359165425186683
G18,29,0.09785122212950614
G18,3,7.09208721796542E-4
G18,2,0.012934306273808692
G18,10,0.003862958053038475
G18,1,0.0023993748417238067
G18,0,0.005086806086880171
G18,7,0.004136032984743142
G18,30,0.0018860424318544562
G18,6,0.07597762441543118
G18,5,0.002679346359266389
G18,32,0.16842168246540365
G18,4,0.03169408001160829
G18,31,0.11168122834746091
G18,9,0.006169456632194977
G18,8,9.104259798123499E-4
G05,19,0.005424150259257593
G05,35,0.9412263815746299
G05,17,8.04763903256375E-4
G05,36,0.00566434201167145
G05,18,0.05970702685075442
G05,33,0.00241334928459602
G05,15,0.008555022842816217
G05,34,0.0031657601772198418
G05,16,0.047629493829386096
G05,39,0.004069321978179199
G05,13,0.002922393540356421
G05,14,0.004510974458203291
G05,37,0.0038251427024949534
G05,11,0.002035313268962779
G05,38,0.06121846960393181
G05,12,0.7133797991684396
G05,21,0.0030734931279781485
G05,20,0.041329349392994146
G05,22,0.001746722903869376
G05,23,0.0017548760531732692
G05,24,0.002848532905499214
G05,25,7.307830009620305E-4
G05,26,0.1189131619604905
G05,27,9.289365557291872E-4
G05,28,0.005807963437634128
G05,29,0.018379663155377837
G05,3,0.0024139655489237876
G05,2,0.011985837818016067
G05,10,0.011301980409931514
G05,1,0.003220129023194417
G05,0,0.0221666327699205
G05,7,0.013154734496141223
G05,30,0.006911630007623689
G05,6,0.04026436668704468
G05,5,0.002558067028529471
G05,32,0.03148043904166437
G05,4,0.014451329909319351
G05,31,0.061836846455898486
G05,9,0.22600038739785763
G05,8,0.018850384489123646
G17,19,0.0025958943214803142
G17,35,0.0010875941115431307
G17,17,7.302866499039568E-4
G17,36,0.00167964536213133
G17,18,0.01390240474051514
G17,33,0.0022018331597421824
G17,15,0.003602640281336466
G17,34,0.0018648383394042202
G17,16,7.211144013535792E-4
G17,39,0.7454127898716719
G17,13,0.09157293536652882
G17,14,0.0038107162409206537
G17,37,0.008974086916264197
G17,11,8.890941419342631E-4
G17,38,0.003176351909674473
G17,12,0.002076214306079378
G17,21,0.0021504965424000043
G17,20,0.007199441612881111
G17,22,0.022437136480065206
G17,23,0.005639925584308862
G17,24,0.02967941723152913
G17,25,0.032189211608822405
G17,26,0.04643136725660769
G17,27,0.0037392468240853203
G17,28,0.017803113379669333
G17,29,0.005404429133253908
G17,3,0.008152779516337619
G17,2,0.016659787598820853
G17,10,0.0030747495586904688
G17,1,0.0013382715945045468
G17,0,0.07893785355487909
G17,7,0.0036075161057801453
G17,30,0.0017498103355438094
G17,6,0.23241908915057918
G17,5,0.00438764910286434
G17,32,0.02523067915793198
G17,4,0.13773085648977076
G17,31,0.012164940979314002
G17,9,0.07332655667141953
G17,8,0.0020319535481585264
G08,19,0.0029175075251096166
G08,35,4.234267410777858E-4
G08,17,6.599348059370828E-4
G08,36,0.10185337036871774
G08,18,0.003094992703475279
G08,33,0.04442245209894444
G08,15,0.001821499252787316
G08,34,0.0012821873620761173
G08,16,0.003974613521127614
G08,39,6.162284616071962E-4
G08,13,0.0033810373143697836
G08,14,0.011033132452337852
G08,37,0.29465174302377617
G08,11,0.001126172210764931
G08,38,0.0017308980871616883
G08,12,0.04666821704741316
G08,21,0.002337442925772062
G08,20,0.006550671326084999
G08,22,0.002723288454235598
G08,23,0.0017520594156322843
G08,24,0.07196308469001486
G08,25,6.252007087191681E-4
G08,26,0.0034685687874330207
G08,27,0.9653751415717579
G08,28,9.94211425386195E-4
G08,29,0.0027749444096271934
G08,3,0.002823440514015321
G08,2,0.011260864503869305
G08,10,0.005117430193093538
G08,1,0.44401437432075735
G08,0,0.006892506966401819
G08,7,0.002100487752782169
G08,30,0.0026135786735044316
G08,6,0.02983150370385623
G08,5,0.006458153920103776
G08,32,0.014247277863259168
G08,4,0.0025953997378240965
G08,31,0.040124219586917156
G08,9,0.11561189848307737
G08,8,0.00241775825439567
G16,19,0.03078102001696951
G16,35,9.755592798180165E-4
G16,17,0.0020173732614551204
G16,36,0.005480808977111816
G16,18,0.011510423330454305
G16,33,0.06179327929042292
G16,15,0.014132234054609377
G16,34,0.002480591233390192
G16,16,9.893314772967505E-4
G16,39,0.017447516535128844
G16,13,0.030476964811878237
G16,14,0.32580549326414704
G16,37,0.0036166227706523548
G16,11,0.0011688201395891739
G16,38,0.0012952241063542785
G16,12,9.010504898105972E-4
G16,21,0.007339802404774703
G16,20,0.009415012021791644
G16,22,0.4814987304600677
G16,23,7.441863723661832E-4
G16,24,0.002026475175866315
G16,25,1.223940777503873E-4
G16,26,0.002339035069721703
G16,27,0.05675786493614096
G16,28,0.034143944391500786
G16,29,0.005460952286496609
G16,3,0.004827997241270071
G16,2,0.007476093366863989
G16,10,0.0034293406133809666
G16,1,0.04517750058795814
G16,0,0.014077546974914583
G16,7,0.0011293226528111843
G16,30,6.803420447579541E-4
G16,6,0.0842875889951718
G16,5,0.3052871461004024
G16,32,9.820213682909204E-4
G16,4,0.005601023615066925
G16,31,0.06103474862398979
G16,9,0.005911144927866856
G16,8,0.001026407889534035
G07,19,0.005916172190700915
G07,35,0.002116494368317917
G07,17,4.120302985009681E-4
G07,36,0.12595115777121668
G07,18,0.10308322087954015
G07,33,0.0011640831416232335
G07,15,0.13100703928551943
G07,34,0.001084226435375128
G07,16,1.1556781397319207E-4
G07,39,0.0014006894818218345
G07,13,0.008456795025074437
G07,14,0.01051068854304057
G07,37,0.013766231491101719
G07,11,0.0031778958126165787
G07,38,0.0011642464658942005
G07,12,0.1443608341628342
G07,21,0.008152792217116121
G07,20,0.004167005357492227
G07,22,0.4059441099307468
G07,23,0.0014632769644125447
G07,24,4.085147293673176E-4
G07,25,3.5415436845402887E-4
G07,26,5.642811620638014E-4
G07,27,0.03672990375588723
G07,28,0.001383378993809581
G07,29,0.03278497096239135
G07,3,0.12471526265029778
G07,2,0.014212495986606724
G07,10,0.029265626301683594
G07,1,0.0027293576868202447
G07,0,0.10295560639647289
G07,7,0.06445327178865964
G07,30,0.0012355236821725633
G07,6,0.08575512607551866
G07,5,4.892749952339944E-4
G07,32,0.0041781241615714455
G07,4,0.0441963778119123
G07,31,0.08182650090812656
G07,9,0.1466796743433357
G07,8,0.006038024291011964
G20,19,0.0013990278231022747
G20,35,3.044398512028994E-4
G20,17,4.1458006233609213E-4
G20,36,0.001684537536277873
G20,18,0.004045998639548508
G20,33,0.0013106760617968664
G20,15,0.001523984599902087
G20,34,0.0011533188440622853
G20,16,0.9641451983611284
G20,39,0.014613655362542461
G20,13,0.0010497441078601473
G20,14,0.0018759031380590051
G20,37,0.06391487674457937
G20,11,9.717589137888062E-4
