silver-infovis-topics--userD.txt,lda_5_0.1_0.1,Score
D20,3,0.02019649803036052
D20,2,0.07468093047963023
D20,1,0.12803819563833221
D20,0,0.019244364274547697
D20,4,0.2521707555588574
D19,3,0.005018558195362778
D19,2,0.002051253788746213
D19,1,0.3309833687158154
D19,0,0.0030012481195921
D19,4,0.00300861536572518
D09,3,0.05437547328658479
D09,2,0.013797592420211863
D09,1,0.11711773847418154
D09,0,0.009589761984211909
D09,4,0.009537702501615026
D08,3,0.006756377009564896
D08,2,0.2678300095011932
D08,1,0.07535032589973475
D08,0,0.019635540240313415
D08,4,0.04058987542559027
D16,3,0.040916598692293096
D16,2,0.7617920615683731
D16,1,0.02022773485044424
D16,0,0.014918917858342567
D16,4,0.019800663750573985
D07,3,0.00682934777578582
D07,2,0.060825629046881616
D07,1,0.0063519557384529544
D07,0,0.013685823386210884
D07,4,0.1553172674668341
D15,3,0.09290627300429193
D15,2,0.010886175529273439
D15,1,0.9722823856943618
D15,0,0.0796922022518414
D15,4,0.01714644796961124
D06,3,0.030595816029329013
D06,2,0.03884633084842301
D06,1,0.017404211517650835
D06,0,0.05189214021932931
D06,4,0.05905873897524859
D18,3,0.13055172319685443
D18,2,0.00445711530868376
D18,1,0.006593518574026036
D18,0,0.004295769358850084
D18,4,0.13244367439257854
D05,3,0.04262315362267668
D05,2,0.025925908121070415
D05,1,0.003299017958876433
D05,0,0.0029945601141554636
D05,4,0.0025791646130493115
D17,3,0.027280702066321386
D17,2,0.007361087044338764
D17,1,0.13932929390359977
D17,0,0.008020056167211072
D17,4,0.003197445854173395
D04,3,0.005225398042387746
D04,2,0.8899931094865934
D04,1,0.0027691283963042408
D04,0,0.011543034291919366
D04,4,0.012902822247965892
D03,3,0.0509518310257999
D03,2,0.23286876180138805
D03,1,0.1987407598316364
D03,0,0.02849440005869456
D03,4,0.004377248413858131
D12,3,0.00794288621461164
D12,2,0.32136439265232186
D12,1,0.005229361124774972
D12,0,0.034613463104985406
D12,4,0.013333602605361726
D02,3,0.022268453025828545
D02,2,0.039341298406526205
D02,1,0.1528401613574228
D02,0,0.0017438751678708578
D02,4,0.00296284428878428
D11,3,0.001464761529805716
D11,2,9.135080046669516E-4
D11,1,0.01975746038105875
D11,0,0.002908214082051528
D11,4,0.8228420907984221
D14,3,0.0367481861275128
D14,2,0.008786396076890622
D14,1,0.20694450995205785
D14,0,0.0017950535851945146
D14,4,0.018405999621956097
D01,3,0.014824871654040448
D01,2,0.002563464452593085
D01,1,0.03639762296798982
D01,0,0.0014753182067518884
D01,4,0.25124137924109863
D13,3,0.01872735336870845
D13,2,9.047680435997834E-4
D13,1,0.0417140967568359
D13,0,0.0015801835064957821
D13,4,0.006663817730348663
D10,3,0.018592678481396372
D10,2,0.827594955884066
D10,1,0.00646051967162227
D10,0,0.018012901435822966
D10,4,0.048807823627616875
