silver-infovis-topics--userH.txt,lda_30_0.001_0.1,Score
H09,19,0.002915009373510321
H09,17,0.023128088356119486
H09,18,0.06853456969329648
H09,15,0.0034715929537665964
H09,16,0.00107337072887264
H09,13,0.005736614776471112
H09,14,0.0018022327391281686
H09,11,0.016020626123290648
H09,12,0.004033734548187217
H09,21,0.6667102462346592
H09,20,0.06945193761774451
H09,22,0.00787422796889046
H09,23,0.0021408267586361576
H09,24,0.46100743073763834
H09,25,0.006005962584734784
H09,26,0.1613211311545737
H09,27,0.0059099992338351014
H09,28,0.018985828629992228
H09,29,0.006823565373402531
H09,3,0.0178200783860018
H09,2,0.003007876811674568
H09,10,0.14758670110986918
H09,1,0.028152845754785712
H09,0,0.018994163588863286
H09,7,0.002809324384040885
H09,6,0.20103158648816755
H09,5,0.0026284374411035794
H09,4,0.07827325747847273
H09,9,0.4448298986093442
H09,8,0.2270229424783395
H08,19,0.3347613160106741
H08,17,0.005188790687148052
H08,18,0.002869701119282405
H08,15,0.00401193107500103
H08,16,7.634591159881867E-4
H08,13,0.006588782493423054
H08,14,0.019304756403105024
H08,11,5.17589985020694E-4
H08,12,0.0029563044247798874
H08,21,0.004799306484789772
H08,20,0.010003568456520682
H08,22,0.00806869966218922
H08,23,0.0013755546410169697
H08,24,0.0011103956415787067
H08,25,0.002391749683335574
H08,26,0.06911675788541706
H08,27,0.0016532798008287862
H08,28,2.0950570818541154E-4
H08,29,0.00393140977458975
H08,3,0.004887921809737773
H08,2,0.007066448661813384
H08,10,0.0028394684942812075
H08,1,0.0013910790466124825
H08,0,0.003417221673669074
H08,7,0.0011377652632641546
H08,6,0.004622457792441728
H08,5,0.00298896135259777
H08,4,0.0023454648192270324
H08,9,0.0665930162676731
H08,8,0.0019194526201090421
H19,19,0.01984484471258992
H19,17,0.015881566989925204
H19,18,0.005043867349004307
H19,15,0.0023932888031243343
H19,16,0.0015314634752911379
H19,13,0.003854097970378926
H19,14,0.00997449999169351
H19,11,0.002897343884411372
H19,12,0.0038344826523736644
H19,21,0.0018164633511687175
H19,20,0.020819497244046872
H19,22,0.017268363436461525
H19,23,0.0023170694156482534
H19,24,0.8610262759341413
H19,25,0.002242357272120262
H19,26,0.002839979660611065
H19,27,5.841711425289904E-4
H19,28,0.40774636810585124
H19,29,0.0034062156775390563
H19,3,0.00504377707815954
H19,2,0.0024050345421877625
H19,10,0.0019299897307789732
H19,1,9.903660658368608E-4
H19,0,0.27965568343574615
H19,7,0.0032157743736802406
H19,6,0.051069451308352935
H19,5,0.0028295063896390613
H19,4,0.013503857912939605
H19,9,0.001981055523391812
H19,8,0.0021997362096760034
H17,19,0.011800908976377289
H17,17,0.03236473952253625
H17,18,0.051444818877997366
H17,15,0.010472574557358142
H17,16,0.01917656648960423
H17,13,0.0021905684314159806
H17,14,0.04092626747681024
H17,11,5.52229930442068E-4
H17,12,0.007091131351642798
H17,21,0.0779379267280201
H17,20,0.004759083476534556
H17,22,0.013612898446507642
H17,23,0.0019994180535825644
H17,24,0.006888495907342616
H17,25,0.009786315968218495
H17,26,0.20981647414254417
H17,27,0.001454767991814852
H17,28,7.653698072487785E-4
H17,29,0.02631727780531541
H17,3,0.0025588042308745695
H17,2,0.4749083373225698
H17,10,0.4934565008596421
H17,1,0.004694696477681064
H17,0,0.09777444345687482
H17,7,0.003557064367890256
H17,6,0.005358234127536043
H17,5,0.0041252242496915914
H17,4,0.0014746786921778928
H17,9,0.2181149368642852
H17,8,0.004302754038262461
H04,19,0.0027726872830764735
H04,17,0.009702858156968891
H04,18,0.13361272521315629
H04,15,0.004589737905572599
