silver-infovis-topics--userE.txt,lda_10_0.1_0.0001,Score
E02,3,0.3740386472274586
E02,2,0.008511805258439592
E02,1,0.01629817006844244
E02,0,0.2993881047285155
E02,7,0.07408081377403879
E02,6,0.1350930794541931
E02,5,0.0793523400323957
E02,4,0.017539427795708492
E02,9,0.657311645826914
E02,8,0.38011848523755654
E11,3,0.002593415527686783
E11,2,0.06280976919154986
E11,1,0.11109165536592693
E11,0,0.03447385017920372
E11,7,0.003092410472443387
E11,6,0.002688080654365297
E11,5,4.6627730187877254E-4
E11,4,0.004305628033095591
E11,9,0.00366109688212789
E11,8,0.0021851353094759557
E01,3,0.0042164143802388395
E01,2,0.03080322843554924
E01,1,0.10802739670567589
E01,0,0.25659964684914693
E01,7,0.6379673335413287
E01,6,0.010541319988543588
E01,5,0.0060347109598816
E01,4,0.006534050788466007
E01,9,0.1309002967747128
E01,8,0.0038610309303533587
E10,3,0.01038936724676992
E10,2,0.007532840255350941
E10,1,0.0068850789667561415
E10,0,0.20670249120854936
E10,7,0.013240271070420574
E10,6,0.04662376910883735
E10,5,0.0248144002977525
E10,4,0.00629852019041231
E10,9,0.170033937123024
E10,8,0.004075169332529894
E13,3,0.015998380054707717
E13,2,0.006079542761634874
E13,1,0.01573416347933207
E13,0,0.0759032285384574
E13,7,0.013255343602306468
E13,6,0.9011411221382024
E13,5,0.04009527826970249
E13,4,0.8351277718507186
E13,9,0.187246503158394
E13,8,0.008627586154812846
E12,3,0.003014183293239881
E12,2,0.6676119233146344
E12,1,0.24765209184402703
E12,0,0.17357308765795298
E12,7,0.019334732517904858
E12,6,0.7628278410203039
E12,5,0.014558547352648653
E12,4,0.027252530189055626
E12,9,0.009447596009610737
E12,8,0.0010800559348902881
E15,3,0.20332773740607524
E15,2,0.01199736806996145
E15,1,0.03427544850950101
E15,0,0.44033593141850397
E15,7,0.009258379678126769
E15,6,0.008239938497822504
E15,5,0.031216796145123564
E15,4,0.03678040059893205
E15,9,0.054047849064557694
E15,8,0.0011782471615997393
E06,3,0.0016959946123917186
E06,2,0.016967717565700806
E06,1,0.027541121798115173
E06,0,0.0065053474059984405
E06,7,0.531483282847288
E06,6,0.09130971574406103
E06,5,0.018002202849040094
E06,4,0.020434588461209588
E06,9,0.005971093668172284
E06,8,0.0019535518790187727
E14,3,0.6740393802714593
E14,2,0.05376411999385329
E14,1,0.008080467114188437
E14,0,0.01045308581822084
E14,7,0.05189189352463112
E14,6,0.015375788668383066
E14,5,0.01886098988150117
E14,4,0.004117802181749869
E14,9,0.010161855237351317
E14,8,0.03840399806217948
E05,3,0.01991417787928418
E05,2,0.03995953542613767
E05,1,0.11291508537298983
E05,0,0.0877784775531799
E05,7,0.020871631305203604
E05,6,0.007180766553345496
E05,5,0.003885821318832484
E05,4,0.9017327594836696
E05,9,0.0019691888801275006
E05,8,0.00603108661141142
E17,3,0.007574758285370542
E17,2,0.066635040586684
E17,1,0.033299823368604
E17,0,0.007743323409044061
E17,7,0.01477115304897592
E17,6,0.050860375017539955
E17,5,0.0029751852697702803
E17,4,0.01624325649029681
E17,9,0.1954611813493377
E17,8,0.00715972558098727
E04,3,0.0015411285671123767
E04,2,0.017911428950986023
E04,1,0.007408888790592624
E04,0,0.0018022223382175354
E04,7,0.0034850097177503998
E04,6,0.016577700276060828
E04,5,0.0016408005430833023
E04,4,0.003961513230649837
E04,9,0.8881174581281516
E04,8,0.005470773825699292
E16,3,0.013506020884777002
E16,2,0.005601323158142979
E16,1,0.003163188027902862
E16,0,0.0023017825947643767
E16,7,0.11954952904433999
E16,6,0.018750700921139583
E16,5,0.005187398518764635
E16,4,0.014502729861881967
E16,9,0.007570983409380933
E16,8,0.033791226793210775
E03,3,0.00437859506326999
E03,2,0.10703168314319071
E03,1,0.00811331302720041
E03,0,0.001960726954988153
E03,7,0.02322823222002477
E03,6,0.10047165049075713
E03,5,0.0018306521453679027
E03,4,0.0027517789571891572
E03,9,0.0038111338688090603
E03,8,0.7255403364098018
E18,3,0.6585471045797392
E18,2,0.02006328602304279
E18,1,0.01424323469797988
E18,0,0.38880928238635
E18,7,0.01562367617700509
E18,6,0.004683350774867339
E18,5,0.019515550634983732
E18,4,0.005736843320854421
E18,9,0.0037953003425609663
E18,8,0.048385938786301826
E09,3,0.00914234196076696
E09,2,0.0210713111012154
E09,1,0.0550787441236629
E09,0,0.09687188018194133
E09,7,0.05382345708314893
E09,6,0.0016578817781593492
E09,5,0.008028863378569158
E09,4,0.004840832197676814
E09,9,0.008365970717357459
E09,8,0.002242445277507046
E08,3,0.406154229307271
E08,2,0.011465589058806132
E08,1,0.01308207286270447
E08,0,0.18125809050343247
E08,7,0.08442999384635257
E08,6,0.00874347211516399
E08,5,0.0200849981692054
E08,4,0.006854549003083531
E08,9,0.0066472445867347294
E08,8,0.7681952227791821
E07,3,0.9831240348914777
E07,2,0.008456170514023894
E07,1,0.014805521260633394
E07,0,0.16546112790910558
E07,7,0.03292532361725709
E07,6,0.003477952870912957
E07,5,0.014595498086276472
E07,4,0.17694697368414666
E07,9,0.009507770612098915
E07,8,0.8305149602371515
