silver-infovis-topics--userC.txt,lda_25_0.0001_0.001,Score
C16,19,0.002384251265978616
C16,17,0.006335977021424473
C16,18,0.3815427305835957
C16,15,0.020713361633430637
C16,16,0.003974004700019568
C16,13,0.0035625838082241927
C16,14,0.0016328020908985118
C16,11,0.004359121806141514
C16,12,0.019573117556627294
C16,21,0.004165742810581616
C16,20,0.0049618023376017135
C16,22,0.041482519713268676
C16,23,0.004544487449190527
C16,24,0.015454459198880565
C16,3,0.6280592108248183
C16,2,0.0024148798072836167
C16,10,0.0014441793754983241
C16,1,0.011489705671455816
C16,0,0.17674768587942305
C16,7,0.006554642137869529
C16,6,0.00656549038539924
C16,5,5.008190073687458E-4
C16,4,0.005932942888587468
C16,9,0.9345840188666419
C16,8,0.004212068432386828
C07,19,0.0013042415370651808
C07,17,0.552878990667637
C07,18,0.004017883505941469
C07,15,0.09104110923442638
C07,16,0.29485366562222914
C07,13,0.07959934587777544
C07,14,0.0030782202782556533
C07,11,0.058442848426903594
C07,12,0.004181513414864904
C07,21,0.005328981461228836
C07,20,0.006876710347437253
C07,22,0.006001301288534878
C07,23,0.2015498938802497
C07,24,0.0037983038092766143
C07,3,4.859213634070514E-4
C07,2,0.004276657584030259
C07,10,0.001102541053559217
C07,1,0.31706698474884537
C07,0,0.0013124708355368095
C07,7,0.0022434691985943962
C07,6,0.046599378102785145
C07,5,0.006953587706237034
C07,4,0.003771968094614663
C07,9,0.0023885756204556296
C07,8,0.0017528913107177902
C17,19,0.0011181677529168053
C17,17,0.13029219304266668
C17,18,0.0037581383191625383
C17,15,0.03669101597517969
C17,16,0.08474612688443872
C17,13,0.8591189288661745
C17,14,0.004244604717310345
C17,11,0.055724803315501545
C17,12,5.046480672342357E-4
C17,21,0.0034560921713046957
C17,20,0.0020898897480441624
C17,22,0.05538896173170401
C17,23,0.0054867180622155684
C17,24,0.003989060474375408
C17,3,0.03312233192149377
C17,2,0.1770198639894919
C17,10,0.0059982425817476205
C17,1,0.0010663967809226495
C17,0,0.0010296779007194054
C17,7,0.01687137249914217
C17,6,0.00403703364889653
C17,5,0.0024881375728149566
C17,4,0.00636720450452642
C17,9,3.4013998612170284E-4
C17,8,0.025694633176517847
C08,19,0.0023017799178362847
C08,17,0.09354840879090297
C08,18,0.046354323376081974
C08,15,0.0058540234996153325
C08,16,0.005224374131751125
C08,13,0.003003311241252087
C08,14,0.9786082823080969
C08,11,0.0020616788004501393
C08,12,0.413549616445902
C08,21,0.007686180932568155
C08,20,0.01232162333399802
C08,22,0.0015017882200276703
C08,23,0.007942098923091693
C08,24,0.008709843164438775
C08,3,0.029238936377155123
C08,2,0.0019162949921339857
C08,10,0.007151047833578727
C08,1,0.4598811513633104
C08,0,0.036153034554681114
C08,7,0.004962725485320115
C08,6,0.012787516840160225
C08,5,0.034855116908367345
C08,4,0.3175310682147275
C08,9,0.0011742178622993714
C08,8,0.3166758120778943
C18,19,0.003387942558469033
C18,17,0.005591408592199369
C18,18,0.0031115159991698944
C18,15,7.615011172715769E-4
C18,16,0.04866288536577573
C18,13,0.40973127083103933
C18,14,0.004615226873220456
C18,11,0.002333385039260067
C18,12,0.007818432078393717
C18,21,0.3311893914513676
C18,20,0.0021302971366665108
C18,22,6.898094688893926E-4
C18,23,0.003610022406451653
C18,24,0.0016349888234752491
C18,3,5.903839759479402E-4
C18,2,0.4352173603145768
C18,10,0.0014022280662361155
C18,1,9.164914547341684E-4
C18,0,0.00336215056755916
C18,7,0.004656259293575748
C18,6,0.0015813179383006328
C18,5,4.39388086182155E-4
C18,4,0.021582034036905645
C18,9,3.065281977214166E-4
C18,8,0.001596777047695526
C05,19,9.481630820582061E-4
C05,17,0.01621153656458477
C05,18,0.0050003312890653925
C05,15,0.0035665201859919637
C05,16,0.1050818223163696
C05,13,0.9624561707758515
C05,14,0.0019177876005668463
C05,11,0.005562432747425373
C05,12,0.004411222829879743
C05,21,0.0026422288485532727
C05,20,0.001215144566011759
C05,22,0.010101860384080697
C05,23,0.0021561482073614337
C05,24,0.0013040669590984285
C05,3,0.0011457954864608573
C05,2,0.005028026110399331
C05,10,0.002747902008115975
C05,1,0.0013381742825730092
C05,0,0.0012839896373822907
C05,7,0.007349006251222197
C05,6,0.004283282140841756
C05,5,0.0010231480400667095
C05,4,0.005190702602534879
C05,9,8.217776572484159E-4
C05,8,0.002750351909551176
C19,19,0.0012957317431660485
C19,17,0.009348832662163045
C19,18,0.3794586668779877
C19,15,0.0027509191353366604
C19,16,0.15494507820190656
C19,13,0.0073429898694588654
C19,14,0.004312695615534679
C19,11,0.01237731567647278
C19,12,6.094395398524251E-4
C19,21,0.4213658790983981
C19,20,0.01816686445953194
C19,22,0.0028053645609191044
C19,23,0.0012714888865309145
C19,24,0.0012148265602871086
C19,3,0.0016128405070514227
C19,2,0.01086087942622639
C19,10,0.003969040937522957
C19,1,0.053439392409688216
C19,0,0.002937988622819057
C19,7,0.003133314194945929
C19,6,0.008187036720073334
C19,5,6.351512016358241E-4
C19,4,0.006359692397440206
C19,9,0.00162073177524651
C19,8,0.006200815218005692
C06,19,0.022097826716403153
C06,17,8.680575241248296E-4
C06,18,0.0036604942374903453
C06,15,0.006998541872722409
C06,16,0.053585406239465096
C06,13,0.022252375481272287
C06,14,0.00930675300042872
C06,11,0.6763605134779899
C06,12,0.10359253171732229
C06,21,0.002564277736551309
C06,20,0.040605432061394976
C06,22,0.8708088684610378
C06,23,0.0018735286802727233
C06,24,0.003324545927189667
C06,3,0.0010632518622523102
C06,2,0.004307820413697574
C06,10,0.005397842270162013
C06,1,0.0032791798298385496
C06,0,0.0028698108465765523
C06,7,0.006353113969268931
C06,6,0.07251235747068906
C06,5,0.06056956329774042
C06,4,0.02215642804856125
C06,9,0.0015846678668787165
C06,8,0.6092133732107884
C09,19,0.00686683624060287
C09,17,0.0030854415317292222
C09,18,0.007417786819461228
C09,15,0.0019935235220984704
C09,16,0.07596277694252766
C09,13,0.005352637582055137
C09,14,0.004160042957947112
C09,11,0.0034575084111147583
C09,12,0.007264663585389684
C09,21,0.0021155176336426175
C09,20,0.002655967215541991
C09,22,0.0016943825264573162
C09,23,0.0014440370721700152
C09,24,0.0013505381521985165
C09,3,0.004577951396091793
C09,2,0.0032641188933095785
C09,10,0.0018302086223015393
C09,1,0.0011276116075629333
C09,0,0.004196237353540186
C09,7,0.006964893617941174
C09,6,0.003955236344962812
C09,5,0.9812340472134159
C09,4,0.008314565863416045
C09,9,0.004630784556616155
C09,8,0.10137592749746988
C10,19,0.002014525623608309
C10,17,0.04837537743190035
C10,18,0.0028317123180156543
C10,15,0.776834186873625
C10,16,0.19989917381171252
C10,13,0.0037092387516477806
C10,14,0.15138604628629818
C10,11,0.010143098067242935
C10,12,0.00578269324550133
C10,21,0.0040308019905068194
C10,20,0.0029976778985605313
C10,22,0.0034129706527853652
C10,23,0.3680483708781969
C10,24,0.01467666180341044
C10,3,0.001193737402568564
C10,2,0.004288774844691518
C10,10,0.0031075884712695357
C10,1,0.09682997709884507
C10,0,0.007141964739815135
C10,7,0.017061510813062893
C10,6,0.5307997429961367
C10,5,0.005692503176561518
C10,4,0.0032608640189363595
C10,9,4.601810710335353E-4
C10,8,0.0072438029447229775
C11,19,0.009449603289000155
C11,17,0.004217849154840591
C11,18,0.007681651976425447
C11,15,0.023415673633362364
C11,16,0.011240752812295446
C11,13,0.006798590472077247
C11,14,0.0060773953524570585
C11,11,0.007911333576569769
C11,12,0.4821572659092706
C11,21,0.8221621386074935
C11,20,0.040921285108949344
C11,22,0.17654014660938722
C11,23,0.009571096895199313
C11,24,0.52406638357645
C11,3,0.6406728897943423
C11,2,0.008052298933767464
C11,10,0.005390337148617649
C11,1,0.010581359503497095
C11,0,0.016225213298410885
C11,7,0.027002074873418644
C11,6,0.02416262277408656
C11,5,0.020524252757299376
C11,4,0.013740247029794733
C11,9,0.009427278068791399
C11,8,0.010431574344518952
C03,19,0.03373516498901624
C03,17,0.0015105568640969849
C03,18,0.00829121496812587
C03,15,0.004651523198032016
C03,16,0.003003881011475033
C03,13,0.004286611257932929
C03,14,0.0019179264436525682
C03,11,0.0016809581625888415
C03,12,0.9874230064132369
C03,21,0.00951535853898958
C03,20,0.0069924702739522756
C03,22,0.3373335813201961
C03,23,0.002571313004600059
C03,24,0.003502515767327735
C03,3,0.7936744384755606
C03,2,0.002973258595024243
C03,10,0.0014083376511747152
C03,1,0.90583238829031
C03,0,0.06172910889082363
C03,7,5.412279791601999E-4
C03,6,0.0021247518270794837
C03,5,6.879565392088965E-4
C03,4,0.11692432349998154
C03,9,0.03458857984750431
C03,8,0.22297687472921537
C12,19,0.6818062228592022
C12,17,0.007859567044883449
C12,18,0.16449866230229757
C12,15,0.0013344674538012422
C12,16,6.013888039649377E-4
C12,13,0.004318437263657149
C12,14,0.03999297191058497
C12,11,0.002001641600998768
C12,12,8.005848395004169E-4
C12,21,0.0034869551870007403
C12,20,0.36646679265220244
C12,22,0.0020705814630946865
C12,23,0.0034616869027715045
C12,24,0.005160868248851333
C12,3,0.0010789514841543215
C12,2,0.002010929144992063
C12,10,0.0018695325921267497
C12,1,0.0013184930224815097
C12,0,0.0010875531787893373
C12,7,3.970310038445393E-4
C12,6,0.003456209577677
C12,5,5.75741920504543E-4
C12,4,0.0031678289452418754
C12,9,4.496284971122889E-4
C12,8,0.035728378260889926
C04,19,0.05028412688266654
C04,17,0.002354660478140876
C04,18,0.005692215201368429
C04,15,0.0024484595037830787
C04,16,0.44070997717356186
C04,13,0.05376177687788577
C04,14,0.008878140394777531
C04,11,0.6304852056303037
C04,12,0.9210863686617883
C04,21,0.0142872332985814
C04,20,0.10226915019558572
C04,22,0.6419180070711135
C04,23,0.005246480398464415
C04,24,0.00641330272850029
C04,3,0.005121792869366589
C04,2,0.0032499738030077677
C04,10,0.0022354065822028546
C04,1,0.9314481509165882
C04,0,0.008620947287698274
C04,7,0.018767928980467797
C04,6,0.003412230723129002
C04,5,0.017046981621975873
C04,4,0.15580951192166395
C04,9,0.007654358661768589
C04,8,0.005119138663498089
C13,19,0.0027016242081465
C13,17,0.3012076025142355
C13,18,0.002090229042096588
C13,15,0.0024863449893201815
C13,16,0.030835864510963085
C13,13,0.0027976282821372306
C13,14,0.0022525956427770165
C13,11,0.001527774842404585
C13,12,1.3722715169098152E-4
C13,21,0.30418498289989
C13,20,0.019923728409445656
C13,22,5.013061322159088E-4
C13,23,0.0015790817362691736
C13,24,0.04241188886169164
C13,3,0.04926275197686247
C13,2,0.015086785473252283
C13,10,0.03582779280655844
C13,1,0.05619879092769389
C13,0,0.0018978390122297885
C13,7,2.5802580740879276E-4
C13,6,0.004404314559291358
C13,5,9.93696717125469E-4
C13,4,0.002965937925881489
C13,9,0.0037902117973152003
C13,8,0.08791929987452678
C14,19,6.097008333903417E-4
C14,17,0.0010160530880704982
C14,18,0.002980625159524868
C14,15,0.002743427676797829
C14,16,0.0037385984137937897
C14,13,0.2895568644042237
C14,14,0.0011238197552646961
C14,11,0.0046395331048365036
C14,12,1.2189195606571605E-4
C14,21,0.1377404724144501
C14,20,0.0013055290267041716
C14,22,4.152008025249454E-4
C14,23,3.6629036572196494E-4
C14,24,5.659961450679375E-4
C14,3,6.912618340278178E-4
C14,2,0.0022703436462427205
C14,10,0.0018744690522655104
