label-keyword-freq-sum-idf.txt,lda_20_0.01_0.001,Score
19,19,0.01031844246403415
19,17,0.007497829809905309
19,18,0.007951662803078805
19,15,0.0017351464119713291
19,16,0.035110815150322626
19,13,0.6032248261928848
19,14,0.010689268776079607
19,11,0.0899663431430309
19,12,0.06684131129794728
19,3,0.001260380762684385
19,2,0.02926745847587248
19,1,0.0019802024157215136
19,10,0.0023109130431650106
19,0,0.004417836682541875
19,7,0.0015052783852650248
19,6,0.008536316034568716
19,5,7.595242045900618E-4
19,4,0.0035295613608863495
19,9,0.0031237246895952048
19,8,0.2457361343699196
17,19,0.004565130156883283
17,17,0.018353325132422674
17,18,0.044278733212606294
17,15,0.049238752219011125
17,16,0.013525795326253531
17,13,0.16609411094878795
17,14,0.010160717735440984
17,11,0.5817041985394719
17,12,0.06221768934949088
17,3,0.0032636197606101813
17,2,0.09144344783015299
17,1,0.005483208144318019
17,10,0.014858439743192885
17,0,0.0018290152183706818
17,7,0.0013412981777087356
17,6,0.027362214131155645
17,5,0.0033461954165189232
17,4,0.024201250047780773
17,9,0.020858689153387303
17,8,0.04923581885595018
18,19,0.0037936715584034066
18,17,0.005218568335246124
18,18,0.05531290213434429
18,15,0.13816503303752017
18,16,0.006625774002859067
18,13,0.2756772200170522
18,14,0.018194270726752785
18,11,0.7088413682954653
18,12,0.12290315642396557
18,3,0.0014882257676921838
18,2,0.139262643332417
18,1,0.009033585257833704
18,10,0.010080922349004824
18,0,8.888465733980106E-4
18,7,0.0014814419518602965
18,6,0.018120496631593486
18,5,0.002422722154803017
18,4,0.036983702829039726
18,9,0.002075306669548057
18,8,0.09541024082566368
15,19,0.026760597778843036
15,17,0.02177015836405881
15,18,0.006046488283996583
15,15,0.02178744737411566
15,16,0.02743366960704389
15,13,0.039633549484207525
15,14,0.02011476842858139
15,11,0.3092449923167355
15,12,0.01654890187492797
15,3,0.04591001086398774
15,2,0.2667079577927848
15,1,0.006960499091122384
15,10,0.007268506098050062
15,0,0.008832112046399656
15,7,0.01326467859399748
15,6,0.01798117103554102
15,5,0.00784871621472013
15,4,0.00984592263933714
15,9,0.010933467370920448
15,8,0.10467703265819572
16,19,9.510648621420822E-4
16,17,0.010370410725361885
16,18,0.004449091544932801
16,15,0.007318429230254361
16,16,0.004646058277873964
16,13,0.0021974491298631022
16,14,0.0038524244376387713
16,11,0.15708717027900782
16,12,0.0037060722924726554
16,3,0.021728109003091377
16,2,0.5922837692183175
16,1,0.08874065321170228
16,10,0.0018146144964794715
16,0,0.0110099830585209
16,7,0.021690353209501318
16,6,0.1974824177339687
16,5,0.020491349185578284
16,4,0.005394461280096188
16,9,0.0038205263203371304
16,8,0.1469474742867716
13,19,0.00924764268185591
13,17,0.005388872792069498
13,18,0.029570771022080954
13,15,0.14585695298483636
13,16,0.002645869375040471
13,13,0.011178641640781086
13,14,0.02543062664117494
13,11,0.21098190714306908
13,12,0.24593367888640189
13,3,0.0315721853306237
13,2,0.016039294267918097
13,1,0.018375639816056263
13,10,0.0024077182347102626
13,0,0.006222973694651719
13,7,0.002476570603037678
13,6,0.99147060201521
13,5,0.0026530319795993033
13,4,0.0026841756641088187
13,9,0.001993256005012323
13,8,0.004804604746681395
14,19,0.010921665749692906
14,17,0.03304670522907179
14,18,0.011278089481955888
14,15,0.0027421626216777373
14,16,0.01136535436648229
14,13,0.16993366104586843
14,14,0.021214194351947175
14,11,0.14763471337742717
14,12,0.11790548527861354
14,3,0.005066964425590535
14,2,0.2927229733576732
14,1,0.008453107475677886
14,10,0.0161028424946299
14,0,0.004943251762895208
14,7,0.00591347623765775
14,6,0.005263237360997677
14,5,0.008181050315852511
14,4,0.10170742533831553
14,9,0.24733245055043898
14,8,0.025510555416679532
11,19,0.0017288506960947464
11,17,0.12289534656862762
11,18,0.013122294641299248
11,15,0.013784029777288305
11,16,0.006663645453315022
11,13,0.001685436089969007
11,14,0.0053094456657739614
11,11,0.026782525014713256
11,12,0.058379812491657204
11,3,0.017493307225493394
11,2,0.0036989020430036918
11,1,0.010521880411787102
11,10,0.04196192516784689
11,0,0.009919199076007327
11,7,0.013274050846040466
11,6,0.7920349464552616
11,5,3.955318511957061E-4
11,4,0.001028254016195183
11,9,3.451836826240042E-4
11,8,0.8295499371533679
12,19,0.005743668266683981
12,17,0.006090847172445826
12,18,0.004386670597831307
12,15,0.005099413751304331
12,16,0.017213505682129978
12,13,0.2642075474629193
12,14,0.012599305723663157
12,11,0.3838448979618829
12,12,0.17673294166968237
12,3,0.0026810840774706625
12,2,0.006480342426887914
12,1,0.01753030437515964
12,10,0.0034062750456611878
12,0,0.013846269558073514
12,7,0.004034069038359715
12,6,0.040228293325517604
12,5,0.0013999469888947233
12,4,0.011678640164323486
12,9,0.004370285480567963
12,8,0.03777382428409801
21,19,0.11756441851253771
21,17,0.02683652543621405
21,18,0.07585521131879819
21,15,0.003176379009285367
21,16,0.06096201168271248
21,13,0.709218398473459
21,14,0.03368579914561453
21,11,0.2801942772940022
21,12,0.2275577525026028
21,3,0.006826489922306501
21,2,0.008368054760583929
21,1,0.14685780022409456
21,10,0.0055037507889513495
21,0,0.20793182101306087
21,7,0.02665012559421596
21,6,0.0033142941766514753
21,5,0.002299461791771848
21,4,0.021856025223176107
21,9,0.1309950674167903
21,8,0.059482578102639315
20,19,0.04772198028683499
20,17,0.037810143291240314
20,18,0.02752707512166996
20,15,0.0011040604736102574
20,16,0.24347377455690053
20,13,0.8141972036867253
20,14,0.033501342343998944
20,11,0.12594079607696235
20,12,0.12309323368957607
20,3,0.0077266638139848135
20,2,0.0023160005697590077
20,1,0.02844441583773596
20,10,0.0030034126887575575
20,0,0.25629996403306693
20,7,0.027254563742881426
20,6,0.007096909089486148
20,5,0.0018415476651108848
20,4,0.010386349879351327
20,9,0.07740499860819947
20,8,0.16315291039158103
22,19,0.014789228653401003
22,17,0.0181873068938503
22,18,0.008356253838290523
22,15,0.02249083664418701
22,16,0.003399369948310787
22,13,0.06114155236599685
22,14,0.007767110787828142
22,11,0.18097248162935411
22,12,0.24426124486246809
22,3,0.002871290503255853
22,2,0.008181477435040883
22,1,0.00485363256148901
22,10,0.0052226703821243205
22,0,0.0030959219972899574
22,7,0.003917653968077643
22,6,0.13026985748976264
22,5,0.002773369127171083
22,4,0.002669638463957223
22,9,0.12141113238629267
22,8,0.01369256749179479
23,19,0.08063900786937982
23,17,0.05495548490784533
23,18,0.00909089411118837
23,15,0.044397246188049945
23,16,0.0324559238163051
23,13,0.35062527229748053
23,14,0.026482839089293556
23,11,0.4198609381119098
23,12,0.3813119012779452
23,3,0.014201566889674234
23,2,0.03691877188154017
23,1,0.009783781772668157
23,10,0.012656095781413534
23,0,0.006968130660848858
23,7,0.00934708216772473
23,6,0.249788289760419
23,5,0.006740102444828726
23,4,0.009865212396992406
23,9,0.07500493737766027
23,8,0.07071311370497656
24,19,0.004447010033709884
24,17,0.020275967818766092
24,18,0.03512180890603315
24,15,0.008506786924449243
24,16,0.033082118390326966
24,13,0.5126259901701663
24,14,0.04976923698792835
24,11,0.7052784429114244
24,12,0.08274888950853555
24,3,0.007925434070537361
24,2,0.050716953472949244
24,1,0.005170774774891317
24,10,0.009594824492409273
24,0,0.015878091341504447
24,7,0.014986416410324947
24,6,0.012915641664154409
24,5,0.008585627045000065
24,4,0.07182865481541925
24,9,0.07089734464485317
24,8,0.25550837941177107
25,19,0.02206546027314658
25,17,0.11185001205441254
25,18,0.020071587705955168
25,15,0.08449024960159147
25,16,0.045400869490044585
25,13,0.1429132743300176
25,14,0.05945126358004604
25,11,0.4450495761347596
25,12,0.4029470396713348
25,3,0.013714243514008156
25,2,0.05373578385859633
25,1,0.00689795856686374
25,10,0.007570335871738837
25,0,0.01110601764604355
25,7,0.07347798972940535
25,6,0.030079414966973413
25,5,0.01416840213461859
25,4,0.2754501382909299
25,9,0.09939946367303505
25,8,0.04512652634946111
26,19,0.0013221056932615591
26,17,0.0061108901294696484
26,18,0.5472721087356003
26,15,0.04162084701736894
26,16,0.3259289774536997
26,13,0.0015865251577243983
26,14,0.0034105572373922463
26,11,0.013700975330789848
26,12,0.08886794350629132
26,3,0.01840156095099221
26,2,0.12835619854805128
26,1,0.02104854654439414
26,10,0.021686507160643964
26,0,0.0027370461022964286
26,7,0.0038322889686939854
26,6,0.3693893346388878
26,5,0.014682293121543835
26,4,0.006216474453689482
26,9,4.177132099481656E-4
26,8,0.01742798960739157
27,19,0.021373450373222084
27,17,0.6096240573661358
27,18,0.011096448064443709
27,15,0.03413184736629811
27,16,0.004146909662140317
27,13,0.016228561547461638
27,14,0.019883371054530287
27,11,0.013842129945151216
27,12,0.037766172519533105
27,3,0.021630763178711432
27,2,0.028538927259265448
27,1,0.008039746024208769
27,10,0.008535979189497236
27,0,0.03132844670716093
27,7,0.1209473510798662
27,6,0.01515310067745564
27,5,0.16264046769118234
27,4,0.9198563502615189
27,9,0.7909518655204636
27,8,0.0060832463134806065
28,19,0.0031467850657267054
28,17,0.2851373575999417
28,18,0.002806073823413203
28,15,0.008356772088797825
28,16,0.2650212478288976
28,13,0.1112379338366014
28,14,0.02667393123794029
28,11,0.0824257590018825
28,12,0.6381832047510311
28,3,0.004664002015638447
28,2,0.026386823781442824
28,1,0.0013307488839053294
28,10,0.03288020932502762
28,0,0.004259208812192352
28,7,0.06991653854387321
28,6,0.12857165990266112
28,5,0.00928624833045746
28,4,0.0451704861615501
28,9,0.006150937194623859
28,8,0.0268526410116094
3,19,0.02560098565866399
3,17,0.13521800281586094
3,18,0.07002632297359467
3,15,0.0326857945600157
3,16,0.005176228225810557
3,13,0.00918848136831706
3,14,0.028524809409261196
3,11,0.1568234623982535
3,12,0.15995275990909125
3,3,0.6082552346080816
3,2,0.016077567692128158
3,1,0.06094006677130196
3,10,0.35869449072513143
3,0,0.19756361528964922
3,7,0.058445218516941275
3,6,0.007886053768656745
3,5,0.9970616340587138
3,4,0.015684293294722144
3,9,0.16971901430826614
3,8,0.009571636631609296
2,19,0.013099823342570956
2,17,0.07348056327293781
2,18,0.671863038261774
2,15,0.1418617368484946
2,16,0.11446644740772938
2,13,0.10734612467039664
2,14,0.027818360970234126
2,11,0.22741279335195952
2,12,0.14448779833896275
2,3,0.2566800342514288
2,2,0.011767027494732579
2,1,0.04135275186199145
2,10,0.008725409569167866
2,0,0.9892762052503903
2,7,0.02535961484162293
2,6,0.017043410500883312
2,5,0.19556195842876437
2,4,0.09362754550418488
2,9,0.2517894970745008
2,8,0.06052731474220164
10,19,0.010032962740271212
10,17,0.016852780960074788
10,18,0.006864404497672427
10,15,0.15477453738090266
10,16,0.9896770685620078
10,13,0.05416510329110874
10,14,0.03927950808088699
10,11,0.11393507826476637
10,12,0.18826802366562945
10,3,0.059702908163735406
10,2,0.006435125507762622
10,1,0.01913774008038613
10,10,0.012378797690556671
10,0,0.04204189155395598
10,7,0.11991676849641113
10,6,0.24875180663387392
10,5,0.003907906121455313
10,4,0.060563619061635175
10,9,0.01438494537592325
10,8,0.014589173350964765
1,19,0.010940038902461981
1,17,0.17686058463105578
1,18,0.2986798949440648
1,15,0.19434034531476824
1,16,0.092271479127585
1,13,0.030407396394492324
1,14,0.02713712568691546
1,11,0.20704767944877783
1,12,0.14744260997747582
1,3,0.3274624517129192
1,2,0.013324694648351081
1,1,0.027979965609571212
1,10,0.007460006369799151
1,0,0.9965097452403456
1,7,0.03905613317849615
1,6,0.020932040744342316
1,5,0.17135264690232935
1,4,0.05838238318897327
1,9,0.09904653293816307
1,8,0.04025691310330514
7,19,0.9893160833518775
7,17,0.05090844568104518
7,18,0.010599574340030499
7,15,0.0065974439149599365
7,16,0.06525803969467188
7,13,0.0936999251577861
7,14,0.01722791218605275
7,11,0.12969352616184984
7,12,0.19235490485721599
7,3,0.01218166434219252
7,2,0.011798125482367321
7,1,0.27661702316246617
7,10,0.012254252441554645
7,0,0.023322565360256817
7,7,0.018581303065930355
7,6,0.010545170282400913
7,5,0.0052535734553343155
7,4,0.016071201617698688
7,9,0.03898016686638856
7,8,0.0292304591191103
6,19,0.007056495125873456
6,17,0.6045440946165833
6,18,0.023576769114707526
6,15,0.22125726857507094
6,16,0.05074711736101881
6,13,0.027633488577795542
6,14,0.021785358191341173
6,11,0.0595942544843117
6,12,0.08423040523885707
6,3,0.04052160740040443
6,2,0.00805679558442846
6,1,0.007002622198685104
6,10,0.010897154622930663
6,0,0.007676987109976401
6,7,0.9595695389808582
6,6,0.007940859571820792
6,5,0.0037979571857784497
6,4,0.07912474339669281
6,9,0.09069141265479194
6,8,0.030455242840458984
5,19,0.024394716268076714
5,17,0.6876797932242505
5,18,0.0308738055922443
5,15,0.3033973837272529
5,16,0.04185974200628431
5,13,0.04418691251389315
5,14,0.03185649623952059
5,11,0.09280431260701423
5,12,0.20134950757884407
5,3,0.0509556161402047
5,2,0.018016061080196686
5,1,0.009116556255917556
5,10,0.015061683518751003
5,0,0.015484014671235122
5,7,0.9344958182203417
5,6,0.007724166176955651
5,5,0.005302234680114631
5,4,0.1005622738764725
5,9,0.15728016136571954
5,8,0.027515374047369038
4,19,0.01788005935036443
4,17,0.15106926604132423
4,18,0.03801809168959441
4,15,0.0577594757914456
4,16,0.006224618624391218
4,13,0.009970081362886055
4,14,0.022041120217380247
4,11,0.08387429696204374
4,12,0.09947296815077815
4,3,0.8759981543447172
4,2,0.014953974591500748
4,1,0.014439118164703009
4,10,0.1989045907803492
4,0,0.21232949856483355
4,7,0.07054624147038184
4,6,0.009378802063595041
4,5,0.9785973648691046
4,4,0.03540933308611538
4,9,0.2433853651720796
4,8,0.009065121639194635
9,19,0.007471470339911603
9,17,0.05125264461143857
9,18,0.2598137234413402
9,15,0.0077860005173006385
9,16,0.18655721849269816
9,13,0.01583696737951959
9,14,0.01813780080306688
9,11,0.11047335376496595
9,12,0.12602286143142452
9,3,0.014433375270181402
9,2,0.01711415267401749
9,1,0.01573679248582828
9,10,0.015456729032079597
9,0,0.021762331885226402
9,7,0.05146578688054777
9,6,0.02530328687674039
9,5,0.0014884545531604267
9,4,0.0033993272056378624
9,9,0.00880619337327238
9,8,0.3616307799225584
8,19,0.024312175179389516
8,17,0.015367458460943494
8,18,0.25612764164897683
8,15,0.1264559367852934
8,16,0.09905921640587768
8,13,0.025670319728689328
8,14,0.018096788649275886
8,11,0.12014300099769548
8,12,0.09146777089777194
8,3,0.8655055160669984
8,2,0.04582007428532099
8,1,0.13521707686328607
8,10,0.04441832435276644
8,0,0.013984388026580759
8,7,0.06289934984975405
8,6,0.006704837397371899
8,5,0.004874533189650616
8,4,0.045178941671790346
8,9,0.24891709265248152
8,8,0.5268817482724646
