silver-infovis-topics--userD.txt,lda_5_0.001_0.1,Score
D20,3,0.0281581438817006
D20,2,0.35389959408105437
D20,1,0.11383270725471842
D20,0,0.009627988145195703
D20,4,0.020298626123740723
D19,3,0.0024933633620123703
D19,2,0.21481745765925908
D19,1,0.054917960577391525
D19,0,0.0012259610151621895
D19,4,0.0038960336294973927
D09,3,0.03591209705789045
D09,2,0.22536865734939837
D09,1,0.6270200523074315
D09,0,0.09013633796049741
D09,4,0.01066998994989055
D08,3,0.2888782920399501
D08,2,0.0964542109339927
D08,1,0.663302032514574
D08,0,0.045676842266272305
D08,4,0.00298677584624224
D16,3,0.7812007053122103
D16,2,0.05813334428751522
D16,1,0.05798039187951273
D16,0,0.19081838289045336
D16,4,0.013566312838340701
D07,3,0.08877893276914116
D07,2,0.13394289984444038
D07,1,0.005517694506963848
D07,0,0.009580656510205336
D07,4,0.009385802134508124
D15,3,0.07432206424868416
D15,2,0.21922251748111346
D15,1,0.9330097748879469
D15,0,0.21515908631200148
D15,4,0.06614987856266633
D06,3,0.0467298769246076
D06,2,0.08193455242290745
D06,1,0.01151041631539969
D06,0,0.09627538081844475
D06,4,0.03388311880318782
D18,3,0.0034551355836217545
D18,2,0.3275562329711207
D18,1,0.1107531342707958
D18,0,0.587025671284159
D18,4,0.01408467668807873
D05,3,0.0159419848323591
D05,2,0.005313244242082498
D05,1,0.009141527871148804
D05,0,0.18912238096346823
D05,4,0.009141902783139026
D17,3,0.04233316806817473
D17,2,0.019988510680821445
D17,1,0.23207496687909013
D17,0,0.11122484335001454
D17,4,0.007548070967542904
D04,3,0.9171402181014512
D04,2,0.12116446600071358
D04,1,0.004714258156840586
D04,0,0.027804494296391
D04,4,0.002821231134564602
D03,3,0.2222535051395685
D03,2,0.008323515726836185
D03,1,0.14804075270374015
D03,0,0.2056308856370211
D03,4,0.027167729213649457
D12,3,0.44547037438692827
D12,2,0.7675177021209915
D12,1,0.006761720259242005
D12,0,0.029672361007435512
D12,4,0.005742295061772707
D02,3,0.03950282067670884
D02,2,0.024701497058538906
D02,1,0.0036013961034215905
D02,0,0.17783666502975573
D02,4,0.004119796513144211
D11,3,0.0015461652564858273
D11,2,0.9042029163415495
D11,1,0.002781729108793512
D11,0,0.003789466054323062
D11,4,0.0014764477150214401
D14,3,0.008434325758642353
D14,2,0.024434149104476655
D14,1,0.08522664090765762
D14,0,0.13074892822376408
D14,4,0.009180540717876887
D01,3,0.006210309816432117
D01,2,0.35187408000683995
D01,1,0.01895455672505074
D01,0,0.0691662071252585
D01,4,0.0032790568487518572
D13,3,9.254114015032835E-4
D13,2,0.005197630934061544
D13,1,0.012691031279184029
D13,0,0.12721765601991988
D13,4,0.003579638370877687
D10,3,0.860505101113711
D10,2,0.14808877778403431
D10,1,0.004695270827351661
D10,0,0.036633801583768756
D10,4,0.011415152488313459
