silver-infovis-topics--userJ.txt,lda_50_0.0001_0.0001,Score
J20,35,0.0016037468283815145
J20,36,0.0024206263319046513
J20,33,0.0026877603947456754
J20,34,0.0013700996835310964
J20,39,0.03110744948087619
J20,37,0.004392499403538645
J20,38,0.07103270067993417
J20,43,0.004833184864258795
J20,42,0.012823268267153711
J20,41,0.003422024579391511
J20,40,0.015414382214472314
J20,22,0.007372546436800091
J20,23,0.0035343485528341583
J20,24,0.009669200317326694
J20,25,0.32004743243315087
J20,26,0.00259902151019129
J20,27,0.06852087891460493
J20,28,0.08078671920944357
J20,29,0.02347513868025173
J20,3,0.0032957599726067847
J20,2,0.002359472715971488
J20,1,0.007321708375179979
J20,0,0.0020022697529945414
J20,30,0.003715427965044037
J20,7,0.02534711173995297
J20,6,0.006198275301516422
J20,32,0.11678692108339482
J20,5,0.001230241924253273
J20,31,0.008008529786975672
J20,4,0.0024709986157865713
J20,9,0.001215381109349714
J20,8,0.0017875060626856756
J20,19,0.005940009358801697
J20,17,0.028756447929832216
J20,18,0.002916748681669861
J20,15,0.001770522825350374
J20,16,0.2288902937767683
J20,13,0.7833129749401139
J20,14,0.00206357467747
J20,11,0.26884627983629145
J20,12,0.5038524834723017
J20,21,0.003240171539467785
J20,20,0.17873184192124575
J20,49,0.012193479564952708
J20,48,0.12671842064556835
J20,45,0.0023286005885369103
J20,44,0.0017289304387414469
J20,47,0.007640648369787942
J20,46,0.004458134648576076
J20,10,0.0058705357046931845
J21,35,0.001930477089351811
J21,36,0.044960297668450944
J21,33,0.0021802021003241275
J21,34,0.001396275145811553
J21,39,0.015643860073563838
J21,37,0.005429553681412159
J21,38,0.002072293483923912
J21,43,0.0024949780126271547
J21,42,0.058015451726574685
J21,41,0.020911134344051525
J21,40,0.005811747360446174
J21,22,0.005253329241968059
J21,23,0.007455525392377467
J21,24,0.007316337869287051
J21,25,0.009972446484899719
J21,26,0.0019563385957504713
J21,27,0.5274504871902613
J21,28,0.6448729469148969
J21,29,0.0019096240090419954
J21,3,0.20311483640117242
J21,2,0.05907119481701683
J21,1,0.0026919472567750523
J21,0,0.002816745329454577
J21,30,0.008861486677518559
J21,7,0.0037000284294991586
J21,6,0.005876010735246573
J21,32,0.03788298567053885
J21,5,0.007087723943192037
J21,31,0.0017987916480853715
J21,4,0.0015591393163464163
J21,9,0.014033601824905269
J21,8,0.0091416361718113
J21,19,0.002483570177497925
J21,17,0.004817270709184353
J21,18,0.00679937539076511
J21,15,0.019324164311046332
J21,16,0.44419257107797805
J21,13,0.21801863488931114
J21,14,0.0014033809130910848
J21,11,0.0061977957469329294
J21,12,0.08969300014865618
J21,21,0.016752517034690297
J21,20,0.06987802675056962
J21,49,0.006248091812215848
J21,48,0.019192982159091265
J21,45,0.00966346046921983
J21,44,0.0020538559937112945
J21,47,0.0033892765079849207
J21,46,0.005018241931731644
J21,10,0.04670828815538455
J22,35,0.25829152456633153
J22,36,0.005289212946883772
J22,33,0.003741147174022156
J22,34,0.002693318659721425
J22,39,0.006402408693593944
J22,37,0.0011755078954288735
J22,38,0.004868504529663095
J22,43,0.0015295520133082488
J22,42,0.002526650296383205
J22,41,0.002530109181397271
J22,40,0.005899394669802062
J22,22,0.015595614168887051
J22,23,0.012560847876713532
J22,24,0.010159245864354285
J22,25,0.002452184870124143
J22,26,4.47631779887131E-4
J22,27,0.0015802060667882908
J22,28,6.777607795164492E-4
J22,29,0.0219156320869356
J22,3,9.527445876610427E-4
J22,2,0.007345125388049654
J22,1,0.6011224745130772
J22,0,9.358276936943416E-4
J22,30,0.0032573684454598566
J22,7,0.001747510831358201
J22,6,0.004450775405518878
J22,32,0.003296671975351532
J22,5,0.0010856950933279836
J22,31,0.004455965612231411
J22,4,0.00221810338712557
J22,9,0.0032005656686453807
