silver-infovis-topics--userG.txt,lda_10_0.01_0.001,Score
G09,3,0.014442346539940367
G09,2,0.002932921985326328
G09,1,0.01053936697965321
G09,0,0.0012375869372245232
G09,7,0.5457490210787781
G09,6,0.0015845782412769638
G09,5,0.059947483539111564
G09,4,9.759716716617405E-4
G09,9,0.05913396676008877
G09,8,0.004138391290159805
G15,3,0.005292533717152073
G15,2,0.07404560925620193
G15,1,0.006851372871423864
G15,0,0.0035296663306987977
G15,7,0.011488467100169365
G15,6,0.010879975851547272
G15,5,0.005581839839407927
G15,4,0.019177631331637125
G15,9,0.004377732818725791
G15,8,0.09140195398830091
G02,3,0.019845351473441533
G02,2,0.12670265108378787
G02,1,0.046326715285399986
G02,0,0.23587531126932193
G02,7,0.11366501677507539
G02,6,0.10348053085478355
G02,5,0.04545462159003545
G02,4,0.9649012425008306
G02,9,0.07236638065575104
G02,8,0.008064293237102069
G14,3,0.16699092368389415
G14,2,0.9857830820269463
G14,1,0.04072422080408855
G14,0,0.0975169129856689
G14,7,0.07735740599528584
G14,6,0.00578678032235566
G14,5,0.01991581942585903
G14,4,0.004746026222646325
G14,9,0.05473292655720671
G14,8,0.006593587850719066
G01,3,0.005681000077309456
G01,2,6.851388118952812E-4
G01,1,0.0011052922878036463
G01,0,0.0011925038527292053
G01,7,0.016468107392562523
G01,6,0.004535416559061887
G01,5,0.007419343779086971
G01,4,0.0016965645333212414
G01,9,0.09080869502584146
G01,8,0.002189764728691179
G04,3,0.007520000354717177
G04,2,0.16169985971418255
G04,1,0.0017215109062111123
G04,0,0.007018388367991345
G04,7,0.0907243927815142
G04,6,0.03828275754509513
G04,5,0.004505320668698442
G04,4,0.14838576323586047
G04,9,0.014182179961502936
G04,8,0.3542703287645978
G13,3,0.007302605372534704
G13,2,0.006383111741678296
G13,1,0.025768795669217255
G13,0,0.006489172506574289
G13,7,0.09958116935419373
G13,6,0.09494015831134277
G13,5,0.01203557721585377
G13,4,0.031336112503894176
G13,9,0.0546426829477773
G13,8,0.1204488394275085
G03,3,0.012676529285434838
G03,2,0.18080671175933144
G03,1,0.044647059668510715
G03,0,0.010183472664601647
G03,7,0.26407356422854467
G03,6,0.8042782162654154
G03,5,0.025621463224582846
G03,4,0.024839607558588397
G03,9,0.11156339751466247
G03,8,0.010521925256891712
G12,3,0.23135322771481054
G12,2,0.0027833285164544693
G12,1,0.004982058761301115
G12,0,0.0023346894021597773
G12,7,0.16176478689499119
G12,6,0.0018382306403281368
G12,5,0.02759022687528384
G12,4,0.0014039686981190684
G12,9,0.11528537727058279
G12,8,0.005535537973137765
G19,3,0.025654019373437767
G19,2,0.005216137762314779
G19,1,0.007582462117190621
G19,0,0.005000349117371363
G19,7,0.18425607135623498
G19,6,0.0022403494984921716
G19,5,0.007824177705060624
G19,4,0.019421841943984296
G19,9,0.20183378476583821
