silver-infovis-topics--userI.txt,lda_20_0.01_0.01,Score
I20,19,0.0026287285789378255
I20,17,0.0017900667073305805
I20,18,0.0010327661953530877
I20,15,0.0021248815867791096
I20,16,6.699362377680869E-4
I20,13,3.362746048212903E-4
I20,14,0.026853499361287152
I20,11,9.302939288204919E-4
I20,12,0.058718120430956845
I20,3,0.0012428044233171204
I20,2,0.0016884897415318338
I20,1,7.756500502953333E-4
I20,10,0.004420950568881438
I20,0,0.001973039573085675
I20,7,0.31638257507589856
I20,6,5.039426513015262E-4
I20,5,0.0010345314368957396
I20,4,0.006285687918484323
I20,9,0.0012444440808274887
I20,8,0.0027913914906641433
I12,19,0.009469176251766201
I12,17,0.02218361831692199
I12,18,0.004322674334161622
I12,15,0.011786733052783846
I12,16,0.014679954881618643
I12,13,0.008959147012568003
I12,14,0.006481242099266461
I12,11,0.00985619946506338
I12,12,0.1505835264530764
I12,3,0.0038405192208100574
I12,2,0.003446377208650669
I12,1,0.015519181846049303
I12,10,0.9559588656440047
I12,0,0.005874519137774881
I12,7,0.3306437517443433
I12,6,0.006599422166300834
I12,5,0.002412248484757026
I12,4,0.01677321948160699
I12,9,0.008651846667964026
I12,8,0.026949431483367297
I13,19,0.0020033777588872215
I13,17,0.0017636522705313216
I13,18,0.4285860790786188
I13,15,0.006208482881916188
I13,16,0.017715517202685063
I13,13,0.0013055083739325383
I13,14,0.003995743345651293
I13,11,0.03244399257492145
I13,12,0.2155770216197915
I13,3,0.006713973183688087
I13,2,0.5626882870099814
I13,1,0.0017682435107064676
I13,10,0.007766771804116953
I13,0,0.0012976626981954615
I13,7,0.008333011053145446
I13,6,0.002848217757029732
I13,5,0.006216617011710608
I13,4,0.04977839825450162
I13,9,0.0023833142863124526
I13,8,0.001669190724005642
I01,19,0.007663951423847302
I01,17,0.09647138717956316
I01,18,0.019405602312971823
I01,15,0.03502002991234351
I01,16,0.68040617704377
I01,13,0.527160410053482
I01,14,0.04238897955674174
I01,11,0.07838655805586109
I01,12,0.023207859448766813
I01,3,0.11613022928921435
I01,2,0.03758860355051005
I01,1,0.018376857594876696
I01,10,0.0035304420166359643
I01,0,0.005052767621140908
I01,7,0.004033774750503466
I01,6,0.010549092999621361
I01,5,0.017028724266896063
I01,4,0.18265027338611295
I01,9,0.22304139873138254
I01,8,0.01253153857063555
I10,19,0.01210098486475027
I10,17,0.02386537549675424
I10,18,0.019720120681374447
I10,15,0.037874042728262176
I10,16,0.0424762386168092
I10,13,0.0633937294405494
I10,14,0.022923371157356764
I10,11,0.008283492783863566
I10,12,0.11023629406317408
I10,3,0.014088385287316473
I10,2,0.03943989451776321
I10,1,0.010148230543810158
I10,10,0.07505759623807853
I10,0,0.004655687676922574
I10,7,0.021161174250865774
I10,6,0.03419524735432884
I10,5,0.8006457701796579
I10,4,0.0045587545038781995
I10,9,0.005111529861816718
I10,8,0.0029627214870720066
I02,19,0.004297658157875527
I02,17,0.0021746090606659307
I02,18,0.006842425963550506
I02,15,0.6686912219794092
