silver-infovis-topics--userG.txt,lda_20_0.01_0.01,Score
G09,19,7.310609079578963E-4
G09,17,0.003170871181193381
G09,18,0.003961609703667412
G09,15,0.0031201860134392498
G09,16,0.00464254641580676
G09,13,0.009982197893656003
G09,14,0.005071559514514728
G09,11,0.7244997520688613
G09,12,0.13608226871689844
G09,3,0.0013780467352476826
G09,2,0.005004724508023393
G09,1,0.012374940921487408
G09,10,0.0027942596975461757
G09,0,0.004049585722441895
G09,7,0.005906524930288255
G09,6,7.55391535470813E-4
G09,5,2.2529799083086205E-4
G09,4,0.0015149550705751593
G09,9,0.003273164333832245
G09,8,0.10761079649851613
G15,19,0.005602127448926771
G15,17,0.002384101585610929
G15,18,0.01670486536814804
G15,15,0.35665290532824256
G15,16,0.019345909116109502
G15,13,0.0016147307207291844
G15,14,0.0031399315982374386
G15,11,0.0028525712273213145
G15,12,0.004884048821960366
G15,3,0.022777876351627216
G15,2,0.003049068305963844
G15,1,0.002068422700145809
G15,10,0.0014936405797984264
G15,0,0.005942405671093249
G15,7,0.0019344129716189272
G15,6,0.24046948011600758
G15,5,1.229088027677254E-4
G15,4,0.0040025929893281525
G15,9,0.0016880158211770803
G15,8,0.935166109233695
G02,19,0.005654725936399387
G02,17,0.030388845423033464
G02,18,0.0046061446204723735
G02,15,0.02971326337388136
G02,16,0.08041891139877705
G02,13,0.9725058798238982
G02,14,0.00418896271923513
G02,11,0.0024161209945643036
G02,12,0.10666425800832152
G02,3,0.01138106371823845
G02,2,0.2233120900332404
G02,1,0.0457505711900458
G02,10,0.027472970321333737
G02,0,0.07139551981703711
G02,7,0.03065041310087025
G02,6,0.005026292857978998
G02,5,0.0303342219435567
G02,4,0.00839325186564998
G02,9,0.006382810400862551
G02,8,0.02648601897393243
G14,19,0.9835092358058407
G14,17,0.003318839120832091
G14,18,0.009629157503872495
G14,15,0.9354568093424651
G14,16,0.00454145055553324
G14,13,0.0015086944632032296
G14,14,0.017336347107899743
G14,11,0.0029091372921236877
G14,12,0.07523004739306248
G14,3,0.0034598715897664195
G14,2,0.08500449817067292
G14,1,0.036292882809198804
G14,10,0.012152082865509017
G14,0,0.6238940900650194
G14,7,0.11316134481997984
G14,6,0.005368921908596199
G14,5,0.0049090228660312275
G14,4,0.012102700628964978
G14,9,0.004100692099874264
G14,8,0.030964505681586405
G01,19,3.5845458311960725E-4
G01,17,0.0013582960059190254
G01,18,0.001860771583400745
G01,15,0.0013916335875909047
G01,16,5.101224948341658E-4
G01,13,4.305448365412441E-4
G01,14,0.002425787498503914
G01,11,0.0017211152870023221
G01,12,0.017776050028355955
G01,3,7.837258334145182E-4
G01,2,8.87494246366265E-4
G01,1,0.0014595451954975112
G01,10,0.005941735936553066
G01,0,0.0011850541878135063
G01,7,0.002072374655558046
G01,6,7.441637458759212E-4
G01,5,0.0027341582535124016
G01,4,0.06475533240530297
G01,9,0.012465134006346653
G01,8,0.003917091367583015
G04,19,0.06784111939210533
G04,17,0.06617300961249911
G04,18,0.40795921660944634
G04,15,0.001174289433962611
G04,16,0.020902057769337207
G04,13,0.06658098893877426
G04,14,0.010253905918478464
G04,11,0.002072794259477205
G04,12,0.061415011547965165
G04,3,0.006984699097091894
G04,2,0.010784197188541319
G04,1,0.0020487970578680873
G04,10,0.005709833634294162
G04,0,0.0029635626886310757
G04,7,0.0031117242779934865
G04,6,0.0015039312531745872
G04,5,0.040130370897458176
G04,4,0.004630038875271146
G04,9,0.004850554398859583
G04,8,0.01226257318604296
G13,19,0.0025041340433812603
G13,17,0.29384740939990706
G13,18,0.1426544755062881
G13,15,0.0017416381779931324
G13,16,9.283969131417396E-4
G13,13,0.0244254806741939
G13,14,0.27363524186569194
G13,11,0.0027593523231993094
G13,12,0.08824665110387184
G13,3,0.0022472823497009828
G13,2,0.002263996551874642
G13,1,0.024743664945787617
G13,10,0.010007599731031113
G13,0,0.0072536934310284545
G13,7,0.0030156550266550153
G13,6,0.009226697904881044
G13,5,0.04506538461223646
G13,4,0.0036099846409254426
G13,9,0.0021413546174459336
G13,8,0.004746898303289283
G03,19,0.001183064811158293
G03,17,0.005645774288962098
G03,18,0.007594578708520238
G03,15,0.16870975327321028
G03,16,0.04715861871064385
G03,13,0.02440917160673295
G03,14,0.004786576372809988
G03,11,0.00856603716789237
G03,12,0.3623412124019548
G03,3,0.0018192598353263167
G03,2,0.01083006381414733
G03,1,0.04050396176101935
G03,10,0.1285497133606478
G03,0,0.15278828372041325
G03,7,0.006508667348245069
G03,6,0.006338728285814689
G03,5,0.8338109078648901
G03,4,0.009805130395097488
G03,9,0.009648410755065786
G03,8,0.0024416909815739526
G12,19,0.011923207257371565
G12,17,0.01731825304128718
G12,18,0.005245210225261942
G12,15,0.0019044014714099974
G12,16,0.005496983470059725
G12,13,6.923023950477854E-4
G12,14,0.10216123650619557
G12,11,0.3498310914405366
G12,12,0.05685133871483578
G12,3,0.0012006523623524043
G12,2,0.00219461981494868
G12,1,0.005210682330850552
G12,10,0.005906761872965154
G12,0,0.021862046482617654
G12,7,0.13161450179663606
G12,6,0.0012638951773336665
G12,5,4.873164145109974E-4
G12,4,0.045312765681177064
G12,9,0.020924210213269286
G12,8,0.0019118099972785685
G19,19,0.0023336500831073977
G19,17,0.004074723692199927
G19,18,0.0635159412470718
G19,15,0.0033150037438005914
G19,16,0.1296707784720471
G19,13,0.003510915402188634
G19,14,0.05174830507242578
G19,11,0.003044033261579312
G19,12,0.14180726842563285
G19,3,0.0029264713633152346
G19,2,0.0037008007688372727
G19,1,0.006057598879874633
G19,10,0.024590301289558778
G19,0,0.016314377167646586
G19,7,0.16407566771446117
G19,6,0.0016222627231823343
G19,5,0.0016688335438008101
G19,4,0.14599976444073537
G19,9,0.00522520670453456
G19,8,0.0025869802704457396
G06,19,4.6906970352173004E-4
G06,17,0.003941080190552826
G06,18,0.03311116915929076
G06,15,0.033058255154529745
G06,16,0.005893757286184986
G06,13,9.62088941651397E-4
G06,14,0.0030591777136714923
G06,11,0.5379886849935246
G06,12,0.040292267518423096
G06,3,0.00109724979789252
