silver-infovis-topics--userC.txt,lda_30_0.01_0.01,Score
C16,19,0.009237715953595663
C16,17,0.0023719997166646504
C16,18,0.008490081279551169
C16,15,0.886951909723866
C16,16,0.004259784279860256
C16,13,0.003401694679016523
C16,14,0.0014648122746726143
C16,11,0.002473425754034018
C16,12,0.0029618097139310715
C16,21,0.0013881752621384073
C16,20,0.0023975892069002035
C16,22,0.003414041113481537
C16,23,0.0017841795361231358
C16,24,0.0031643847071947478
C16,25,0.14518061999870513
C16,26,0.0972288615037653
C16,27,0.07379057303988186
C16,28,0.0015341503232617132
C16,29,0.05048996526648058
C16,3,0.0031943577652452006
C16,2,0.5366866574803992
C16,10,0.0077014712355757756
C16,1,0.0013419396166779287
C16,0,0.7739258563793726
C16,7,0.011330148533063468
C16,6,0.018654992845129413
C16,5,0.02618776083564313
C16,4,0.0029655626718623467
C16,9,0.002399778504566283
C16,8,0.05873211161201512
C07,19,0.0018323091143615756
C07,17,0.09511259329958469
C07,18,0.0026436674310139473
C07,15,0.002022621986147734
C07,16,0.03860412738428447
C07,13,0.05533668311555736
C07,14,0.009498115334344111
C07,11,0.0011839402140277882
C07,12,3.623025365838223E-4
C07,21,0.002357974804388838
C07,20,0.5237325812685982
C07,22,0.005539835534656133
C07,23,0.06417955935735271
C07,24,0.0019840174849730936
C07,25,0.005516248076715617
C07,26,0.003965604650967504
C07,27,0.004445863919295871
C07,28,0.0011338400772071993
C07,29,0.0023608056564090006
C07,3,0.002140386519789905
C07,2,4.4516791177363793E-4
C07,10,0.6050981273523662
C07,1,9.525360956996044E-4
C07,0,6.702732205058505E-4
C07,7,0.0011099403798783675
C07,6,0.0022980101527735526
C07,5,0.015272113161130602
C07,4,0.00277561434794842
C07,9,0.060362178871539114
C07,8,0.13004099901630314
C17,19,0.012751802056608722
C17,17,0.005922109175603717
C17,18,0.0029287493263517273
C17,15,0.0013666192909535307
C17,16,0.002618130262719089
C17,13,0.0020296695208075
C17,14,0.0017704426071756176
C17,11,0.00466400010934196
C17,12,0.0011351974548100907
