silver-infovis-topics--userJ.txt,lda_25_0.01_0.1,Score
J20,19,0.09430216943048474
J20,17,0.025172558433723156
J20,18,0.6908322257540428
J20,15,0.0047865450209378275
J20,16,0.005724288502476841
J20,13,0.12216489995260761
J20,14,0.0050027699956326456
J20,11,0.0034701868460634373
J20,12,0.0035229171676422195
J20,21,0.12630837756400423
J20,20,0.14991446732163244
J20,22,0.00740138124846359
J20,23,0.24467795915847593
J20,24,0.005706613648152775
J20,3,0.0013299269193475663
J20,2,0.0035957209461876267
J20,10,0.005302346974287946
J20,1,0.0062583685693158335
J20,0,0.003630473142555145
J20,7,0.37933389263126305
J20,6,0.02842070500400189
J20,5,0.0039046126628453207
J20,4,0.002225318198801469
J20,9,0.003411831655311559
J20,8,0.023735207483983597
J21,19,0.005494888191047291
J21,17,0.006416298497343171
J21,18,0.029496641783483442
J21,15,0.010398084494326984
J21,16,0.005271540556267002
J21,13,0.004832656542619407
J21,14,0.0018156095027954072
J21,11,0.0068750359036901555
J21,12,0.019473137653659812
J21,21,0.4606227447752089
J21,20,0.007339286129992813
J21,22,0.055388710805998345
J21,23,0.0055899284640335
J21,24,0.15569012184370667
J21,3,0.009920182392009372
J21,2,0.010750829572706282
J21,10,0.014093541942487204
J21,1,0.004485677500766191
J21,0,0.03618033907720592
J21,7,0.09242303976352324
J21,6,0.046901165269343036
J21,5,0.01775926705538361
J21,4,0.09397462916138544
J21,9,0.003635765584390304
J21,8,0.005217111174239291
J22,19,0.0017857395507532886
J22,17,0.006836747967831778
J22,18,0.002543824610699742
J22,15,0.0041142542995464965
J22,16,0.0029742828322942122
J22,13,0.001491177806264701
J22,14,0.7138873530277825
J22,11,0.0220132809047889
J22,12,0.0036356300952568466
J22,21,4.75341771146172E-4
J22,20,0.018342303174439595
J22,22,0.0025995426255151764
J22,23,0.0013202499751739218
J22,24,0.13141771902312913
J22,3,0.0013328443782328339
J22,2,0.0017943003390918785
J22,10,0.00336120135828876
J22,1,0.010822641191569596
J22,0,0.018087124792912895
J22,7,0.03420737328479992
J22,6,0.0020668079253906013
J22,5,0.003986058492565796
J22,4,0.08114866029752048
J22,9,0.0023733528488590777
J22,8,0.022093398748393275
J17,19,0.025856877876982935
J17,17,0.0020009583148783493
J17,18,0.14897762866367195
J17,15,0.0019407792021252472
J17,16,0.004416736879481583
J17,13,9.146598373914206E-4
J17,14,0.0034841724561102956
J17,11,0.002389050202297799
J17,12,0.0065292937842126066
J17,21,0.0037028425854570015
J17,20,0.0013236142314074597
J17,22,0.004280893782723582
J17,23,0.005136000030894983
J17,24,0.10745493175803177
J17,3,0.0014293923880186498
J17,2,0.21707311451759825
J17,10,8.825548901966628E-4
J17,1,0.00344899973801793
J17,0,0.0019875762369411408
J17,7,0.002570169350431343
J17,6,9.104631422760554E-4
J17,5,0.029279707148301748
J17,4,0.0901279646872331
J17,9,0.0032225141400866178
J17,8,7.622530790319815E-4
J08,19,0.008555291944022117
J08,17,0.0016098093441053582
J08,18,0.0013816631536167738
J08,15,0.6040690782584286
J08,16,0.31187537303786217
J08,13,0.006024999654432683
J08,14,6.676354057810858E-4
J08,11,0.002192103288156976
J08,12,3.5406585125479406E-4
J08,21,0.0016605940470459232
J08,20,4.569896335497428E-4
J08,22,0.011219894624713279
J08,23,0.04672005273090926
J08,24,0.001769506394607809
J08,3,0.02158077176829035
J08,2,0.014694851285484926
J08,10,0.001072852045638777
J08,1,0.06661360908659408
J08,0,0.0011590852837791066
J08,7,9.125267596525665E-4
J08,6,8.417667494156823E-4
J08,5,0.24639172114789426
J08,4,0.03735236598310855
J08,9,0.0024976595623206962
J08,8,5.216630779068664E-4
J18,19,0.0024530675849518398
J18,17,0.007542714125662533
J18,18,0.004258624546424379
J18,15,0.0013759787242733428
J18,16,0.0035461153787420133
J18,13,0.004345881000593084
J18,14,0.003852269114607305
J18,11,0.003616398773401017
J18,12,0.004684226374217771
J18,21,7.695691919449545E-4
J18,20,0.0061752129320355635
J18,22,0.6268209928222073
J18,23,0.006324534688170552
J18,24,0.014790016862984085
J18,3,9.64295400713146E-4
J18,2,0.06319792813834749
J18,10,0.0038060320491511072
J18,1,0.0027801349115442395
J18,0,0.0026994473262798337
J18,7,0.003397389257443712
J18,6,0.0012252522637030282
J18,5,0.013249698528480345
J18,4,0.052207881845653704
J18,9,0.0026639085090251497
J18,8,0.0030091614087645203
J09,19,0.003395189095196608
J09,17,0.011729402697157002
J09,18,0.0018547631618303715
J09,15,0.10229883500192828
J09,16,0.003332121900390861
J09,13,0.24000154726922482
J09,14,0.0017053065624337022
J09,11,0.008298002273833687
J09,12,0.001848219147232087
J09,21,0.014789699644742665
J09,20,5.130433568153944E-4
J09,22,0.0020894179549332003
J09,23,0.012224638050675604
J09,24,0.0031629308421150357
J09,3,0.13735278840831472
J09,2,0.006002520772990394
J09,10,0.0016586562100463621
J09,1,0.007433829247194564
J09,0,0.004627866552889897
J09,7,0.003299780689197849
J09,6,0.08045006071479072
J09,5,0.003569854092891654
J09,4,0.001422846715836927
J09,9,0.003295001633460688
J09,8,4.958136391220624E-4
J19,19,0.0017899369466578626
J19,17,0.04302161584232575
J19,18,0.01173651077464773
J19,15,0.0036299888208615344
J19,16,0.08745466385106106
J19,13,0.002542856320366288
J19,14,9.123423255092652E-4
J19,11,0.0031331645401159887
J19,12,0.029414502122051052
J19,21,0.0706954455676554
J19,20,0.0038677857899206114
J19,22,0.04702824905353261
J19,23,0.07597298942171908
J19,24,0.499011875658608
J19,3,0.0016353261852929618
J19,2,0.021966678484808537
J19,10,8.950165250540316E-4
J19,1,0.020538827564128354
J19,0,0.006604958538573826
J19,7,0.03563152460220441
J19,6,0.006879391068264278
J19,5,0.12072069754317614
J19,4,0.3470217075629406
J19,9,0.007258962274934843
J19,8,3.627294109385617E-4
J06,19,0.00383567109139644
J06,17,0.32986190446729796
J06,18,0.002953657692309083
J06,15,0.43735203117014076
J06,16,0.0055574872876651745
J06,13,0.2074723607556574
J06,14,5.01525405868308E-4
J06,11,0.038964726448183
J06,12,0.010135100118242573
J06,21,0.2534284076357256
J06,20,0.0038234843600354683
J06,22,0.329973553480154
J06,23,0.037255876614432866
J06,24,0.003039194580269912
J06,3,0.0015449463714627691
J06,2,0.06983233040423796
J06,10,0.8892800085373525
J06,1,0.6880186759060787
J06,0,0.0025903664457618053
J06,7,0.0250531859274875
J06,6,0.002034109530030855
J06,5,0.008020174718840553
J06,4,0.03925512793460309
J06,9,0.015186760042507878
J06,8,0.0016164070604610277
J07,19,5.148728074451593E-4
J07,17,0.0019540053517680942
J07,18,0.0036882324152491095
J07,15,0.0013544329153481354
J07,16,0.0027797113541888907
J07,13,3.1488476169077206E-4
J07,14,0.001246499918740203
J07,11,0.0013622275884829806
J07,12,5.517972875767205E-4
J07,21,0.0046857078587457185
J07,20,3.024345499200288E-4
J07,22,0.018057202683683424
J07,23,0.0022372204758688025
J07,24,0.0013908814332073333
J07,3,0.001315334489858416
J07,2,0.008276917397023386
J07,10,3.840093621159105E-4
J07,1,0.030949741198904163
J07,0,5.642984688360733E-4
J07,7,8.962420853598379E-4
J07,6,0.027314630952688875
J07,5,0.0027040596423496288
J07,4,0.35986247816765443
J07,9,0.037748707451441675
J07,8,8.500065843686538E-5
J01,19,0.0037367516934571103
J01,17,0.04030680022799097
J01,18,0.037282868442772586
J01,15,0.01502833043397892
J01,16,0.009280069919993025
J01,13,0.009398730364963014
J01,14,0.6760838517243789
J01,11,0.005781165143162363
J01,12,0.015451344540433662
J01,21,0.002866386045987118
J01,20,0.08592620211602575
J01,22,0.0690149447994708
J01,23,0.003298351856627632
J01,24,0.011802624356492698
J01,3,0.0027331055545046865
J01,2,0.19587863022842894
J01,10,0.022148376701551772
J01,1,0.01655087595169922
J01,0,0.005061816505653034
J01,7,0.009044250953829068
J01,6,0.009621822065461813
J01,5,0.016754332197529528
J01,4,0.14403918565355503
J01,9,0.003575335704550904
J01,8,0.9841129664898419
J10,19,0.010359319437574155
J10,17,0.00465240093640081
J10,18,0.10752962386385621
J10,15,0.0031170916611024573
J10,16,0.03395338073806765
J10,13,0.41427124285905154
J10,14,0.0021608283337120845
J10,11,0.06406892813865195
J10,12,0.01559122698059743
J10,21,0.012400174879289997
J10,20,0.0036029243674482684
J10,22,0.0027848914513261534
J10,23,0.2549269569387256
J10,24,0.003647200160644799
J10,3,0.1896925412691345
J10,2,0.039868738614137644
J10,10,0.0019896166225847035
J10,1,0.023700507508183366
J10,0,0.00505614205937306
J10,7,0.004564186211908072
J10,6,0.11175843983078915
J10,5,0.003503191970690188
J10,4,0.0027979328168527464
J10,9,0.002609408030077908
J10,8,0.19044341738110993
J12,19,0.007925226711698935
J12,17,0.0017570621183226256
J12,18,0.0012342448480683554
J12,15,0.001679974485402751
J12,16,0.002411353873575714
J12,13,0.23536496706183305
J12,14,0.002413729896148913
J12,11,4.507811349302198E-4
J12,12,2.4452178926114877E-4
J12,21,2.0015657256128514E-4
J12,20,3.1055594132713463E-4
J12,22,0.001538891256096325
J12,23,0.0016361907321915572
J12,24,0.0014639286064932835
J12,3,6.483035798919318E-4
J12,2,0.0014400159075725989
J12,10,7.899393035665513E-4
J12,1,0.3052349699117044
J12,0,0.005586174051039923
J12,7,0.0017281417274458686
J12,6,6.079351299373403E-4
J12,5,0.001420913272147224
J12,4,8.477686252738484E-4
J12,9,0.0018722997203921411
J12,8,7.369885476454878E-4
J11,19,0.16677630746700742
J11,17,0.005149437111806571
J11,18,0.002688690892059663
J11,15,0.0026248062354957886
J11,16,0.005750850386402091
J11,13,0.001232732465903401
J11,14,0.002593974226530966
J11,11,0.006190321810414253
J11,12,5.690973936915895E-4
J11,21,0.0012259517432344788
J11,20,8.463264359037665E-4
J11,22,0.0015919327088298107
J11,23,0.2627972436387325
J11,24,0.005280996934327877
J11,3,0.10134774372947344
J11,2,0.0017627781319948582
J11,10,0.0014964756076292953
J11,1,0.002963379078063706
J11,0,0.0016750648353805711
J11,7,0.1493128984599892
J11,6,0.4738665230648039
J11,5,0.0017881953910528587
J11,4,0.0054203040769081915
J11,9,0.01715595110794933
J11,8,6.970722853591487E-4
J14,19,0.0037647066855016225
J14,17,0.09877969146621009
J14,18,0.06176845228151885
J14,15,0.004847981374119205
J14,16,0.006092664623623849
J14,13,0.002133516492094239
J14,14,0.027191805317916484
J14,11,0.03512442053511353
J14,12,0.004068127583651407
J14,21,0.01332537511897432
J14,20,0.0016547546305404515
J14,22,0.00694216389263265
J14,23,0.5960724698962533
J14,24,0.013494420350852855
J14,3,0.021642403921447177
J14,2,0.44992455206202875
J14,10,0.009419100391710709
J14,1,0.013843809080891762
J14,0,0.007817738380597555
J14,7,0.028120188298620324
J14,6,0.010518550773559586
J14,5,0.017252567573153334
J14,4,0.16922569393091344
J14,9,0.22218916388811308
J14,8,0.005242597647475783
J05,19,0.0054363548235968895
J05,17,0.3196978601702946
J05,18,0.008741090284880616
J05,15,0.010164530400074614
J05,16,0.006691303938940713
J05,13,0.12193822529059839
J05,14,0.0010044608850974753
J05,11,0.9106338989218664
J05,12,0.019931332257612427
J05,21,0.0022940087260457246
J05,20,0.0030652704227382586
J05,22,0.005970098670984673
J05,23,0.06977428149958392
J05,24,0.016710175958393515
J05,3,0.0015171494845082774
J05,2,0.14696372832996016
J05,10,0.005165268245376475
J05,1,0.026219577956140366
J05,0,0.2670735747734449
J05,7,0.07036597816129168
J05,6,0.03384931891483593
J05,5,0.005232489983293809
J05,4,0.05125375184341177
J05,9,0.0032116662462867446
J05,8,0.0023907794942006756
J04,19,0.004602640080400092
J04,17,0.0023510477815277967
J04,18,0.005958335200730067
J04,15,0.08518244126336953
J04,16,0.003974308135680742
J04,13,0.028331382970614397
J04,14,0.11358823508110506
J04,11,0.02022238379515628
J04,12,0.012116277752105272
J04,21,0.0017112876779252799
J04,20,0.0015969351883849431
J04,22,0.0028485516150467435
J04,23,0.02517099361796158
J04,24,0.01460867466754337
J04,3,0.9601304203181654
J04,2,0.12562222015008967
J04,10,0.0018984395178020248
J04,1,0.003181560140958929
J04,0,0.004929502076675469
J04,7,0.09049950022322004
J04,6,0.012256763542946834
J04,5,0.011714324781459758
J04,4,0.11450923522251212
J04,9,0.0027486655126103252
J04,8,0.006145060250574666
J13,19,0.016930305586572693
J13,17,0.5481160425605568
J13,18,0.0027982464868163766
J13,15,0.014111650776181317
J13,16,0.17571853771865814
J13,13,0.002611562173314289
J13,14,0.00788439330852777
J13,11,0.004185348191262077
J13,12,0.005166836221153984
J13,21,0.01337588948137334
J13,20,0.005730484179610159
J13,22,0.01564721451558971
J13,23,0.02862709133814527
J13,24,0.22049114730832614
J13,3,0.0014265535504183226
J13,2,0.10036172362577235
J13,10,0.030590558418549796
J13,1,0.026453494901422816
J13,0,0.0016722287957367115
J13,7,0.008487472672166532
J13,6,0.007012699970355745
J13,5,0.42597501297273566
J13,4,0.15873928172964719
J13,9,0.002170462259487596
J13,8,0.005534770275757162
J16,19,0.00887432760122002
J16,17,0.0019945527417012127
J16,18,0.4784176915879159
J16,15,0.0017304200934130554
J16,16,0.014284488343974468
J16,13,0.005583592748724891
J16,14,0.0025082442398838
J16,11,0.20655437929423426
J16,12,0.014313969748470375
J16,21,0.005296634359928402
J16,20,0.002221264867564803
J16,22,0.20191162076342214
J16,23,0.003316549826764367
J16,24,0.5230943409685178
J16,3,0.00144854651839341
J16,2,0.008129363573053142
J16,10,0.00840557535802083
J16,1,0.13184352458594056
J16,0,0.6169542656149086
J16,7,0.034455373980970504
J16,6,0.007977777158110613
J16,5,0.004090204325416906
J16,4,0.004786998089767194
J16,9,0.007975238031708198
J16,8,0.002648680715049368
J03,19,0.010746027072260822
J03,17,0.12013241971934203
J03,18,0.029594314313323565
J03,15,0.10164754383309976
J03,16,0.024928263608507105
J03,13,0.886965573078617
J03,14,0.10173723229433847
J03,11,0.08482519733366736
J03,12,0.048208296816845554
J03,21,0.04759487235539305
J03,20,0.007148338621798964
J03,22,0.0065788977433902905
J03,23,0.14966449705697443
J03,24,0.007115952511144929
J03,3,0.0021408665789253135
J03,2,0.25183480067351355
J03,10,0.020664536467389492
J03,1,0.012160476105851761
J03,0,0.03735415261866625
J03,7,0.0031001276185425495
J03,6,0.012809177177860087
J03,5,0.010318097418229167
J03,4,0.10818423331184099
J03,9,0.005156694534488942
J03,8,0.00906872742143096
J15,19,0.005460153634539461
J15,17,0.02519720803469212
J15,18,0.0016532111951452842
J15,15,0.001282105635719549
J15,16,0.005086864536488594
J15,13,0.0012975568371474643
J15,14,5.778680494303096E-4
J15,11,0.0013573925356339235
J15,12,0.001451918802707748
J15,21,0.0020638461438969506
J15,20,3.431342403149806E-4
J15,22,0.046170280212900906
J15,23,0.004541805720194634
J15,24,0.17038708112810766
J15,3,0.0018517928849655675
J15,2,0.031110244355920108
J15,10,0.0012317899108413898
J15,1,0.12184435093399487
J15,0,0.002289165930379188
J15,7,0.00541885392981035
J15,6,0.0018193032174138506
J15,5,0.006773625588468549
J15,4,0.04839575835344364
J15,9,0.07384524039104857
J15,8,6.684610127539948E-4
J02,19,0.004973388305712676
J02,17,0.005294701111706106
J02,18,0.02173003700439548
J02,15,0.05585664683287189
J02,16,0.005826490294712967
J02,13,0.006492497397582012
J02,14,0.039513498296189116
J02,11,0.0026441199256849704
J02,12,0.01411730204825266
J02,21,0.0035130674056764294
J02,20,0.9775056936614569
J02,22,0.027394377988463357
J02,23,0.0042654453985123434
J02,24,0.0058748904736801175
J02,3,0.003924273041133382
J02,2,0.15447004480434195
J02,10,0.0024565281750029205
J02,1,0.013255233165684029
