silver-infovis-topics--userC.txt,lda_5_0.0001_0.0001,Score
C16,3,0.20553071482533067
C16,2,0.4247854645483888
C16,1,0.7124246158498074
C16,0,0.008213262393713252
C16,4,0.022630277147849705
C07,3,0.6651801423373386
C07,2,0.00980606909373431
C07,1,0.013885781695022368
C07,0,0.012053300141259072
C07,4,0.058976083060636515
C17,3,0.37570072605450866
C17,2,0.008251833708185542
C17,1,0.016385664185425742
C17,0,0.01693122509130355
C17,4,0.5252500745582172
C08,3,0.009525442916912657
C08,2,0.8119203574867533
C08,1,0.4647084517479373
C08,0,0.003856991128564298
C08,4,0.9171596339420381
C18,3,0.17310399508616514
C18,2,0.012055398461503936
C18,1,0.0010402721328165092
C18,0,0.006756492556602869
C18,4,0.09703953849164597
C05,3,0.22136720928466536
C05,2,0.00261980226402144
C05,1,0.004801123390905608
C05,0,0.010165700497464321
C05,4,0.31165309995832247
C19,3,0.332922638822466
C19,2,0.0031134175529558936
C19,1,0.004104575065887951
C19,0,0.00726785832671521
C19,4,0.017087010854314497
C06,3,0.019717704023162325
C06,2,0.013851584602641511
C06,1,0.4591230776418989
C06,0,0.009934650363698902
C06,4,0.6353501603090288
C09,3,0.028426561513973506
C09,2,0.005082577489778615
C09,1,0.007042925250762556
C09,0,0.009709353606960276
C09,4,0.920982291096057
C10,3,0.06497255479620492
C10,2,0.28470631592048745
C10,1,0.021562189270412934
C10,0,0.03779962430800135
C10,4,0.04741561133727076
C11,3,0.02529374159804409
C11,2,0.2662297710449256
C11,1,0.5594567976366399
C11,0,0.03257097200224513
C11,4,0.05960329130968828
C03,3,0.009948070522412481
C03,2,0.16230583655452596
C03,1,0.985101644340821
C03,0,0.0012119344633373253
C03,4,0.13558200231321943
C12,3,0.1653836858963805
C12,2,0.2388304432448461
C12,1,0.003019822585636952
C12,0,4.7626631749365917E-4
C12,4,0.11741493219119116
C04,3,0.01698090896902896
C04,2,0.031394693582185385
C04,1,0.9368386325672803
C04,0,0.0359255379804683
C04,4,0.19720557102822953
C13,3,0.48996443564626635
C13,2,0.011769593619391868
C13,1,0.0021331571114892645
C13,0,0.0018495786726040186
C13,4,0.009086723612053902
C14,3,0.010769901976503345
C14,2,0.001648442665652626
C14,1,6.288427824596041E-4
C14,0,0.0014491304438924674
C14,4,0.14897018488823238
C01,3,0.005795563809135198
C01,2,0.6001757605875682
C01,1,0.4017125657383383
C01,0,0.0010432327532151127
C01,4,0.05827528587294838
C20,3,0.42068972130884613
C20,2,0.24447661310787508
C20,1,0.0015513994594281181
C20,0,0.010009276977828949
C20,4,0.006904753738629422
C15,3,0.011824125741309097
C15,2,0.005145968997609503
C15,1,0.015523216874364974
C15,0,7.145788408875212E-4
C15,4,0.05530863728479525
C02,3,0.016525708140361597
C02,2,0.8828615409128272
C02,1,0.0066971448370061635
C02,0,0.010178206116117831
C02,4,0.0051319165468890465
