silver-infovis-topics--userH.txt,lda_5_0.001_0.1,Score
H09,3,0.1079145957110696
H09,2,0.02426707645758717
H09,1,0.010685270398337745
H09,0,0.28235213089365024
H09,4,0.04230229440124689
H08,3,0.0014000996528537979
H08,2,0.009954935344614916
H08,1,0.08399189699685569
H08,0,0.0794598558818432
H08,4,0.0066099243052997955
H19,3,0.012404014698676653
H19,2,0.4770945122977543
H19,1,0.007300555797826704
H19,0,0.0034410278510583875
H19,4,0.03511020053021375
H17,3,0.004261883783803101
H17,2,0.016749659868472152
H17,1,0.040987356968115014
H17,0,0.3316323060092508
H17,4,0.043194278154073076
H04,3,0.8459519782652508
H04,2,0.551953032747603
H04,1,0.004947831339957158
H04,0,0.13332563223983124
H04,4,0.012220558584867496
H18,3,0.004892484323369854
H18,2,0.022026326109652966
H18,1,0.1005534543056133
H18,0,0.08058673527791071
H18,4,0.01856578944106342
H05,3,0.17858314253865434
H05,2,0.03274302561830745
H05,1,0.0042954891845111715
H05,0,0.23639719124250855
H05,4,0.014079917060023244
H15,3,0.1735789008524584
H15,2,0.20899504061203159
H15,1,0.00952708159998945
H15,0,0.0028615019155513953
H15,4,0.006648322307137238
H06,3,0.010280287310792625
H06,2,0.47519304550161023
H06,1,0.03797905445198829
H06,0,0.028996194575576024
H06,4,0.004989835084582262
H16,3,0.07117865908398018
H16,2,0.08524293722255902
H16,1,0.9083593889846064
H16,0,0.15430532841665032
H16,4,0.06602377988510248
H07,3,0.03848691305405442
H07,2,0.09806121216619806
H07,1,0.07671956382721769
H07,0,0.6328048631710919
H07,4,0.01765411472532131
H13,3,0.009529608844569253
H13,2,0.23467919162925113
H13,1,0.05244522223828029
H13,0,0.7241134129707661
H13,4,0.007172420618710119
H14,3,7.557597895278412E-4
H14,2,0.5546332224443367
H14,1,0.1337484648739739
H14,0,0.0011062704761845552
H14,4,0.0018807001539282054
H01,3,0.9596283100547679
H01,2,0.03676004592811129
H01,1,0.028156778904635044
H01,0,0.15726330286315773
H01,4,0.01505964100348672
H21,3,0.009726851177923697
H21,2,0.07231451176369158
H21,1,0.002860454529049311
H21,0,0.07494484639309053
H21,4,0.002270890250863307
H02,3,0.004243300588535275
H02,2,0.17521462409384
H02,1,0.8810620190515773
H02,0,0.15385025848227324
H02,4,0.014502692807362539
H11,3,0.00116468921911547
H11,2,0.04140380904924805
H11,1,0.013433878383019284
H11,0,0.1671344857763427
H11,4,0.0053300105281343145
H20,3,0.053192528483784134
H20,2,0.04867181904579293
H20,1,0.007398652419638146
H20,0,0.06052761411814494
H20,4,0.017700656994378075
H03,3,0.08210960874262486
H03,2,0.031221922767814887
H03,1,0.005872477542416575
H03,0,0.11012842615349919
H03,4,0.03210199596052481
H12,3,0.027731766262030604
H12,2,0.4347551814916286
H12,1,0.07699067206078299
H12,0,0.1279278927503228
H12,4,0.006753357139205359
H10,3,0.006137951681666045
H10,2,0.022146193181493096
H10,1,0.6059839545524803
H10,0,0.07223282241039293
H10,4,0.006404194005991331
