silver-infovis-topics--userB.txt,lda_50_0.01_0.01,Score
B19,35,0.0014600552468248622
B19,36,0.002225292689845353
B19,33,6.58025950638678E-4
B19,34,8.310524010263506E-4
B19,39,2.3214933380029E-4
B19,37,5.838196867314397E-4
B19,38,0.0017551972294594703
B19,43,2.4739331253709895E-4
B19,42,9.13243694989511E-4
B19,41,0.8934156926543902
B19,40,8.316449043236739E-4
B19,22,4.552852603246236E-4
B19,23,0.054940085043302195
B19,24,6.820527231451096E-4
B19,25,0.04494636036531794
B19,26,0.0010112174364116564
B19,27,0.06302220002325785
B19,28,0.007403513767980537
B19,29,7.940460065941297E-4
B19,3,0.001642226185504321
B19,2,0.0024712229249923964
B19,1,7.310679491369671E-4
B19,0,0.00219533878874507
B19,30,0.007773926075596979
B19,7,0.1621997841731769
B19,6,0.001091542184379323
B19,32,8.503935341480947E-4
B19,5,0.003794440844622935
B19,31,0.0015270226774552042
B19,4,6.53804464013712E-4
B19,9,9.872842447864842E-4
B19,8,8.565928131989687E-4
B19,19,9.670455236392053E-4
B19,17,5.588692266393125E-4
B19,18,0.21073186079333306
B19,15,0.0010885591093758183
B19,16,0.0028356964530002866
B19,13,2.3473013046982122E-4
B19,14,3.708671751894836E-4
B19,11,0.0015255056414203536
B19,12,3.1174743061095664E-4
B19,21,3.4928165273809286E-4
B19,20,0.0055409694605937174
B19,49,0.5274319943420441
B19,48,0.0017691276984664586
B19,45,3.797369427231786E-4
B19,44,2.631967380839531E-4
B19,47,0.0014751731171963735
B19,46,0.02613623790951138
B19,10,9.616294639999945E-4
B06,35,0.004651855742827065
B06,36,0.0015036005087325746
B06,33,0.0013394598315118978
B06,34,0.0030997190131484506
B06,39,5.658061358566751E-4
B06,37,0.014122136372859233
B06,38,0.002993762732964505
B06,43,0.015068235836776066
B06,42,0.00878698503767502
B06,41,0.003200645805357487
B06,40,8.454116788443024E-4
B06,22,0.13529585813274012
B06,23,0.13847814008902445
B06,24,0.02599535774934002
B06,25,0.26313427114719734
B06,26,0.10014942909008732
B06,27,0.001791365763472692
B06,28,0.3543259247414945
B06,29,9.156747825081893E-4
B06,3,0.001927769829080308
B06,2,0.1266992539768523
B06,1,7.266273225573395E-4
B06,0,0.003839501214194768
B06,30,0.0035221007483704206
B06,7,0.00368373194294512
B06,6,0.0014864145616921053
B06,32,0.001046945768436819
B06,5,0.5947279146836163
B06,31,0.0016459800666128515
B06,4,4.6599275780393574E-4
B06,9,0.160061929176351
B06,8,0.0021072397379750915
B06,19,9.940344812370274E-4
B06,17,0.0029158229521614766
B06,18,0.003197658523719889
B06,15,0.0037829358558475034
B06,16,8.842551519824078E-4
B06,13,0.03438691108553172
B06,14,6.605475133340216E-4
B06,11,0.003597606218414035
B06,12,8.475765891361522E-4
B06,21,6.204323668436587E-4
B06,20,0.06714861132120566
B06,49,0.0032532139329090478
B06,48,0.11288456639811055
B06,45,3.9681878214732267E-4
B06,44,0.0017364531635552351
B06,47,0.2595903148294517
B06,46,0.039845140629972235
B06,10,9.419180591334914E-4
B07,35,0.0027805019509751826
B07,36,0.001507917157151816
B07,33,0.0022622763257865697
B07,34,0.0013233528723448683
B07,39,0.287718716443681
B07,37,0.001096082601102514
B07,38,0.002929920984929168
B07,43,0.030865163156921838
B07,42,4.596645952233524E-4
B07,41,0.0022649672414255485
B07,40,0.0013096211389141733
B07,22,0.0014964336930912536
B07,23,0.1350749281931838
B07,24,0.04439898155182929
B07,25,0.11694232067734908
B07,26,0.001128045733514976
B07,27,0.001526002165770812
B07,28,0.02325292149288845
B07,29,0.0017811160874051178
B07,3,0.0020480744011190776
B07,2,0.0015088293986827948
B07,1,0.0015015491190533319
B07,0,0.038720595138290605
