silver-infovis-topics--userD.txt,lda_10_0.01_0.001,Score
D20,3,0.014382391874373096
D20,2,0.04521755466278716
D20,1,0.018825780053257392
D20,0,0.018108910199355767
D20,7,0.050522562164949596
D20,6,0.0037254342700873216
D20,5,0.007468101378672357
D20,4,0.015486174589053346
D20,9,0.0026065577724042424
D20,8,0.4787786689209588
D19,3,0.044671511889438006
D19,2,0.00601855389452561
D19,1,0.0030245390378553687
D19,0,0.015343512220619018
D19,7,0.0018170443976005337
D19,6,6.863809379223127E-4
D19,5,0.5330546630477782
D19,4,0.007733629238153268
D19,9,0.0017115574335846088
D19,8,0.0019385712087086084
D09,3,0.04940956438665021
D09,2,0.05597591403439185
D09,1,0.010835759353325944
D09,0,0.024163600803230774
D09,7,0.09648420284231414
D09,6,0.06337129563456043
D09,5,0.8725759990302184
D09,4,0.012589373334245833
D09,9,0.05329386200644017
D09,8,0.008693810664033158
D08,3,0.22012584642759364
D08,2,0.5386905620842666
D08,1,0.0018818578924492475
D08,0,0.03438514693442778
D08,7,0.11349994206790591
D08,6,0.14159617879791214
D08,5,0.0803381631914899
D08,4,0.29089822119729836
D08,9,0.08523775729746898
D08,8,0.004658784732929986
D16,3,0.28962776901667714
D16,2,0.01824269519010792
D16,1,0.010429176286315919
D16,0,0.07688805406424064
D16,7,0.2154315339232526
D16,6,0.8062138138264541
D16,5,0.08180766449243053
D16,4,0.298165052160537
D16,9,0.11191329314079568
D16,8,0.007246169441585545
D07,3,0.06108332495573282
D07,2,0.025325022301794946
D07,1,0.01056642745170473
D07,0,0.00278310134979711
D07,7,0.005148954594304739
D07,6,0.0037860326309180218
D07,5,0.002863245031194397
D07,4,0.019209790852367507
D07,9,0.0416417904152731
D07,8,0.0802082030167863
D15,3,0.1525123546684331
D15,2,0.9633203344247834
D15,1,0.056542293724422966
D15,0,0.15808825061231002
D15,7,0.32074031007856846
D15,6,0.007425752825435851
D15,5,0.04279184534271365
D15,4,0.022616413516200716
D15,9,0.10973895832488509
D15,8,0.01156542021104652
D06,3,0.024098315367644393
D06,2,0.013318820279804015
D06,1,0.010469604244009806
D06,0,0.9044418597669972
D06,7,0.10854653503652247
D06,6,0.03679282375776351
D06,5,0.17852480367442355
D06,4,0.01204807308199686
D06,9,0.08135079086353694
D06,8,0.008526924220739482
D18,3,0.48074480560472543
D18,2,0.017590238159745083
D18,1,0.018020250242940555
D18,0,0.003264705990405298
D18,7,0.7901434267909443
D18,6,0.010297687398775868
D18,5,0.10355805427705897
D18,4,0.006873072018779066
D18,9,0.13955194737911567
D18,8,0.2074011750647938
D05,3,0.2935231605139933
D05,2,0.002941391333902715
D05,1,0.008748598302522803
D05,0,0.008388528424122205
D05,7,0.1628704760783157
D05,6,0.018665882911028542
D05,5,0.01516258092986043
D05,4,0.004904478378327496
D05,9,0.17910343899977482
D05,8,0.0031872277399362095
D17,3,0.011418415450619088
D17,2,0.11775702396536479
D17,1,0.010751354467463869
D17,0,0.01880543859888961
D17,7,0.08180956369832612
D17,6,0.01417559434351235
D17,5,0.014235598423494802
D17,4,0.006023314240812613
D17,9,0.03992011420476385
D17,8,0.015064104835340045
D04,3,0.00897259113078715
D04,2,0.11169382311741277
D04,1,0.0019725363217528453
D04,0,0.0580800716405445
D04,7,0.05921796292329798
D04,6,0.9074428834063644
D04,5,0.11120885045798697
D04,4,0.2575069872491451
D04,9,0.01998436023100816
D04,8,0.013953020740001399
D03,3,0.40976991578114413
D03,2,0.14269826834982233
D03,1,0.026715390266712626
D03,0,0.08730145230247557
D03,7,0.16817449537893583
D03,6,0.23179794215461094
D03,5,0.0048408220503179614
D03,4,0.004428217526314195
D03,9,0.08168874198605144
D03,8,0.003787869729434071
D12,3,0.0056675619144967194
D12,2,0.06335366857238578
D12,1,0.003891882966575489
D12,0,0.04954761279186379
D12,7,0.04945620578171296
D12,6,0.11518195331467128
D12,5,0.010549419316933447
D12,4,0.8942935273942967
D12,9,0.011168641659480958
D12,8,0.0053655303356107435
D02,3,0.09111438821294673
D02,2,0.00612440852819747
D02,1,0.004881156498832929
D02,0,0.0022069367800696695
D02,7,0.17524568723289313
D02,6,0.03711686549391534
D02,5,0.006561511198586851
D02,4,0.00150936512986831
D02,9,0.15737496574418708
D02,8,0.0075522651878729505
D11,3,0.1678600061764457
D11,2,0.03740824701982628
D11,1,4.824809438324961E-4
D11,0,0.1342191914991158
D11,7,0.0037195622727580176
D11,6,0.01123798623859432
D11,5,0.008253692985781824
D11,4,0.006541300379709792
D11,9,0.0070650496968895195
D11,8,0.8880437001876688
D14,3,0.02191601048717342
D14,2,0.020167748433055206
D14,1,0.008616778156606159
D14,0,0.0040018880702126485
D14,7,0.0727963825666308
D14,6,0.0074288974215509515
D14,5,0.018638426788912164
D14,4,0.0037925402077891913
D14,9,0.3165298774046115
D14,8,0.01249342079843587
D01,3,0.006246083801291748
D01,2,0.11194295968543587
D01,1,0.002210300061858623
D01,0,0.003042343911336006
D01,7,0.10960989796844041
D01,6,0.0012499375245134457
D01,5,0.01512881549800273
D01,4,0.0333868420496214
D01,9,0.10195453546751411
D01,8,0.2443022647006177
D13,3,0.09898823870960285
D13,2,0.008214008662321996
D13,1,0.0035352783960730565
D13,0,0.0012405706234590978
D13,7,0.1995284795562733
D13,6,0.0012275821041291045
D13,5,0.006944217821638502
D13,4,0.006651852548409967
D13,9,0.0676126365032692
D13,8,0.0032786945383836037
D10,3,0.008730370332559995
D10,2,0.029969481492653795
D10,1,0.008732989099033863
D10,0,0.0750790650869886
D10,7,0.07225507486829952
D10,6,0.2955243728202749
D10,5,0.02782214077302348
D10,4,0.9653577659531198
D10,9,0.01532421258349284
D10,8,0.01692538717977126
