silver-infovis-topics--userB.txt,lda_10_0.01_0.001,Score
B19,3,0.003368020599306167
B19,2,0.0030527156898323368
B19,1,0.005245589399513785
B19,0,0.020463057586752265
B19,7,0.09618135833532661
B19,6,5.819841805617235E-4
B19,5,0.6738891913744623
B19,4,0.0018164066953239482
B19,9,0.026099280002608194
B19,8,0.0018425936892826364
B06,3,0.25399654137052896
B06,2,0.10303920681592867
B06,1,0.005020340178492417
B06,0,0.052202564501912026
B06,7,0.3601392862517842
B06,6,0.0026018964516152693
B06,5,0.0037455282229114963
B06,4,0.10370508382995733
B06,9,0.05381594542126617
B06,8,0.004567925715278031
B07,3,0.010123991571443874
B07,2,0.011176447975401472
B07,1,0.012216195570277581
B07,0,0.015214737980020264
B07,7,0.12661979131386797
B07,6,0.30182457632087284
B07,5,0.1149252626861471
B07,4,0.978892047522397
B07,9,0.06840592531076152
B07,8,0.00841229024372689
B17,3,0.012658480047121327
B17,2,0.003604438847352038
B17,1,0.005113401795986612
B17,0,0.11194542342475257
B17,7,0.013718413523693665
B17,6,0.12819623011438558
B17,5,0.004836659115566428
B17,4,0.5260701739484406
B17,9,0.4538898792317482
B17,8,0.010732759343621027
B08,3,0.07570497165366127
B08,2,0.014268197567642195
B08,1,0.026615937175397352
B08,0,0.037590066760866146
B08,7,0.2202329872893647
B08,6,0.9849864960621136
B08,5,0.04543475720787511
B08,4,0.3138521708311486
B08,9,0.14276854364551997
B08,8,0.04590861263814411
B18,3,0.6143126457837113
B18,2,0.005579903236984771
B18,1,0.006160663053823713
B18,0,0.0020767870442904997
B18,7,0.04892280859942778
B18,6,0.10467284708673183
B18,5,0.010508615346115075
B18,4,0.009573723533755645
B18,9,0.45560383981026736
B18,8,0.008200202883740577
B09,3,0.138211053216871
B09,2,0.014365280305701783
B09,1,0.014508156446617444
B09,0,0.0026788635364439297
B09,7,0.12754467673914588
B09,6,0.009443254662260318
B09,5,0.9359056735773977
B09,4,0.00997691355616369
B09,9,0.07901268264232045
B09,8,0.014562664100373103
B11,3,0.3458227667065278
B11,2,0.6099247632962309
B11,1,0.012920584825173154
B11,0,0.008894845432185031
B11,7,0.13436909176271697
B11,6,0.007831720021000275
B11,5,0.05509992402045782
B11,4,0.052743838471297017
B11,9,0.07944577595470392
B11,8,0.13421682260261494
B12,3,0.0713826903035501
B12,2,0.01889840928527346
B12,1,0.0027553483912026748
B12,0,0.970565545367528
B12,7,0.008217532881716939
B12,6,0.004086575401964803
