silver-infovis-topics--userJ.txt,lda_20_0.0001_0.1,Score
J20,19,0.005828538720678345
J20,17,0.014232310653069844
J20,18,0.09292709055561897
J20,15,0.00541253346124798
J20,16,0.010174164416343731
J20,13,0.012609249805008925
J20,14,0.0029511853995260935
J20,11,0.025515409157784687
J20,12,0.004526081296120887
J20,3,0.8539416954234945
J20,2,0.05380792454392555
J20,1,0.0032168321761612832
J20,10,0.16551971548877814
J20,0,0.39508567217444746
J20,7,0.018006376456997448
J20,6,0.010582243623929864
J20,5,0.006626772698276553
J20,4,0.0025369734700076037
J20,9,0.1648108810533572
J20,8,0.05277107803355941
J21,19,0.18910193409125864
J21,17,0.003689738292187516
J21,18,0.011271905706846143
J21,15,0.025817315219442534
J21,16,0.4707810510597235
J21,13,0.011811988143235693
J21,14,0.056965910180957625
J21,11,0.00905539358421205
J21,12,0.0210822238602044
J21,3,0.06728461012790732
J21,2,0.007139716397267377
J21,1,0.01749230334430538
J21,10,0.12465740265874645
J21,0,0.09407626198479616
J21,7,0.018909062465208723
J21,6,0.0031059279914896327
J21,5,0.04252237742826587
J21,4,0.11630990127062364
J21,9,0.03570477345967588
J21,8,0.06395683541709114
J22,19,0.004913478370561936
J22,17,0.003416744025283753
J22,18,0.004509121681089173
J22,15,0.651577259467067
J22,16,0.00455266446787327
J22,13,0.010814895386698482
J22,14,0.011636005215548473
J22,11,0.024156679445372625
J22,12,0.013091154178825047
J22,3,0.036250314044876004
J22,2,0.04724457680467885
J22,1,0.00416226321571077
J22,10,0.003764015173126704
J22,0,0.004084046641050875
J22,7,0.024652834602470374
J22,6,0.011891749538631027
J22,5,0.004293149460403385
J22,4,0.008469408301194982
J22,9,0.04330249292439012
J22,8,0.008495826911393367
J17,19,0.08620190980003488
J17,17,0.0015899350548483951
J17,18,0.0011468193215051832
J17,15,0.004671370418522818
J17,16,0.003420336019993513
J17,13,0.4677100638259373
J17,14,0.07691454695837763
J17,11,4.802885177537894E-4
J17,12,0.007484973473367364
J17,3,0.13017046191259174
J17,2,0.002275955317228476
J17,1,0.0077674454264702025
J17,10,0.0019329864207705291
J17,0,0.01688487553514467
J17,7,0.0035481421013941095
J17,6,0.00642704506639414
J17,5,0.052374658157381855
J17,4,0.0019060703163981717
J17,9,9.45969007667596E-4
J17,8,0.0030766438552273334
J08,19,0.0027723182420758873
J08,17,0.0015449411199102518
J08,18,0.001315798341774476
J08,15,4.858907036958487E-4
J08,16,0.17213444058261346
J08,13,0.006634277775256357
J08,14,0.06989806078376705
J08,11,5.944658559908024E-4
J08,12,0.2753947523158421
J08,3,0.0013145260016907986
J08,2,0.0022608589202910033
J08,1,8.184429164321555E-4
J08,10,0.32684154006095906
J08,0,0.0013502016494287097
J08,7,0.001977449719372343
J08,6,0.03511666370886074
J08,5,0.07628562628243106
J08,4,0.0011704200265420929
J08,9,5.778764639498475E-4
J08,8,0.002133325990748791
J18,19,0.025926648485035463
J18,17,0.0017492153733311335
J18,18,0.004901929934063686
J18,15,6.923242747273759E-4
J18,16,0.003101401803337946
J18,13,0.019639799375634894
J18,14,0.03969345380252431
J18,11,0.013473126026232393
J18,12,0.016829890559644692
J18,3,0.004330846990387311
J18,2,0.0034077722347731457
J18,1,0.00561761748373271
J18,10,0.0014133167368130647
J18,0,0.004354136858520072
J18,7,0.0019482539150551825
J18,6,0.004844236983751427
J18,5,0.6150482621925436
J18,4,0.015520588609436786
J18,9,7.710574545753748E-4
J18,8,0.002704103635443052
J09,19,0.004411688127340797
J09,17,0.003328101683140894
J09,18,0.05822942648881084
J09,15,0.0016978687045018984
J09,16,0.07242274513781995
J09,13,0.15481134782684103
J09,14,0.001350521195999395
J09,11,6.411349295596254E-4
J09,12,0.004081692664916034
J09,3,0.0019785059343675514
J09,2,0.004551251755641218
J09,1,0.0027511661531582432
J09,10,0.3514751509531498
J09,0,0.0024496232938531507
J09,7,0.10161294086696854
J09,6,0.002980764902587769
J09,5,0.0028070593533765665
J09,4,0.017563729485124847
J09,9,5.807847445395135E-4
J09,8,0.06147618920301501
J19,19,0.3969014294032807
J19,17,0.00539715665070265
J19,18,0.0026119580493190945
J19,15,0.001618987501233085
J19,16,0.004604588122347096
J19,13,0.005916933738629115
J19,14,0.2765692959206274
J19,11,2.641005486199352E-4
J19,12,0.1459976285908861
J19,3,0.011013490394566556
J19,2,0.005881736604581211
J19,1,0.024937794253285246
J19,10,0.003323922435910306
J19,0,0.02009523117246003
J19,7,0.006379282660086999
J19,6,0.005532161132296067
J19,5,0.21458663776078282
J19,4,0.0022164656358271673
J19,9,0.02357356018135056
J19,8,0.06484806171833428
J06,19,0.025770227422860843
J06,17,0.9435521696845287
J06,18,0.2079041934705128
J06,15,0.00104956001330958
J06,16,0.004114376435184718
J06,13,0.0060324093204791795
J06,14,0.03722857545637113
J06,11,0.001789771241341408
J06,12,0.013484061029688266
J06,3,0.0036411454301349287
J06,2,0.10318018248616351
J06,1,0.014051693816243657
J06,10,0.3708609966912135
J06,0,0.013378990103835258
J06,7,0.0646585495393558
J06,6,0.005577833059890842
J06,5,0.11929174348617624
J06,4,0.009285897744823642
J06,9,0.003455330508284332
J06,8,0.1097347815904473
J07,19,0.005135367973025154
J07,17,5.724766831603592E-4
J07,18,5.934350844139983E-4
J07,15,9.414255890366114E-4
J07,16,0.007291762370809182
J07,13,0.001782308252565144
J07,14,0.1814166975943742
J07,11,9.396952584126393E-5
J07,12,0.020549307151982974
J07,3,0.009089415776861171
J07,2,6.084366796007427E-4
J07,1,6.685075119532374E-4
J07,10,0.008829780642263831
J07,0,0.0010344120966817845
J07,7,0.0019506291285002679
J07,6,0.00445622699141344
J07,5,0.019172262978593042
J07,4,0.012017400295345438
J07,9,3.7340214684227277E-4
J07,8,0.0013351691430098563
J01,19,0.07013032477512467
J01,17,0.027408682528198496
J01,18,0.022293620874786025
J01,15,0.6868386923459837
J01,16,0.018839542621180445
J01,13,0.00466531290374123
J01,14,0.11593264619373543
J01,11,0.9860180521952772
J01,12,0.010348196796132364
J01,3,0.03630112871540594
J01,2,0.014250977191813962
J01,1,0.01888492810947902
J01,10,0.009178922150530523
J01,0,0.010583685727819333
J01,7,0.002836726818606649
J01,6,0.009960499576387808
J01,5,0.06797762889273744
J01,4,0.0098122462548809
J01,9,0.11100490217337292
J01,8,0.020933985143682134
J10,19,0.0061306543979497115
J10,17,0.009306733238378275
J10,18,0.2658147219731924
J10,15,0.005137529090058662
J10,16,0.003455935233144751
J10,13,0.6668967972452711
J10,14,0.00339117721247309
