silver-infovis-topics--userI.txt,lda_40_0.0001_0.0001,Score
I20,19,3.054832970218719E-4
I20,35,0.006633715380602208
I20,17,5.701465825687947E-4
I20,36,4.3199842516743507E-4
I20,18,0.002615696606077967
I20,33,8.068603983373488E-4
I20,15,0.007429428700262354
I20,34,0.3797120317616743
I20,16,0.0012878472688057907
I20,39,0.001439271663109628
I20,13,7.389123049335058E-4
I20,14,7.698038442824261E-4
I20,37,2.3680894334642571E-4
I20,11,0.0041403185171123335
I20,38,0.0016244416064992737
I20,12,0.0029617672918739687
I20,21,3.85514025423064E-4
I20,20,0.0015379443899778513
I20,22,9.970943173778896E-5
I20,23,0.002529075510163398
I20,24,0.005434365204140438
I20,25,0.0012038030565635625
I20,26,0.5368799616991203
I20,27,5.92895432878414E-4
I20,28,3.240154324277542E-4
I20,29,3.106069530469776E-4
I20,3,2.3080120322140264E-4
I20,2,3.3246834557192626E-4
I20,10,0.014643691540018091
I20,1,4.742312411149896E-4
I20,0,0.0031081049983085556
I20,7,3.042628067936268E-5
I20,30,3.28628817904993E-4
I20,6,4.703049864578922E-5
I20,5,1.9670836676618063E-4
I20,32,0.0027343769212261047
I20,4,5.586426500501112E-4
I20,31,0.0011970219465623903
I20,9,0.0011314733451217817
I20,8,0.00167627023757038
I12,19,0.013742041213506122
I12,35,0.16278562753343043
I12,17,6.122443116025808E-4
I12,36,0.0034193220634974346
I12,18,0.0010571168499973916
I12,33,0.0027595515180230948
I12,15,0.22113650200470358
I12,34,0.1638668373062829
I12,16,0.0016800242535529935
I12,39,4.873330328302733E-4
I12,13,0.015114653898185774
I12,14,0.024338979033030544
I12,37,0.004959777981589076
I12,11,0.0012727225931424405
I12,38,0.007958134251619647
I12,12,0.0017596931132808867
I12,21,0.12690600389204282
I12,20,0.0029701165952445204
I12,22,0.007467069239921431
I12,23,0.0017888749738311
I12,24,0.07771322456544055
I12,25,0.014167821547104192
I12,26,0.00659443503116398
I12,27,0.0017541642351783099
I12,28,0.011008704497105224
I12,29,0.0021669673383443804
I12,3,0.0015850362016332443
I12,2,0.002317096616042177
I12,10,0.1041560444246442
I12,1,0.0012552084474198163
I12,0,0.007112549416947449
I12,7,0.0010679444151419318
I12,30,0.001984339127678687
I12,6,0.006728869903850242
I12,5,0.0013792871833176506
I12,32,0.003962388970137231
I12,4,0.0030957082917600965
I12,31,0.0015669268331904042
I12,9,0.9561584622082386
I12,8,0.0065310663089594816
I13,19,0.007826106961960106
I13,35,0.014562549799182867
I13,17,0.003358425028449041
I13,36,0.0051561299351016955
I13,18,0.0019143944878953743
I13,33,9.13949665696111E-4
I13,15,0.0033376205919351865
I13,34,0.005377100952606358
I13,16,0.018782746878473634
I13,39,0.011662035087651401
I13,13,0.003130894564763881
I13,14,0.003431979170309663
I13,37,1.4583888763955238E-4
I13,11,0.0014105767904766782
I13,38,0.0012044918706059413
I13,12,0.0011750025041087247
I13,21,0.02585004965181872
I13,20,0.004119053819992291
I13,22,0.005015957509593263
I13,23,8.786218276342273E-4
I13,24,0.04061684742511248
I13,25,0.0023243574487441165
I13,26,0.7768722226088743
I13,27,0.001753109694410586
I13,28,5.255383206634567E-4
I13,29,6.265116263711243E-4
I13,3,0.6225659492743763
I13,2,0.29959572217771924
I13,10,0.003816903874049195
I13,1,0.18522381933450843
I13,0,0.00292913190023651
I13,7,0.002011946240934776
I13,30,0.00108987893416908
I13,6,4.937999958026865E-4
I13,5,0.0020496832397286485
I13,32,0.0013199323239952154
I13,4,0.22264806265190076
I13,31,0.0025549075749152026
I13,9,0.0010708093489450341
I13,8,0.009899619764426314
I01,19,0.0030018220527611755
I01,35,0.010577282158967265
I01,17,0.4248637233542902
I01,36,0.006939952733539761
I01,18,0.05068968930686121
I01,33,0.0022585896474341637
I01,15,0.003045925082603942
I01,34,0.003171791319002264
I01,16,0.003313656665492614
I01,39,0.005603999174556972
I01,13,0.01612565163064676
I01,14,0.007449633905345465
I01,37,0.004087759201243115
I01,11,0.001824055388485228
I01,38,0.0018529141218458444
I01,12,0.03731563437096631
I01,21,0.006161336761752921
I01,20,0.05305607303814157
I01,22,0.4411471104510411
I01,23,0.0063798071405967785
I01,24,0.043527903851504145
I01,25,0.0013421545165516987
I01,26,0.013957677226560527
I01,27,0.003773528914660279
I01,28,0.0019131892026648131
I01,29,0.031258335206920375
I01,3,0.07085371798015662
I01,2,0.006085764368860487
I01,10,0.003999598407378821
I01,1,0.10342411768545692
I01,0,0.005053429447641987
I01,7,0.029724316071800823
I01,30,0.01464487192212786
I01,6,0.007842172461721001
I01,5,0.9759292676418443
I01,32,0.0014071303959210747
I01,4,0.11499396221569208
I01,31,0.0010610941216751893
I01,9,0.0019146466896993784
I01,8,0.004321802974745426
I10,19,0.011029634956827513
I10,35,0.1230375315443014
I10,17,0.16324341925333483
I10,36,0.06459398639925919
I10,18,0.03502780499062106
I10,33,0.009547816789718094
I10,15,0.007902571766999881
I10,34,0.004565872504154414
I10,16,0.005822295877135374
I10,39,0.0016707113029267113
I10,13,0.010091053562951686
I10,14,0.0019441656735538246
I10,37,0.0030110354398398924
I10,11,0.7201208354819191
I10,38,0.0023947021811174998
I10,12,0.007930098321562676
I10,21,0.8306187779266846
I10,20,0.0030244548513938437
I10,22,0.13120041885132377
I10,23,0.0016180140062966252
I10,24,0.0498304828093334
I10,25,0.001698487761874422
I10,26,0.005335416145764845
I10,27,0.0027787136695908024
I10,28,0.05907154790999942
I10,29,0.0016785188745206596
I10,3,0.006976955180981236
I10,2,0.0037200502008540967
I10,10,0.001746287841053652
I10,1,0.0016887573528918257
I10,0,0.0019136185575518775
I10,7,0.4175969037811569
I10,30,0.003010721633617023
I10,6,0.004439074542596772
I10,5,0.13025135770437637
I10,32,0.2828387477366992
I10,4,0.003681705478440821
I10,31,0.0018846405410886521
I10,9,0.005738567742207557
I10,8,0.0030361924307425476
I02,19,0.002488579534327549
I02,35,0.005757930034596817
I02,17,0.0013907534639876072
I02,36,0.002526554218330188
I02,18,0.001927300189935538
I02,33,0.0021798900194607215
I02,15,0.0010115493328876168
I02,34,0.002868544815477298
I02,16,0.0022281539235974954
I02,39,0.0033891867372860224
I02,13,9.931653205644347E-4
I02,14,0.7148911414563337
I02,37,7.962557298054019E-4
I02,11,0.0017244638495892033
I02,38,0.004681799332267066
I02,12,0.004478459094005363
I02,21,0.00627290279505026
I02,20,0.002531931651356921
I02,22,0.013391756410476057
I02,23,0.0018426718572245727
I02,24,0.9477410042070926
I02,25,0.0014473595474841113
I02,26,0.09076773253792657
I02,27,0.0023626561074027467
I02,28,4.8061902712434276E-4
I02,29,0.007809529467278261
I02,3,0.0050017624310185966
I02,2,0.008584454799310028
I02,10,0.15515033072988366
I02,1,0.003334303487660893
I02,0,0.168282186112624
I02,7,0.0221318356338642
I02,30,0.0022311659646939343
I02,6,0.001241204194917103
I02,5,0.0010971753660471355
I02,32,0.0010610520930723047
I02,4,0.0027731788972192905
I02,31,0.0010173004171117302
I02,9,4.370563214966217E-4
I02,8,0.009470275923543164
I11,19,0.6315940655205116
I11,35,0.3117872592151375
I11,17,0.0029816479059138323
I11,36,0.7781615617441986
I11,18,0.0017161230753881694
I11,33,0.002114606006308348
I11,15,0.002305046757250312
I11,34,0.4299509327614479
I11,16,0.004101962222214878
I11,39,0.0066272899619662816
I11,13,0.015019556792889115
I11,14,0.003190187890779125
I11,37,0.003322038423988575
I11,11,6.44324970799042E-4
I11,38,0.004394669150866412
I11,12,0.038844040269503874
I11,21,0.0015077068193899965
I11,20,0.003764642454530856
I11,22,0.0012315644551202458
I11,23,0.0015817445502185998
I11,24,0.05990582641209463
I11,25,0.0016927076015125695
I11,26,0.00907247040373253
I11,27,0.5502492992304062
I11,28,0.03260409804281526
I11,29,0.03527689091168871
I11,3,0.0037456506830685203
I11,2,0.012228782732496892
I11,10,8.317481642674729E-4
I11,1,0.0012942532794494904
I11,0,0.007197053705242897
I11,7,2.0653177656121093E-4
I11,30,0.0016021964534892027
I11,6,0.0025339610637605415
I11,5,0.10535432431132978
I11,32,0.15322549546536735
I11,4,0.005552929991758363
I11,31,0.00550772379176013
I11,9,0.3209947842925982
I11,8,0.14932608983196152
I21,19,0.024344903317837334
I21,35,0.08252230381826578
I21,17,0.0011427084987547756
I21,36,0.0010206485720242575
I21,18,0.0022077711179548207
I21,33,0.0013623365784702812
I21,15,0.002390848307384813
I21,34,0.001844960773155285
I21,16,0.04309333475357083
I21,39,0.033240304992642286
I21,13,0.011806811470528075
I21,14,0.14674084116100836
I21,37,0.252503140258264
I21,11,5.399968249657662E-4
I21,38,0.027464539335959055
I21,12,0.001838837610813611
I21,21,0.021253214404760374
I21,20,0.003227092579729277
I21,22,1.801439552891854E-4
I21,23,0.016137467807307106
I21,24,0.0323436025836996
I21,25,0.002294078207969258
I21,26,0.02022184020315052
I21,27,0.0012823938216202718
I21,28,0.1437666940444193
I21,29,0.007250878976751716
I21,3,0.14486803667019288
I21,2,0.001462397441115273
I21,10,0.0027317672891972234
I21,1,0.0015806926035534562
I21,0,0.013875837764841211
I21,7,9.823573931151535E-5
I21,30,5.442444465788993E-4
I21,6,8.869421941302451E-4
I21,5,0.0010426277380259205
I21,32,0.0051682719186622724
I21,4,0.008589467174931463
I21,31,0.002055351656149614
I21,9,6.500514417051855E-4
I21,8,0.0010170427278615
I16,19,0.008496052047608614
I16,35,0.5208891154599181
I16,17,0.0013637721324211516
I16,36,0.0013982646019675441
I16,18,0.005927465075716157
I16,33,0.001358100326043064
I16,15,0.005088954046029197
I16,34,0.013557778977629402
I16,16,0.004536626468651089
I16,39,0.0010848114542359867
I16,13,0.023306476644617807
I16,14,0.0033720771928519686
I16,37,0.026068443993772127
I16,11,0.1025428149454621
I16,38,0.004351460135538245
I16,12,0.004738714438541877
I16,21,0.004139927446437557
I16,20,0.03380453691335868
I16,22,0.004439306882465695
I16,23,0.0040953967773806445
I16,24,0.07376365476805921
I16,25,0.0034822898177963965
I16,26,0.03191956369029828
I16,27,0.0021244524386993357
I16,28,9.462074361749841E-4
I16,29,0.0028406453028562094
I16,3,0.0011214117320921507
I16,2,0.03171084317360867
I16,10,0.00879230141377118
I16,1,0.32357932387790056
I16,0,8.444448038011889E-4
I16,7,5.154748451490634E-4
I16,30,0.0014875499486715516
I16,6,0.002137476118666318
I16,5,7.426546749259123E-4
I16,32,0.02143206331434444
I16,4,0.001846756837139732
I16,31,0.006389745072085582
I16,9,0.005821208138931746
I16,8,0.380992613391015
I03,19,0.003457860663965793
I03,35,0.09654117360137683
I03,17,0.0025006869469614344
I03,36,0.004908121298255585
I03,18,0.004999068841942474
I03,33,0.001402034591165484
I03,15,0.0019959386022290406
I03,34,0.004057351391871107
I03,16,0.07766173313655166
I03,39,0.06408426786866125
I03,13,0.009170276304939174
I03,14,0.00932307104156929
I03,37,0.1411015681147851
I03,11,0.0010566666819569904
I03,38,0.001498060508128963
I03,12,0.0017102998817026915
I03,21,5.820541815207036E-4
I03,20,0.04015529876792704
I03,22,0.0014933276335958692
I03,23,0.0016694732316721113
I03,24,0.06813976786929261
I03,25,0.0016535331382269529
I03,26,0.005016553669334758
I03,27,0.0011654990299285824
I03,28,8.540786259668869E-4
I03,29,0.0011598059161390985
I03,3,0.15180122858119866
I03,2,0.009373979888021055
I03,10,0.006491743407838165
I03,1,7.294325087659587E-4
I03,0,9.591623264242055E-4
I03,7,8.697680361026758E-5
I03,30,8.114935734042281E-4
I03,6,0.008317610295786619
I03,5,3.5385438861328014E-4
I03,32,7.140870870881541E-4
I03,4,0.17531725181550128
I03,31,0.0012386205584017649
I03,9,4.412588009263788E-4
I03,8,0.004233340565053569
I17,19,0.004041752952927453
I17,35,2.770915417862403E-4
I17,17,6.310631808288011E-4
I17,36,0.00919686718724299
I17,18,0.0014775188855999277
I17,33,0.0011883547381396572
I17,15,0.002459061825497263
I17,34,9.37822272942662E-4
I17,16,0.0027746951217272236
I17,39,0.0012157372028950334
I17,13,2.0824687445488156E-4
I17,14,0.0014020784967408797
I17,37,8.473258503323904E-4
I17,11,3.624827388803322E-4
I17,38,0.001730262934765899
I17,12,0.002850580694414208
I17,21,5.506602589594311E-4
I17,20,0.002922171484338958
I17,22,0.0033930496420441934
I17,23,0.02075472444386461
I17,24,7.516442475232826E-4
I17,25,0.0018295218970800266
I17,26,0.02041531683302444
I17,27,0.001618014205588205
I17,28,0.002352651946582706
I17,29,0.035603937829896536
I17,3,0.005902026708071435
I17,2,6.0168770396767604E-5
I17,10,0.0012768931504499499
I17,1,7.0056797608932E-4
I17,0,9.278815956966298E-4
I17,7,0.0027650918328002844
I17,30,0.0016856947335746888
I17,6,4.2982554140073127E-4
I17,5,4.5857977802084667E-4
I17,32,7.712461566585177E-4
I17,4,0.07152325629288371
I17,31,0.23109715035490172
I17,9,0.007266199042012267
I17,8,1.7178625341517786E-4
I04,19,0.0021756185745644796
I04,35,0.050726677025460125
I04,17,0.0029382512923119696
I04,36,0.004703689894823245
I04,18,0.0014859001575035576
I04,33,8.452359137174548E-4
I04,15,0.09814794482616257
I04,34,0.0013824494112557226
I04,16,6.976312369153183E-4
I04,39,0.012228930168000172
I04,13,0.0057770707566017765
I04,14,0.04079673384481369
I04,37,5.117245723145202E-4
I04,11,0.003862880217978454
I04,38,0.003476824791822084
I04,12,0.0032281155293074223
I04,21,0.0030576251780024197
I04,20,0.01950304395281352
I04,22,0.0018726324191080152
I04,23,0.001488246294843173
I04,24,0.0011707912413573267
I04,25,0.0019748874826680304
I04,26,0.02149044793629115
I04,27,0.0012147690533058518
I04,28,0.006037164587632914
I04,29,0.0022273922191004313
I04,3,0.024126962227389075
I04,2,0.04550456885497296
I04,10,0.026543633555373848
I04,1,0.015119570813547723
I04,0,0.02510290032884588
I04,7,0.004257381564716262
I04,30,0.02071311244600454
I04,6,0.002118881603561369
I04,5,4.687284265795923E-4
I04,32,8.109790500956276E-4
I04,4,0.0035070255188077654
I04,31,0.0012419620389658443
I04,9,7.799856112609895E-4
I04,8,0.03125224325448449
I14,19,0.0014468182082383433
I14,35,0.004350228044337547
I14,17,5.849105722391336E-4
I14,36,0.004271843925713591
I14,18,0.001246031917039065
I14,33,6.684840579168653E-4
I14,15,4.362193759618744E-4
I14,34,0.001410835076828781
I14,16,6.31254106722101E-4
I14,39,5.773946480294775E-4
I14,13,4.841092183629657E-4
I14,14,0.0049927247131044085
I14,37,1.554607160140571E-4
I14,11,8.808795576983723E-4
I14,38,0.0011943575861773734
I14,12,0.00230003898127002
I14,21,0.006147602280830532
I14,20,0.002575243861043052
I14,22,0.002454704255635282
I14,23,0.0016853733013554109
I14,24,0.07200452369189965
I14,25,0.0012044290113714013
I14,26,0.0016016509930701765
I14,27,0.001624011157611575
I14,28,2.9701927641684843E-4
I14,29,0.010130225893530699
I14,3,0.0012271038837567071
I14,2,1.9717811591384222E-4
I14,10,0.0019441303871014833
I14,1,0.0025366940287520883
I14,0,0.001345540703103637
I14,7,0.001044912397355491
I14,30,0.0010356008991750459
I14,6,2.130228080073439E-4
I14,5,2.0910696183186014E-4
I14,32,5.307143175505046E-4
I14,4,9.063062762628373E-4
I14,31,8.220186919006274E-4
I14,9,3.730831324902639E-4
I14,8,0.019110058586534785
I05,19,0.004732389203986085
I05,35,0.005895501661831598
I05,17,0.0029339579634709407
I05,36,0.003939086750033462
I05,18,0.0012195408841691917
I05,33,0.001992370377945729
I05,15,0.00211903382634879
I05,34,0.0023424589937426125
I05,16,0.547930972617746
I05,39,0.0054080668141770144
I05,13,0.0016386961329544634
I05,14,0.006543583692163145
I05,37,0.9380272212568608
I05,11,0.00112591006967353
I05,38,0.003087888136288131
I05,12,0.002782310297907844
I05,21,0.005624854105974603
I05,20,0.010008663060085994
I05,22,0.9456062997043284
I05,23,0.0023420009093849913
I05,24,0.003403891932666127
I05,25,0.021775000714961877
I05,26,0.001834737467446236
I05,27,0.00185537222626888
I05,28,0.0020454989903200826
I05,29,0.006233315432663084
I05,3,0.005476298185955841
I05,2,0.00481110609665077
I05,10,0.003481466582113928
I05,1,0.002790783438078215
I05,0,0.003301929155943919
I05,7,0.007905955139734735
I05,30,0.13940076376711574
I05,6,0.0033895049478429146
I05,5,0.008345795603761804
I05,32,9.554656758233381E-4
I05,4,0.005943236879379431
I05,31,0.0021251207249063523
I05,9,0.001334597539870994
I05,8,0.002147047019534775
I15,19,0.004829357850379813
I15,35,0.0070801004345436725
I15,17,0.0010409208254086022
I15,36,0.007381023315167827
I15,18,0.007291958031978303
I15,33,6.522711046779359E-4
I15,15,0.0018134545627019447
I15,34,0.0018528065636174128
I15,16,0.0017729703153006107
I15,39,2.5808515331714904E-4
I15,13,0.0030082291155362844
I15,14,0.05549837079552335
I15,37,2.7660102683679073E-4
I15,11,3.979887593998584E-4
I15,38,0.0018622538763800316
I15,12,0.004092092654479836
I15,21,0.0032076997617908657
I15,20,0.0024184043546341917
I15,22,9.252989023915078E-4
I15,23,0.8839601160493015
I15,24,0.05075269544242539
I15,25,0.012803918914653418
I15,26,0.006365691104419518
I15,27,0.001386183034698935
I15,28,5.888089553638178E-4
I15,29,0.0022052106281296485
I15,3,0.0013141727501121835
I15,2,0.039272062867033504
I15,10,0.002411777457378544
I15,1,0.02330410255732427
I15,0,0.1816998950541848
I15,7,0.0020408209361482367
I15,30,0.0011802205579744785
I15,6,0.001028470752451457
I15,5,0.002483637599864101
I15,32,9.529383957043934E-4
I15,4,0.0025332912655677544
I15,31,0.0021003583376986543
I15,9,0.0012770681239848984
I15,8,0.0019234882724539087
I06,19,0.0015319659372176558
I06,35,0.22616064497626653
I06,17,0.0024411140968336417
I06,36,0.06813585755432537
I06,18,0.00411136051616749
I06,33,0.007007391799580502
I06,15,0.0033451635942440255
I06,34,0.0016530144650176823
I06,16,0.005752290495957504
I06,39,0.029796148485899
I06,13,0.016866711544201413
I06,14,0.10902603516505072
I06,37,0.0024244989896942027
I06,11,0.004992325648038628
I06,38,0.040122803775052396
I06,12,0.0029161749567259664
I06,21,0.031236379710574514
I06,20,0.012282742161282516
I06,22,0.18458613843885124
I06,23,0.0029637063327445567
I06,24,0.7490820727993152
I06,25,0.002032140012250543
I06,26,0.0034363033524730663
I06,27,0.0011580899458027546
I06,28,8.806439321578785E-4
I06,29,0.43346146083936105
I06,3,0.08018556792410886
I06,2,0.04196255399656993
I06,10,0.033990293579122054
I06,1,0.009924487076521533
I06,0,0.025891497847372817
I06,7,0.12897828919683182
I06,30,0.0410197932513275
I06,6,7.257711010319104E-4
I06,5,0.0025188883949084713
I06,32,0.002011705977626307
I06,4,0.0024151850608408335
I06,31,6.489163686663955E-4
I06,9,4.5670668468581507E-4
I06,8,0.03558698452632152
I08,19,0.0022311743950619942
I08,35,0.029332906552496974
I08,17,0.0011484971273864985
I08,36,0.007997582330520179
I08,18,0.002571531538303289
I08,33,9.841941570377397E-4
I08,15,0.004180411714617387
I08,34,0.10288487796429688
I08,16,0.0013880100261954216
I08,39,0.003923082029474042
I08,13,0.0023719497677891993
I08,14,0.001734136733558467
I08,37,0.0013591933146614365
I08,11,6.408779722166387E-4
I08,38,0.002358419821370146
I08,12,0.0019695146955190303
I08,21,0.006244830781733541
I08,20,0.0020743073402792384
I08,22,8.995369066270657E-4
I08,23,0.0016133802500493332
I08,24,0.006315347039276689
I08,25,0.04273689738061544
I08,26,0.014279149388557606
I08,27,0.0021919744004770467
I08,28,0.013758844713078262
I08,29,0.0021606290914309013
I08,3,0.0024657820674759473
I08,2,0.0023542985003990194
I08,10,0.0825182258141419
I08,1,0.0011592066700347506
I08,0,0.7378055242087114
I08,7,0.006665333817571821
I08,30,0.0062066829199337314
I08,6,6.132134482789614E-4
I08,5,0.028562125186189075
I08,32,0.04118801588910876
I08,4,0.003567716753386374
I08,31,0.0013677180324102702
I08,9,0.012556773407622296
I08,8,7.818551320780514E-4
I07,19,0.0020514342441503674
I07,35,0.14130439479397375
I07,17,0.05228259773521659
I07,36,0.002987266643748377
I07,18,0.0028253823911762693
I07,33,0.0016287319496713691
I07,15,0.0017218259336764052
I07,34,0.0020311061291265957
I07,16,0.002386503484693339
I07,39,0.7116742799691889
I07,13,0.005415724562764356
I07,14,0.0011883876447401538
I07,37,0.001285885426908723
I07,11,0.0018418037093143698
I07,38,0.0035420016186226387
I07,12,0.0020347760196757314
I07,21,0.005072802446741665
I07,20,0.06646612154313221
I07,22,0.0010312193509332932
I07,23,0.0012603115191468313
I07,24,0.48285293180921685
I07,25,0.0020128105656653525
I07,26,0.00724146965014002
I07,27,0.4497992299073191
I07,28,0.001498358164130219
I07,29,0.0010704388419477578
I07,3,0.0016965880198076641
I07,2,0.002147244923366682
I07,10,0.0017261712116863155
I07,1,9.047936020853809E-4
I07,0,0.005592514165771418
I07,7,0.002114376150347335
I07,30,9.794377916727188E-4
I07,6,8.440804020105005E-4
I07,5,4.59095891761168E-4
I07,32,9.948119314256935E-4
I07,4,0.007478075689508003
I07,31,0.0018840827365774599
I07,9,0.06448024466403483
I07,8,0.011347364367774842
I19,19,0.002322275469072094
I19,35,0.0033700152389051457
I19,17,0.0023001720427213365
I19,36,0.004673723141170545
I19,18,0.0013444893416855272
I19,33,0.09707389295997197
I19,15,9.213997397123438E-4
I19,34,0.0029202952102484318
I19,16,0.002084932190790224
I19,39,0.12558877788933068
I19,13,0.014451044472465579
I19,14,0.10584608379417326
