silver-infovis-topics--userD.txt,lda_5_0.1_0.001,Score
D20,3,0.13416416423484445
D20,2,0.00628786593329541
D20,1,0.10243120216841832
D20,0,0.01933061469578425
D20,4,0.024080539129384987
D19,3,0.33671197982557766
D19,2,0.0011531950999498057
D19,1,0.01098010001802689
D19,0,0.021336026572589872
D19,4,0.003171079824713258
D09,3,0.013452862647908001
D09,2,0.08804343264501202
D09,1,0.09731870932359274
D09,0,0.05483853849390406
D09,4,0.020148466443109404
D08,3,0.07746292108129288
D08,2,0.037409474043983024
D08,1,0.6414642130902353
D08,0,0.24478370141999323
D08,4,0.0044760931968638945
D16,3,0.01684212322510343
D16,2,0.16788759491348487
D16,1,0.04913081062839036
D16,0,0.7821169153197959
D16,4,0.015174096373655594
D07,3,0.5176712073382133
D07,2,0.003339669443522642
D07,1,0.0036460681893982824
D07,0,0.019969829602893466
D07,4,0.00858530742742912
D15,3,0.02638894466778615
D15,2,0.18892252286949926
D15,1,0.9564879010247201
D15,0,0.009304767840363196
D15,4,0.07153946111801314
D06,3,0.07958858146388469
D06,2,0.09754807999974521
D06,1,0.010713116832622799
D06,0,0.027226456230738338
D06,4,0.034949386699386006
D18,3,0.31965645781517843
D18,2,0.5995573991946135
D18,1,0.021255273533724257
D18,0,0.006461073061271225
D18,4,0.015657594091435283
D05,3,0.005868775170114463
D05,2,0.1930537361609385
D05,1,0.0029578690911065664
D05,0,0.008024383611004136
D05,4,0.009848765674764516
D17,3,0.02781543924819473
D17,2,0.032835218318543566
D17,1,0.09380505892257401
D17,0,0.016609544448553958
D17,4,0.013066655481373805
D04,3,0.27766772322462513
D04,2,0.021941988014733408
D04,1,0.0038900473192966085
D04,0,0.9040622317825368
D04,4,0.003389180553560843
D03,3,0.013137137368812012
D03,2,0.11907724915696594
D03,1,0.15389962094173235
D03,0,0.20023265036536833
D03,4,0.03166044972016723
D12,3,0.4550416453062243
D12,2,0.01874294699784659
D12,1,0.017890716574080326
D12,0,0.6036072629958801
D12,4,0.006101216760104018
D02,3,0.023639674479050615
D02,2,0.17165742129550135
D02,1,0.01178335429080835
D02,0,0.03619980975122164
D02,4,0.004363106360543636
D11,3,0.8889817315990842
D11,2,0.00279858588071794
D11,1,0.017738348120708305
D11,0,9.326807422640656E-4
D11,4,0.0022416906412817345
D14,3,0.038409335706314905
D14,2,0.14623453341155965
D14,1,0.1418083628375656
D14,0,0.003600506612736808
D14,4,0.008364440729373817
D01,3,0.49284835305286684
D01,2,0.07843124173256318
D01,1,0.016533855774400186
D01,0,0.006345329756049961
D01,4,0.0024378606558327124
D13,3,0.005869032675784418
D13,2,0.1158304651630676
D13,1,0.03843426223627635
D13,0,0.004078427264529296
D13,4,0.0034799296718173124
D10,3,0.04790079049210859
D10,2,0.02705280784115584
D10,1,0.00279801458710276
D10,0,0.857400913510045
D10,4,0.013495110829769966
