silver-infovis-topics--userI.txt,lda_35_0.1_0.0001,Score
I20,19,0.00841164917870816
I20,17,0.0013586122959602025
I20,18,0.0016545162591701016
I20,33,0.0025276730777698733
I20,15,7.270186939450697E-4
I20,34,5.266289029279876E-4
I20,16,0.0013325885569784508
I20,13,0.0014267225309172857
I20,14,1.1928396399987865E-4
I20,11,0.0031566675589405364
I20,12,0.016561209609934863
I20,21,0.0011235449669245129
I20,20,0.002955262545678191
I20,22,0.0017147879721665271
I20,23,0.0025218863833506135
I20,24,5.820407049727235E-4
I20,25,8.127881000769481E-4
I20,26,0.02245100772985717
I20,27,6.503885552100256E-4
I20,28,0.0010054987230566593
I20,29,0.08667673113743388
I20,3,0.009785875615417541
I20,2,0.002586279438795917
I20,10,0.0016390594929009076
I20,1,3.156071278036456E-4
I20,0,0.24944530636196866
I20,7,0.0012030916652767535
I20,30,0.0022312232069980056
I20,6,0.0014792504469048032
I20,5,0.003821045169330246
I20,32,2.92759445336523E-4
I20,4,0.0033940390695389785
I20,31,0.07591121835714798
I20,9,4.934985199817335E-4
I20,8,7.778248259171177E-4
I12,19,0.009166334759538762
I12,17,0.0040489682276900335
I12,18,0.02075157720676144
I12,33,0.9621262960830798
I12,15,8.666231473439751E-4
I12,34,0.030262131790260324
I12,16,0.011760277510910992
I12,13,0.0012226476557909136
I12,14,0.0011105372732249348
I12,11,0.00264132627146246
I12,12,0.0695890091728208
I12,21,0.0020456459865137466
I12,20,0.007695391225545233
I12,22,0.012116475893036771
I12,23,0.04990477659657659
I12,24,0.006483195792031784
I12,25,0.0014146777819522703
I12,26,0.009928724225390212
I12,27,0.04489064283638369
I12,28,0.002023296050340809
I12,29,0.00984533451693498
I12,3,0.049591141938419396
I12,2,7.137598392927878E-4
I12,10,0.0017195435713904211
I12,1,0.013280440415648615
I12,0,0.040992916578931685
I12,7,0.01956255621592682
I12,30,0.15774084622576998
I12,6,0.002886660772567163
I12,5,0.0055579641512192406
I12,32,0.012017060625622779
I12,4,0.0014265928099030656
I12,31,0.1547571941854806
I12,9,0.0024778384644279987
I12,8,0.01660436344185986
I13,19,0.005791184228966537
I13,17,0.5532625979333556
I13,18,0.0018392763050140422
I13,33,0.005337221732059046
I13,15,0.00314024413450474
I13,34,7.125115619620077E-4
I13,16,0.025601468356574786
I13,13,0.00159570535937849
I13,14,0.004606613815211771
I13,11,5.856304738881963E-4
I13,12,0.0019644199791078094
I13,21,0.007451078034373861
I13,20,0.00210184789346817
I13,22,0.06107853969221616
I13,23,0.0014791185524633123
I13,24,0.006181124123318998
I13,25,0.10686191476575153
I13,26,3.5095726952777233E-4
I13,27,0.001959898240899709
I13,28,0.010103892272518419
I13,29,0.007625298085746372
I13,3,0.049893871170726384
I13,2,0.002886398245324712
I13,10,0.022694338026064218
I13,1,0.08587132692073117
I13,0,0.003369546534597561
I13,7,0.003564958203537463
I13,30,0.30861279669738256
I13,6,0.3498584796513027
I13,5,0.04720668998768836
I13,32,2.810919228917645E-4
I13,4,9.209684695045624E-4
I13,31,0.19417156707744748
I13,9,4.547687807672663E-4
I13,8,0.0015863359392235287
I01,19,0.014540770838218958
I01,17,0.031550270162427924
I01,18,0.001993302166815722
I01,33,0.0043201258255938955
I01,15,0.00772432535173903
I01,34,0.020782032540821057
I01,16,0.2691878586423203
I01,13,0.004101523685677833
I01,14,0.022297120466878366
I01,11,0.00304865133555987
I01,12,0.002447924627912878
I01,21,0.02832714450842265
I01,20,0.008916484311565064
I01,22,0.0020847611391737546
I01,23,0.00203140194491102
I01,24,0.9152355975681596
I01,25,0.006582348227558845
I01,26,0.4107258622695473
I01,27,0.012396408269423748
I01,28,0.15960530852855814
I01,29,0.0026230185980525376
I01,3,0.002519013739650044
I01,2,0.020858014165019916
I01,10,0.023680523724332152
I01,1,0.007375556271860277
I01,0,0.1197934698676407
I01,7,0.0069589324498953355
I01,30,0.05034537014592893
I01,6,0.006935704196084985
I01,5,0.014372477846017797
I01,32,0.0033921365776342395
I01,4,0.0034418004855241427
I01,31,0.004179539399069775
I01,9,0.0073443941768940365
I01,8,0.025552993261873335
I10,19,0.45153312914051325
I10,17,0.0025085183303732686
I10,18,0.002549767780660746
I10,33,0.002902473416591908
I10,15,0.0013043987427000915
I10,34,0.002099649834396242
I10,16,0.0041718805828359256
I10,13,0.07406637920559701
I10,14,0.46774101637403875
I10,11,0.004037232972251873
I10,12,0.0029310510507699456
I10,21,0.0018272097304540265
I10,20,0.006772344884309214
I10,22,0.0027110861579960027
I10,23,0.16473210240828814
I10,24,0.0056467545273488915
I10,25,0.21973839655326563
I10,26,0.06369554136840913
I10,27,0.022592252538090666
I10,28,0.00366513849445733
I10,29,0.13117530979287526
I10,3,0.009751580627244474
I10,2,0.0019188016788961224
I10,10,0.014487056436964182
I10,1,0.05901360368977032
I10,0,0.0019581602196070314
I10,7,0.010029765027208343
I10,30,0.11694164782715004
I10,6,0.0010727290387196598
I10,5,0.007063089529356705
I10,32,0.0020835202047429645
I10,4,0.8891130527019094
I10,31,0.12353397357442175
I10,9,0.04853054607050575
I10,8,0.010759231753246015
I02,19,0.007660435223232229
I02,17,0.005611507126811075
I02,18,0.00214482603853283
I02,33,0.0012920372707161498
I02,15,0.001999413055692449
I02,34,0.0028056695398609804
I02,16,0.0065202588713247295
I02,13,0.0012112456924830435
I02,14,0.0030133088962580445
I02,11,0.002012652995155607
I02,12,0.003732442224054446
I02,21,0.0021242382975280778
I02,20,0.003295449453176565
I02,22,0.0031294221985228516
I02,23,0.0015851027883631943
I02,24,0.01654086048480691
I02,25,0.002707310819078942
I02,26,0.01395849902305871
I02,27,0.004354549023994678
I02,28,0.004748110777521369
I02,29,0.1519464446932242
I02,3,0.0019121305357589296
I02,2,0.019825013856254507
I02,10,0.004624611029055912
I02,1,0.002365101177063269
I02,0,0.0068067563915949186
I02,7,0.0023795975639144744
I02,30,0.006655873623228484
I02,6,0.005261821279576878
I02,5,0.9504693350298226
I02,32,0.0011012025147258242
I02,4,0.005298670403385342
I02,31,0.007570543542027156
I02,9,0.0016761186789400054
I02,8,0.003150632218886309
I11,19,0.003773906279156962
I11,17,0.025730946663715618
I11,18,0.0030230312943292145
I11,33,0.37320779610434324
I11,15,0.0043019203730725
I11,34,0.012642751233191677
I11,16,0.005465612915172023
I11,13,0.0021007839750082917
I11,14,3.0712404666182575E-4
I11,11,0.00231700567803428
I11,12,0.003856389618609007
