silver-infovis-topics--userB.txt,lda_5_0.001_0.001,Score
B19,3,0.617954808444062
B19,2,0.04803761991621293
B19,1,0.006091841348364984
B19,0,0.012391047000728097
B19,4,0.001286787491051847
B06,3,0.08203941643933332
B06,2,0.26476294211160556
B06,1,0.005549390254888887
B06,0,0.2766969771229746
B06,4,0.011373283062178443
B07,3,0.11794554094834454
B07,2,0.12485240274479305
B07,1,0.015456574214413587
B07,0,0.009789541254968944
B07,4,0.8865797473475171
B17,3,0.02930071554898339
B17,2,0.030449257588357877
B17,1,0.02558980364094042
B17,0,0.004152250180421539
B17,4,0.024298638628414988
B08,3,0.04613977771211302
B08,2,0.2521282773433615
B08,1,0.029859628682010437
B08,0,0.10241013583955554
B08,4,0.9749185564658921
B18,3,0.015779383775689437
B18,2,0.2413720117355173
B18,1,0.006198340289281378
B18,0,0.3870049576351965
B18,4,0.09105323485095179
B09,3,0.037829649260500676
B09,2,0.13192499199259622
B09,1,0.012245156606845407
B09,0,0.8162669314596185
B09,4,0.026749381352967266
B11,3,0.20395930255933967
B11,2,0.13175530720168355
B11,1,0.013758885725257344
B11,0,0.7635432003200125
B11,4,0.016236449503250365
B12,3,0.008622264605071725
B12,2,0.004360476957479029
B12,1,0.031598160640523024
B12,0,0.005361643415578248
B12,4,0.0019789045822056314
B01,3,0.020249020296810707
B01,2,0.20265327892960738
B01,1,0.052106408820447175
B01,0,0.020543656182803804
B01,4,0.016248717726287828
B10,3,0.40288003940647205
B10,2,0.01372884635475181
B10,1,0.007334621842897836
B10,0,0.010686483414525447
B10,4,0.021058094997222564
B15,3,0.018998451191417496
B15,2,0.5449609836005177
B15,1,0.013011741340103496
B15,0,0.01164127459596195
B15,4,0.09821967074241117
B02,3,0.018927406067850684
B02,2,0.26304987178618516
B02,1,0.013143282596960204
B02,0,0.014600757175144669
B02,4,0.01638847635819391
B16,3,0.05615178576425596
B16,2,0.06356735275856999
B16,1,0.024296419443190432
B16,0,0.884923917765266
B16,4,0.01058750639663095
B03,3,0.431580266262027
B03,2,0.12731257675732335
B03,1,0.005580001603738208
B03,0,0.005358983624386716
B03,4,0.0013604616817614417
B04,3,0.4027577095442916
B04,2,0.21108424762293046
B04,1,0.02022709162663335
B04,0,0.0136128540574131
B04,4,0.03210729572096572
B13,3,0.057821633719304696
B13,2,0.0093379636494228
B13,1,0.059997135138192485
B13,0,0.04002810760978191
B13,4,0.027412668219157648
B14,3,0.4441407676085981
B14,2,0.15693465321224934
B14,1,0.03117297285776505
B14,0,0.028762394435058767
B14,4,0.0972724141022356
B05,3,0.012009076273617731
B05,2,0.21113778430765218
B05,1,0.014461090479068569
B05,0,0.03050645873110082
B05,4,0.013779008393486275
B21,3,0.00872638094357972
B21,2,0.1763071398005485
B21,1,0.03707253420557729
B21,0,0.037590123357293545
B21,4,0.0041778878499973944
B20,3,0.008496354528639349
B20,2,0.10433594612756147
B20,1,0.014890130840365733
B20,0,0.009796736201738598
B20,4,0.016197808280270305
