silver-infovis-topics--userH.txt,lda_40_0.001_0.01,Score
H09,19,0.0037326616735411456
H09,35,0.007714260213983549
H09,17,0.004640168192004866
H09,36,0.002439274640997732
H09,18,0.1456193014252371
H09,33,0.016998006098410044
H09,15,0.002979151202937199
H09,34,0.004017593508351226
H09,16,0.22428280056173522
H09,39,0.5845690897326008
H09,13,0.005776071714012872
H09,14,0.009805012633151573
H09,37,0.016692023006389334
H09,11,0.5175243205753935
H09,38,0.39912299733762596
H09,12,0.3104988943955476
H09,21,0.005985240906823444
H09,20,0.028896661368657747
H09,22,0.003986168416305408
H09,23,0.004479351773268914
H09,24,0.008411660463917696
H09,25,0.004634178783982042
H09,26,0.0031712962204199025
H09,27,0.026777586748849933
H09,28,0.004595086770608155
H09,29,0.002159572488825363
H09,3,0.03091476796108473
H09,2,0.002435688745993499
H09,10,0.0012463708622373869
H09,1,0.035269076538781564
H09,0,0.0014263418493133176
H09,7,0.024697677539669855
H09,30,0.10185252224263347
H09,6,0.0010546713652629144
H09,5,0.025114108209713902
H09,32,0.0037757083873892682
H09,4,0.024426826531082673
H09,31,0.0012452779260068909
H09,9,0.01921016106091607
H09,8,0.006319373611475449
H08,19,0.0023027974839675714
H08,35,0.002123378708521966
H08,17,0.002143404506905425
H08,36,0.0011462028217
H08,18,0.023318249215602507
H08,33,0.015124665544406458
H08,15,0.003132155557056609
H08,34,0.0026243569534413636
H08,16,0.08028437187392064
H08,39,0.002001834939790197
H08,13,0.0014361380847343285
H08,14,4.638669104832177E-4
H08,37,0.3017279535870927
H08,11,0.001185970460564234
H08,38,9.290813334448978E-4
H08,12,0.007784894041941301
H08,21,2.540902661669265E-4
H08,20,5.691885118734889E-4
H08,22,0.0014612630991944874
H08,23,0.0013994823354922343
H08,24,0.05176577490516864
H08,25,0.012502673154092214
H08,26,0.0023252772712769485
H08,27,6.700696891317741E-4
H08,28,0.004987715767972997
H08,29,0.0021673335227386245
H08,3,0.011359238098790995
H08,2,0.002404423382606484
H08,10,0.001929988708285868
H08,1,7.994074578667719E-4
H08,0,9.926580436549438E-4
H08,7,0.0017340105867454981
H08,30,0.0015483856522183293
H08,6,0.0022382127081086085
H08,5,0.002032730284762772
