silver-infovis-topics--userI.txt,lda_10_0.01_0.001,Score
I20,3,0.03717909249483716
I20,2,0.005221821321742988
I20,1,8.695611975824164E-4
I20,0,0.0018733379050118765
I20,7,0.09039805486783048
I20,6,0.0010998601688616307
I20,5,0.003278266216760215
I20,4,6.01763017689944E-4
I20,9,0.04701376536879351
I20,8,0.0017158419169110886
I12,3,0.051675805062468765
I12,2,0.009581218527589128
I12,1,0.018350123220454616
I12,0,0.00620454288564481
I12,7,0.15770848287765604
I12,6,0.002442217235884414
I12,5,0.9493895506554942
I12,4,0.019310987837399606
I12,9,0.16794808783013174
I12,8,0.01805185575084396
I13,3,0.006541304870335439
I13,2,0.0028772650010636604
I13,1,0.004449079548169947
I13,0,0.3324323731210821
I13,7,0.3421405479798835
I13,6,0.004335141014047859
I13,5,0.004350794832519847
I13,4,0.004682262462669267
I13,9,0.03580113177885408
I13,8,0.3262704500966705
I01,3,0.02643615489712674
I01,2,0.008732733732036676
I01,1,0.03209909124999359
I01,0,0.06161438098339279
I01,7,0.028903038830970264
I01,6,0.04586557051072543
I01,5,0.019187934388537397
I01,4,0.6997556448774499
I01,9,0.0411855717465592
I01,8,0.012969343917542961
I10,3,0.028170112655143513
I10,2,0.027212616925756116
I10,1,0.010452626139459183
I10,0,0.030067812008263563
I10,7,0.12695226519918046
I10,6,0.7988675116707498
I10,5,0.03765001584121887
I10,4,0.05704853931391326
I10,9,0.07550064524727064
I10,8,0.015201357219379303
I02,3,0.11838863385091361
I02,2,0.008350275325972448
I02,1,0.006874796240446317
I02,0,0.009186942710931246
I02,7,0.01980772570648551
I02,6,0.005390263654548829
I02,5,0.0026810471596321814
I02,4,0.021190296532884748
I02,9,0.7007831893939261
I02,8,0.04905138412958809
I11,3,0.033543061027394655
I11,2,0.013930294517023375
I11,1,0.022515630785413916
I11,0,0.09266093343373415
I11,7,0.2064352092989791
I11,6,0.0028442792387372647
I11,5,0.3583751419983877
I11,4,0.18329156398357904
I11,9,0.27039630350510996
I11,8,0.6143748034845663
I21,3,0.010087224377377777
I21,2,0.27787851631947746
I21,1,0.012184772536452587
I21,0,0.029124347634053655
I21,7,0.09452999943115664
I21,6,0.0045912975299525
I21,5,0.014126845459537423
I21,4,0.01663743009078195
I21,9,0.04607299474021138
I21,8,0.03790582504999525
I16,3,0.01990981281588065
I16,2,0.004111893161453161
I16,1,0.03118896324121593
I16,0,0.0027079443164582666
I16,7,0.609333174102109
I16,6,0.003700575743826898
I16,5,0.053039989431572766
I16,4,0.008125183929893654
I16,9,0.36754180772190825
I16,8,0.1334136319126234
I03,3,0.060154823962234455
I03,2,0.0667973163214447
I03,1,0.010489487686325516
I03,0,0.24240861200938096
I03,7,0.10013734108095167
I03,6,5.7180257755045E-4
I03,5,0.013899606123014073
I03,4,0.006589702431110935
I03,9,0.06943438680619618
I03,8,0.006142387807315049
I17,3,0.018606595674846252
I17,2,0.07336408827933398
I17,1,1.9907602021843661E-4
I17,0,0.005114638720195806
I17,7,0.0012110110282153518
I17,6,0.002723877953837695
I17,5,0.028623425501364996
I17,4,0.008140240959271045
I17,9,0.0012124416495556793
I17,8,0.006004697460877933
I04,3,0.042046293831381865
I04,2,0.024797655173486463
I04,1,0.0077725652255800125
I04,0,0.008569493357178779
I04,7,0.009610435800407637
I04,6,0.010471248877307854
I04,5,0.0038467270953583318
I04,4,0.0076307468146584005
I04,9,0.11422719908983153
I04,8,0.10000560607372817
I14,3,0.00775672803978414
I14,2,0.0021612669047598922
I14,1,5.513518863548259E-4
I14,0,0.0026046771796404745
I14,7,0.007156833242479451
I14,6,0.0026789463041605606
I14,5,0.0015425541121093529
I14,4,0.006890566759577453
I14,9,0.10318146752063963
I14,8,0.002768539942848095
I05,3,0.556677141036144
I05,2,0.7657788866856176
I05,1,0.0019340778241948439
I05,0,0.014182256377751433
I05,7,0.004605906523178128
I05,6,0.06703707728945241
I05,5,0.10330035960401664
I05,4,0.9309140864196921
I05,9,0.008983471028886667
I05,8,0.015368947519192388
I15,3,0.01579035770669548
I15,2,0.0642640547504903
I15,1,0.007387742964587102
I15,0,0.0021730204070440373
I15,7,0.012015326886772882
I15,6,0.0017862126041158887
I15,5,0.006141783350896141
I15,4,0.004817048090634546
I15,9,0.017720743047205903
I15,8,0.10013653825571449
I06,3,0.04331357374379477
I06,2,0.13962175900717785
I06,1,0.019231065654043124
I06,0,0.09306292627493791
I06,7,0.23076023735307122
I06,6,0.13966038819371124
I06,5,0.010811330060684719
I06,4,0.13021986827663334
I06,9,0.5243728329426062
I06,8,0.11464757330533337
I08,3,0.12761251845601645
I08,2,0.6573394987964016
I08,1,0.004784419645898059
I08,0,0.005765652388808971
I08,7,0.015087091522854878
I08,6,0.00668892325029074
I08,5,0.024132958408524377
I08,4,0.00609082254350333
I08,9,0.03267261935500966
I08,8,0.009211324567557265
I07,3,0.021404136495111314
I07,2,0.007638085781673703
I07,1,0.0048716493318487234
I07,0,0.8978349252348777
I07,7,0.10137382909626942
I07,6,0.006028213562255252
I07,5,0.05068299749608664
I07,4,0.003183231145929754
I07,9,0.3526782393910304
I07,8,0.07904845149375296
I19,3,0.07678790996383011
I19,2,0.20793757795635162
I19,1,0.016794132200031738
I19,0,0.09409322554299078
I19,7,0.012258291767196512
I19,6,0.0027404075310374803
I19,5,0.04130824870736304
I19,4,0.0012202550341164561
I19,9,0.27041760807530135
I19,8,0.008120172209624417
I18,3,0.00953392773965208
I18,2,0.0016560164564006319
I18,1,0.009173581409201373
I18,0,0.010629778266101375
I18,7,0.3699661917869797
I18,6,0.00395719577784498
I18,5,0.016785198416736688
I18,4,0.002030602050477961
I18,9,0.10350539314692331
I18,8,0.009504695115475656
I09,3,0.010485379875063127
I09,2,0.02954061838144946
I09,1,0.00985315128694828
I09,0,0.0045265304745041
I09,7,0.10348777478939578
I09,6,0.11371494292035653
I09,5,0.18693420018206647
I09,4,0.9759307665818527
I09,9,0.06822108995358273
I09,8,0.013446318649398029
