silver-infovis-topics--userD.txt,lda_10_0.01_0.01,Score
D20,3,0.08791669789656684
D20,2,0.045624042036353486
D20,1,0.002936520345338922
D20,0,0.15332991463020143
D20,7,0.024074280773552597
D20,6,0.021311658716481528
D20,5,0.0069353459029847945
D20,4,0.04270813967311332
D20,9,0.0241943817414391
D20,8,0.002428584913506861
D19,3,0.002710248638018147
D19,2,7.362224698426103E-4
D19,1,9.754895549866089E-4
D19,0,0.0020702976621441824
D19,7,0.01599140313065675
D19,6,0.003357965067735696
D19,5,0.503089202723273
D19,4,0.0012238187302493061
D19,9,0.029338090452448024
D19,8,0.002367587361010714
D09,3,0.05790669455831201
D09,2,0.03830447763766035
D09,1,0.2256259339979817
D09,0,0.07139833136417371
D09,7,0.026846650458853396
D09,6,0.011334915452153477
D09,5,0.03541349497927526
D09,4,0.7457459269349161
D09,9,0.0471127448981477
D09,8,0.07229562451045873
D08,3,0.7464282558951587
D08,2,0.20908541420528842
D08,1,0.04529048401367942
D08,0,0.028089662291389088
D08,7,0.05190274798952247
D08,6,0.00271412992787177
D08,5,0.1327186653991936
D08,4,0.23574447543486846
D08,9,0.2657975182561329
D08,8,0.005645446488010127
D16,3,0.39988175305539786
D16,2,0.7675221742841755
D16,1,0.004017920532466819
D16,0,0.007546825086495227
D16,7,0.07598677240151433
D16,6,0.01745025763423656
D16,5,0.052826256699521866
D16,4,0.10800499656849157
D16,9,0.007916600951914139
D16,8,0.06858091770382127
D07,3,0.0019514473927600643
D07,2,0.01944924480177344
D07,1,0.35056777786385496
D07,0,0.13968705942492843
D07,7,0.0034731185724072434
D07,6,0.007272263358264225
D07,5,0.03512929518554428
D07,4,0.014967273819373884
D07,9,0.006241590443465724
D07,8,0.0267924420439361
D15,3,0.09129067205466324
D15,2,0.01093764334321854
D15,1,0.9788512618420995
D15,0,0.09548377430011712
D15,7,0.20944462383851056
D15,6,0.0684996568285725
D15,5,0.08640956454413676
D15,4,0.018086123614245445
D15,9,0.6801156815331685
D15,8,0.07751117417961788
D06,3,0.01614883303989907
D06,2,0.03677292519935317
D06,1,0.03590789730311677
D06,0,0.05839100082313856
D06,7,0.8544031207667128
D06,6,0.013503157210234096
D06,5,0.0023583406074464976
D06,4,0.030623585536118787
D06,9,0.01449168462736433
D06,8,0.09065849084675014
D18,3,0.0031423360483645163
D18,2,0.013617477719891862
D18,1,0.008575880941095501
D18,0,0.2868637865595806
D18,7,0.0022215054145491133
D18,6,0.023375733455384795
D18,5,0.8628786179326492
D18,4,0.06605210310897462
