silver-infovis-topics--userH.txt,lda_35_0.01_0.01,Score
H09,19,0.002705864301843093
H09,17,0.054556805456644535
H09,18,0.07683513142464808
H09,33,0.08195268072739041
H09,15,0.0014748352647635278
H09,34,0.002847435469765254
H09,16,0.0013642026944899945
H09,13,0.01172208368999127
H09,14,0.02768093105747885
H09,11,0.4207834854078937
H09,12,0.014841152678691141
H09,21,0.004337747960706009
H09,20,0.6920126500762215
H09,22,0.010111486205312749
H09,23,0.23013758922027147
H09,24,0.033927355885444405
H09,25,0.15134639391059196
H09,26,0.008964006929283638
H09,27,0.0030232931574670934
H09,28,0.002624928859569376
H09,29,0.010746046426578537
H09,3,0.0202869836645995
H09,2,0.07486249875878415
H09,10,0.005462015874549421
H09,1,0.025547643729253718
H09,0,0.025956954643899285
H09,7,0.04318422264281786
H09,30,0.02882886221681134
H09,6,0.006025275489490784
H09,5,0.006708459075073344
H09,32,0.1676578788090028
H09,4,0.11274953318249224
H09,31,0.0036059230934362865
H09,9,0.19080543843992323
H09,8,0.022519624395018385
H08,19,0.32656189348284587
H08,17,0.003251317009380058
H08,18,0.003339665825664368
H08,33,0.06608646707979353
H08,15,9.416497758817183E-4
H08,34,0.0020500105543266997
H08,16,6.497038418131234E-4
H08,13,0.0031795083822589577
H08,14,0.0117780122852804
H08,11,0.005761701259026494
H08,12,0.0011740677988597026
H08,21,0.0032179655975011984
H08,20,0.002296679669678307
H08,22,0.02014427426898795
H08,23,0.00217995618897482
H08,24,0.003945261543288779
H08,25,0.04941210722840683
H08,26,0.0024602588700343947
H08,27,0.001123726225080367
H08,28,0.1265719689819372
H08,29,4.3907745645550806E-4
H08,3,0.0021472555974390347
H08,2,0.0467803962481956
H08,10,7.577609511303184E-4
H08,1,0.0024180646123119227
H08,0,1.996993511407573E-4
H08,7,0.002679743467048719
H08,30,0.001095281387259272
H08,6,0.0018432974029534662
H08,5,0.002942716137283173
H08,32,0.002453257713744585
H08,4,0.0019130693601013696
H08,31,0.003138021376932797
H08,9,0.005009982375065039
H08,8,0.0045124648179055765
H19,19,0.0027349031463760084
H19,17,0.5757437397689922
H19,18,0.30270109157331293
H19,33,0.0024857332338878288
H19,15,0.0032674023928228033
H19,34,0.0033193437349828656
H19,16,0.0017705511119375053
H19,13,0.003157133546524435
H19,14,0.002879415534199728
H19,11,0.005572231351964221
H19,12,0.001973924444314186
H19,21,0.004243344545109922
H19,20,0.0024165905900258955
H19,22,0.0019156573432535648
H19,23,0.04608076360358888
H19,24,0.0020650231448635153
H19,25,0.0024268111780289155
H19,26,0.006645915000635567
H19,27,9.703420741310339E-4
H19,28,0.0031600755726863485
H19,29,5.447693703480067E-4
H19,3,0.4695463708750474
H19,2,0.010287973570254759
H19,10,4.0228662786301854E-4
H19,1,0.0030419321743459654
H19,0,0.0029477618454381497
H19,7,0.002598646543618179
H19,30,0.697902813969946
H19,6,0.0044675160855555136
H19,5,0.004193539908857587
H19,32,0.0029441018706164632
H19,4,0.004277139849081433
H19,31,0.0357772902817168
H19,9,0.024851487845322626
H19,8,0.01577197773998086
H17,19,0.004040591847700093
H17,17,0.11273127990336912
H17,18,0.005351157352246806
H17,33,0.1634680809731868
H17,15,3.1772338943110353E-4
H17,34,0.0018010239350448995
H17,16,0.014100828291211077
H17,13,0.015689861060461652
H17,14,0.05857233190357228
H17,11,0.01905989850369441
H17,12,0.02316296031305726
H17,21,0.01254202396121806
H17,20,0.0077054254317124125
H17,22,0.017924871656418248
H17,23,0.001791790073191808
H17,24,0.5158797141449312
H17,25,0.257319071916014
H17,26,0.0023753857707226192
H17,27,0.0038584271858543915
H17,28,0.12468407906553118
H17,29,0.003477137251285936
H17,3,0.04660826744005698
H17,2,0.13895674646046385
H17,10,6.994843146470759E-4
H17,1,0.0028314164375261718
H17,0,3.808563903748377E-4
H17,7,0.0029090442667164813
H17,30,0.0077565708526966225
H17,6,0.004363471250355129
H17,5,0.008748353658216355
H17,32,0.006536431398596617
H17,4,0.0032266723626433245
H17,31,0.0434040049636582
H17,9,0.006218519115144473
H17,8,0.026674261720302996
H04,19,0.0025067002982937007
H04,17,0.004459958784769458
H04,18,0.007018611937504949
H04,33,0.12942929235717304
H04,15,0.07329509484021789
H04,34,0.0019990329061704906
H04,16,0.0017061998730213532
H04,13,0.125012462711551
H04,14,0.0025997224499467427
H04,11,0.007937205274917588
H04,12,0.0029633156602891573
H04,21,0.001682954268584116
H04,20,0.003172996735975149
H04,22,0.001262499830376893
H04,23,0.0172772326407315
H04,24,0.0036912524419401957
H04,25,0.09462772648900887
H04,26,0.0017487046281321214
H04,27,0.0034519692957120534
H04,28,0.004842804358852476
H04,29,0.8112593034023647
H04,3,0.0017990635469144276
H04,2,0.09179789417215593
H04,10,5.718214335380132E-4
H04,1,0.0469486878114493
H04,0,0.9497946423966974
H04,7,0.002001910877036595
H04,30,0.5236034038694909
H04,6,0.0019788898872949465
H04,5,0.007777007791159822
H04,32,0.010336348301427817
H04,4,0.001967346268354591
H04,31,0.060356195692126885
H04,9,0.0049314161689395335
H04,8,0.009436313202043762
H18,19,0.0025165247957987373
H18,17,0.011873653471913279
H18,18,0.013781025351019488
H18,33,0.002506172602747855
H18,15,0.007511223420183164
H18,34,0.006148458373455449
H18,16,0.0018815228370818928
H18,13,0.004832723742824254
H18,14,0.06692035959673046
H18,11,0.16371755532760285
H18,12,0.001888719875308292
H18,21,0.3524897507953694
H18,20,0.0242872605099594
H18,22,0.0020993283084640444
H18,23,0.010435566628758181
H18,24,0.016302177895843217
H18,25,0.008873896679228116
H18,26,0.045166755034126455
H18,27,7.723235043217371E-4
H18,28,0.13236959409897428
H18,29,0.0013228844039527264
H18,3,0.009677964005205047
H18,2,0.0061312069167860075
H18,10,4.6163101786665883E-4
H18,1,0.027103911059088562
H18,0,8.091877642947474E-4
H18,7,0.4582278259901235
H18,30,0.009276689841365864
H18,6,0.001032716184454607
H18,5,0.0026549011117812825
H18,32,0.0014917003336312996
H18,4,0.0018452780173793073
H18,31,0.0010278049688479075
H18,9,0.006143915354255513
H18,8,0.012953399838061439
H05,19,0.0017432817448241932
H05,17,7.074931157292842E-4
H05,18,0.002082546093542246
H05,33,0.07681030558936602
H05,15,0.087187251945767
H05,34,0.12442558265165743
H05,16,8.749089120554958E-4
H05,13,0.004176343726037282
H05,14,0.001887640790945179
H05,11,0.0062164990116978115
H05,12,0.0012848355152750943
H05,21,0.6163564705745641
H05,20,0.002356221902072152
H05,22,0.0013901324680389165
H05,23,0.3857549915375781
H05,24,0.0037477979644735186
H05,25,0.19562994936557052
H05,26,0.3061819882277597
H05,27,0.0016545902976306073
H05,28,0.002642323130095377
H05,29,0.02091917222996957
H05,3,0.002884231372274508
H05,2,0.08090245628285325
H05,10,0.04491219923419406
H05,1,0.0451831167860194
H05,0,0.010360241460850163
H05,7,0.005295836478932455
H05,30,0.14804580034864956
H05,6,0.005575533794211072
H05,5,0.03371029958942405
H05,32,0.0025061190795411803
H05,4,0.0015406664117332055
H05,31,0.004453287994469061
H05,9,0.0013006206814856337
H05,8,0.006119205038377559
H15,19,0.4933973636428659
H15,17,0.002117757483223155
H15,18,0.019261641599753725
H15,33,0.0026047558751969915
H15,15,6.788861513793342E-4
H15,34,0.2572014904684405
H15,16,0.001369275267738684
H15,13,0.0015219320892336473
H15,14,0.013694538492732776
H15,11,0.0024462221576324996
H15,12,0.001689652090826683
H15,21,0.8361865530703292
H15,20,8.671865493132516E-4
H15,22,0.0013214420559613423
H15,23,5.707650683618385E-4
H15,24,0.0014923925131998229
H15,25,0.02005168864018927
H15,26,0.021336647953336344
H15,27,7.670442553702634E-4
H15,28,0.0040465809030343245
H15,29,0.0018373690999055683
H15,3,0.0038113102930639703
H15,2,0.0026820673504569545
H15,10,4.6333016624661757E-4
H15,1,0.0063596935867868305
H15,0,3.064322640403058E-4
H15,7,0.05109774772038192
H15,30,9.127416707544044E-4
H15,6,0.0016073553618637592
H15,5,0.004100332352176404
H15,32,0.742342753264585
H15,4,0.00286590232309032
H15,31,0.01761294651600392
H15,9,0.0021986153476495386
H15,8,0.0024871585859306262
H06,19,0.29608443705034715
H06,17,0.0025464502098456404
H06,18,0.4617858298282247
H06,33,0.004025971937047413
H06,15,0.0010346502639751074
H06,34,0.5096291242601574
H06,16,2.9303634965546505E-4
H06,13,0.0052954829069744
H06,14,0.009892288165320317
H06,11,0.24610170242736565
H06,12,0.001338252800032822
H06,21,0.0015461557018948682
H06,20,0.00253504004094824
H06,22,0.0695024825835806
H06,23,0.0015349862484129164
H06,24,0.0011892689192128734
H06,25,0.0051545342482669535
H06,26,0.00496573404964708
H06,27,6.57061122572179E-4
H06,28,0.12469371760334506
H06,29,0.001081991809035749
H06,3,0.0050826253787635
H06,2,0.01008347804094507
H06,10,6.659426660476031E-4
H06,1,0.01068599669094473
H06,0,1.4470759653069482E-4
H06,7,0.080490781799748
H06,30,0.0014623478185543945
H06,6,0.008070508525354441
H06,5,0.004778982035003194
H06,32,0.01362754740229434
H06,4,0.0016852451513453945
H06,31,0.013194681045721423
H06,9,0.0011926719137320763
H06,8,0.0030094141775113643
H16,19,0.002111226918065328
H16,17,0.2137391618789533
H16,18,0.007847907455546511
H16,33,0.12464202162563325
H16,15,0.01056265006431125
H16,34,0.0031409617405379546
H16,16,0.011919127566077579
H16,13,0.10016364422446257
H16,14,0.9272340775680091
H16,11,0.004253696589561785
H16,12,0.003228681785346707
H16,21,0.0028624168866565112
H16,20,0.2411390280108602
H16,22,0.0042787115971499685
H16,23,0.008870995404509457
H16,24,0.003139473570487756
H16,25,0.20635446475213348
H16,26,0.0023988756783484837
H16,27,0.023484835508039127
H16,28,0.007825057453200395
H16,29,0.01020478476210451
H16,3,0.003542092530311169
H16,2,0.11153974456853567
H16,10,0.002378706079930772
H16,1,0.0029330427143247468
H16,0,0.002238871226031292
H16,7,0.004691445207262445
H16,30,0.01031555691554494
H16,6,0.32699624591458093
H16,5,0.003795996470237157
H16,32,0.013189037010724526
H16,4,0.012091871419590049
H16,31,0.004981231796467801
H16,9,0.4396058674999648
H16,8,0.023091854740838476
H07,19,0.00377263968920285
H07,17,0.004004053175123733
H07,18,0.04137581141368865
H07,33,0.4260177605849286
H07,15,0.005193215463073524
H07,34,0.0854134735987407
H07,16,0.0534027104050143
H07,13,0.00899936702889066
H07,14,0.009268461415613124
H07,11,0.1429411264440218
H07,12,0.019250845372239356
H07,21,0.004598729737617535
H07,20,0.011548904666248149
H07,22,0.0027347135183990357
H07,23,0.273456467681134
H07,24,0.0022913510017289924
H07,25,0.4942898912413259
H07,26,0.010743440431580627
H07,27,0.010618143774659852
H07,28,0.044371114214199016
H07,29,0.00406457794669679
H07,3,0.7175880200708
H07,2,0.20634706777778036
H07,10,3.952156584563592E-4
H07,1,0.0025634302034273555
H07,0,0.004442372494614496
H07,7,0.005895090936471906
H07,30,0.00183804722381846
H07,6,0.0033628774439795027
H07,5,0.005718830034223855
H07,32,0.005266734869889718
H07,4,0.004207833949436157
H07,31,0.0771250507903187
H07,9,0.006468545998891856
H07,8,0.008420507405315294
H13,19,0.0027865250224191674
H13,17,0.0017144052789810878
H13,18,0.0024878410461500623
H13,33,0.7811015045900731
H13,15,2.5958988751835754E-4
H13,34,8.828914870016891E-4
H13,16,0.0033692677807004986
H13,13,0.08084136111766793
H13,14,0.005334268970102601
H13,11,0.7588397901320029
H13,12,0.001780713756998376
H13,21,0.006543515859308395
H13,20,0.0051093079263777475
H13,22,9.626134547700474E-4
H13,23,0.0013274098462380832
H13,24,0.005305833855387614
H13,25,0.383681326875624
H13,26,0.001077517794085375
H13,27,0.0022249314543129274
H13,28,0.5543725433624002
H13,29,0.011413530384075502
H13,3,0.002633367246198402
H13,2,0.6802352316011303
H13,10,7.933049951693666E-4
H13,1,0.002482000935759197
H13,0,2.3016327154503242E-4
H13,7,0.002085548879150202
H13,30,0.002354679904615297
H13,6,0.003898224436055699
H13,5,0.002527613568539833
H13,32,0.0023891599598199692
H13,4,5.023203737322885E-4
H13,31,0.1802289320318583
H13,9,0.00214032895634811
H13,8,0.004916812671361111
H14,19,0.0011439377477311854
H14,17,0.1806918067526934
H14,18,0.08792412043823467
H14,33,9.415206465887989E-4
H14,15,0.00241600083404925
H14,34,9.216199424896647E-4
H14,16,3.4603154744598547E-4
H14,13,0.0018185217528363085
H14,14,0.0028360722177990477
H14,11,0.001491872993107148
H14,12,0.001596826564988993
H14,21,7.693732284812468E-4
H14,20,3.893072657122978E-4
H14,22,0.01415801066731784
H14,23,7.333613986975039E-4
H14,24,0.12604311501291815
H14,25,0.0018285115423054149
H14,26,0.3728685487716702
H14,27,9.171060530618473E-4
H14,28,0.11763826751378134
H14,29,2.6727685503719496E-4
H14,3,0.00906073474053845
H14,2,5.713147566602621E-4
H14,10,3.7812236621013155E-4
H14,1,0.006161838130405229
H14,0,1.5507194711707003E-4
H14,7,0.012001735093651312
H14,30,5.264775211941611E-4
H14,6,0.0010973437716619958
H14,5,0.0021860698204475455
H14,32,8.136857115492402E-4
H14,4,0.014533919710025068
H14,31,0.0010450248802745285
H14,9,0.017262919604196767
H14,8,9.032395140390254E-4
H01,19,0.0030198615286794045
H01,17,0.004967619545988033
H01,18,0.03517045706891268
H01,33,0.13481412310533478
H01,15,0.9462282250514735
H01,34,0.002233009835763133
H01,16,0.0016875129296665004
H01,13,0.003061846002794299
