silver-infovis-topics--userA.txt,lda_40_0.001_0.0001,Score
A20,19,0.0014361912003077078
A20,35,0.005443804657030634
A20,17,0.003999160214288259
A20,36,0.0022694023864060276
A20,18,0.39750535151363964
A20,33,0.0024129572437169883
A20,15,0.05709641644057391
A20,34,0.398558040129608
A20,16,0.0011966731809634724
A20,39,0.37640947032979594
A20,13,0.0010485492128871519
A20,14,0.05897186031498629
A20,37,0.002439137955645977
A20,11,0.2426290356991176
A20,38,4.644552874129679E-4
A20,12,0.0031788051045652218
A20,21,0.0012805950635101523
A20,20,0.0026744951928354857
A20,22,0.0031564165459946583
A20,23,0.013348459094707896
A20,24,0.5021633547642511
A20,25,0.002621818190400193
A20,26,0.0022773865737752675
A20,27,0.0016789890582101633
A20,28,0.0027013227134313473
A20,29,0.008265317367471813
A20,3,0.001967830312025653
A20,2,6.186020372893627E-4
A20,10,0.0032013279663814067
A20,1,0.0019440171357287225
A20,0,0.001887019112646402
A20,7,0.0027802798117351753
A20,30,0.0017565929167573178
A20,6,0.002484910793859067
A20,5,0.002125820628370551
A20,32,0.0047944885879229
A20,4,0.5351245447102703
A20,31,0.06738432065802621
A20,9,0.007427884327677511
A20,8,0.004147990455638615
A19,19,8.737399172244162E-4
A19,35,0.0446441758833807
A19,17,0.0026987473363587664
A19,36,0.003927980492905777
A19,18,0.002064232256070901
A19,33,3.394953976998644E-4
A19,15,1.343988414737621E-4
A19,34,0.07002115971864356
A19,16,0.9457474158606084
A19,39,0.004209977022716865
A19,13,0.002365025534285581
A19,14,0.0256000320815272
A19,37,0.004631867405944437
A19,11,0.015880838911350247
A19,38,0.005021402729574625
A19,12,0.4877975774435459
A19,21,0.6687073107836002
A19,20,0.46042797117390283
A19,22,0.004832342441942139
A19,23,0.002075057375081061
A19,24,0.0028458799025553377
A19,25,6.73907309556809E-4
A19,26,0.0011616725294224266
A19,27,9.280367482390257E-4
A19,28,0.001098939618953768
A19,29,0.0015422272545184846
A19,3,0.15713897911167019
A19,2,0.0010785601657484025
A19,10,0.005078551494987098
A19,1,0.03929817235847925
A19,0,0.0024646281384195735
A19,7,0.10629814555541424
A19,30,0.016586611948949247
A19,6,3.474472415294374E-4
A19,5,0.008950795023563772
A19,32,0.0085512850109225
A19,4,0.0033701084056224494
A19,31,0.0017739960821814343
A19,9,0.005837933041275849
A19,8,0.001857214983202679
A18,19,0.001904721703932527
A18,35,0.0048304278736906
A18,17,0.00259195292768679
A18,36,0.002025498242213301
A18,18,0.004013420627420963
A18,33,0.030302493537109145
A18,15,0.005420162018267739
A18,34,0.0019416645389638252
A18,16,0.00410958987877563
A18,39,0.007916757359540297
A18,13,0.003082338369032045
A18,14,0.004801188220906667
A18,37,0.0030557840356973654
A18,11,0.0023364420201562367
A18,38,6.031579275264952E-4
A18,12,0.0019302587570408697
A18,21,0.0016540192799950545
A18,20,0.02980675761886089
A18,22,0.005754264913341096
A18,23,0.001947493703757433
A18,24,0.002392662736465733
A18,25,0.0017747914719659322
A18,26,0.0022595374464969096
A18,27,0.005901705449677615
A18,28,0.01884970221371452
A18,29,0.0033883649826377763
A18,3,0.007384118487232861
A18,2,0.0012417443626927247
A18,10,0.21271734312037952
A18,1,0.004405283712147488
A18,0,0.0017860830794555116
A18,7,0.0034670826024284854
A18,30,0.010256856422708054
A18,6,0.0026484858609510994
A18,5,0.0629637138951681
A18,32,0.001390450587548198
A18,4,0.0022036110185766965
A18,31,0.0026612204968829182
A18,9,0.002063531738410349
A18,8,0.8246554429988502
A09,19,0.0037680564699820404
A09,35,4.896409300073904E-4
A09,17,0.0017829887628438635
A09,36,0.00346669321682247
A09,18,0.0026980883054981935
A09,33,6.343359727095627E-4
A09,15,3.7183603958068954E-4
A09,34,0.0019645592796150493
A09,16,9.413595807684154E-4
A09,39,0.13222992127006508
A09,13,0.019314838045781442
A09,14,0.0031118980811156633
A09,37,0.0014311447299672536
A09,11,0.0023210823099369853
A09,38,5.37443542789668E-4
A09,12,6.076294435984826E-4
A09,21,0.0010118599276042087
A09,20,0.002739426950869966
A09,22,0.002166902784959726
A09,23,0.004359597192644833
A09,24,9.78068855656432E-4
A09,25,6.318351546712225E-4
A09,26,0.008694367244802053
A09,27,6.309347050559416E-4
A09,28,0.0010231390661772615
A09,29,0.08922820733791106
A09,3,0.0016161461690705715
