label-keyword-freq-sum-idf.txt,lda_30_0.1_0.1,Score
19,19,0.010242217598522717
19,17,0.07010367476247638
19,18,5.427467508219952E-4
19,15,9.015563339060109E-4
19,16,6.884904105906727E-4
19,13,0.002610994373954945
19,14,0.023582083198417078
19,11,0.017620318534204916
19,12,0.0015780314508100188
19,21,6.72459694730005E-4
19,20,0.009178509813112261
19,22,0.0033033933906715432
19,23,0.002467993965932612
19,24,0.0015184902396022748
19,25,0.040693833365880165
19,26,0.004088810637948548
19,27,5.397480729749141E-4
19,28,6.444644149684754E-4
19,29,9.285224508564659E-5
19,3,6.010246068655812E-4
19,2,0.04842666795160116
19,10,0.016302899673393167
19,1,0.0023387968110501955
19,0,4.6184947951642853E-4
19,7,0.007748345755329955
19,6,0.26849877747458967
19,5,9.49292718992727E-4
19,4,0.005998009822744717
19,9,0.002352324828311808
19,8,7.619960367183893E-4
17,19,0.002934441980841517
17,17,0.008256063407779526
17,18,0.00433179621885834
17,15,0.004046121772529845
17,16,0.0013497622761145297
17,13,0.0018038831874502938
17,14,0.00799691018891523
17,11,0.11220735299280678
17,12,0.1335119388697602
17,21,0.002939533116677247
17,20,0.00878141739982633
17,22,0.002113224367310467
17,23,0.01526102128561226
17,24,0.002866041515546349
17,25,0.006883217185550057
17,26,0.8364030925707161
17,27,0.030187681835134015
17,28,8.088027339285396E-4
17,29,0.001250824038489368
17,3,0.0046987024519324
17,2,0.04815965247079224
17,10,0.006721858439176215
17,1,0.04475011855329221
17,0,3.467488552177264E-4
17,7,0.05911745054979115
17,6,0.21423080415513965
17,5,9.964430890147728E-4
17,4,0.016184774029776236
17,9,0.008603649047269997
17,8,0.004722746213245785
18,19,0.005446577087798964
18,17,0.024211900285847476
18,18,0.002568725939220378
18,15,0.0034020814436750645
18,16,9.130577730435832E-4
18,13,0.002839797909689419
18,14,0.006824544635694146
18,11,0.24871248681748528
18,12,0.3759456422721318
18,21,0.0019487199869393835
18,20,0.014370423579081778
18,22,0.0013090880437887581
18,23,0.005012638561458599
18,24,0.006487541223729008
18,25,0.0041146772037986955
18,26,0.82449456198822
18,27,0.011863148774671033
18,28,7.149952211836139E-4
18,29,8.962716741724647E-4
18,3,0.007214677277553201
18,2,0.05760207561856185
18,10,0.00796633787731444
18,1,0.03270737926415493
18,0,3.638352474524883E-4
18,7,0.10188553692011924
18,6,0.4090372792856999
18,5,0.0012505537009001267
18,4,0.034837664778802256
18,9,0.004363346037553785
18,8,6.532692800034892E-4
15,19,0.009333530105113473
15,17,0.019517374551245276
15,18,0.01059622945021616
15,15,0.003405667562865619
15,16,0.004734502020544362
15,13,0.19607147675144904
15,14,0.021542912039229676
15,11,0.018569910598398236
