silver-infovis-topics--userJ.txt,lda_25_0.01_0.001,Score
J20,19,0.0031875898877585483
J20,17,0.0064104197105579784
J20,18,0.010434278858660828
J20,15,0.02366440817111107
J20,16,0.004585478314606942
J20,13,0.012822359819156066
J20,14,0.006670211268308798
J20,11,0.005462348628094465
J20,12,0.02498195696304774
J20,21,0.02890019795382384
J20,20,0.32217333981615254
J20,22,0.12131601386814529
J20,23,0.016347909846609374
J20,24,0.004059278430034984
J20,3,0.003303607813249596
J20,2,0.543704732070731
J20,10,0.003597077849679726
J20,1,0.038880040219266936
J20,0,0.07070978139557514
J20,7,0.002504901417626589
J20,6,0.12543933998164003
J20,5,0.027847718813028322
J20,4,0.04527402892593383
J20,9,0.003123348147149045
J20,8,0.2891975468438442
J21,19,0.0109085287137592
J21,17,0.013329861043521253
J21,18,0.30355356572840797
J21,15,0.0067985409755097264
J21,16,0.06758680026279641
J21,13,0.008642283751780081
J21,14,0.012769401308288563
J21,11,0.011249949585131926
J21,12,0.0019086173831139176
J21,21,0.004434550891957667
J21,20,0.3690325660480693
J21,22,0.021784937243450837
J21,23,0.008186767962635245
J21,24,0.007835367362733789
J21,3,0.006976905508608692
J21,2,0.2540720836510146
J21,10,0.012858179075617137
J21,1,0.011728424339121635
J21,0,0.00687170282831923
J21,7,0.09091598775864541
J21,6,0.10574537431480283
J21,5,0.10021618357171813
J21,4,0.12881535771944053
J21,9,0.029451646214950493
J21,8,0.07478341085891925
J22,19,0.003806402553864815
J22,17,0.010731555283352009
J22,18,0.002773574494208387
J22,15,0.003915967581400149
J22,16,0.010498724928795994
J22,13,0.007941060117411036
J22,14,0.0028393409552533292
J22,11,0.006982094417710556
J22,12,0.0038855111218695196
J22,21,0.5629533834127831
J22,20,0.02567571674861716
J22,22,0.005837894438305604
J22,23,0.003150561680728224
J22,24,0.007870536447172512
J22,3,0.004012025882219976
J22,2,0.017946694203347147
J22,10,0.0035515295324523833
J22,1,0.010595701471827566
J22,0,0.017063643201775922
J22,7,0.059821075134669825
J22,6,0.0025175156867806225
J22,5,0.0014252314224210672
J22,4,0.0066382154047511
J22,9,0.001817474057281802
