silver-infovis-topics--userA.txt,lda_35_0.0001_0.001,Score
A20,19,0.0017247804888885468
A20,17,0.001749754584371323
A20,18,0.027095988696939848
A20,33,0.004136630472302778
A20,15,0.02086519238287936
A20,34,0.008455643821165697
A20,16,0.6828778882971764
A20,13,0.001194028192598917
A20,14,0.006141879162466968
A20,11,0.21019310802441277
A20,12,0.005212985112318115
A20,21,0.0027223136693946375
A20,20,0.0011684198735801635
A20,22,0.0032838716236393267
A20,23,0.008964969930379093
A20,24,0.005483974851726226
A20,25,0.0030559396175247632
A20,26,0.003913726771552339
A20,27,0.003792472843820993
A20,28,0.0012842395803279144
A20,29,0.15418920966639743
A20,3,0.010122292221327477
A20,2,0.005584442683515838
A20,10,0.009865258278479578
A20,1,0.0018684977723192264
A20,0,0.009786247740432944
A20,7,0.003176374093767109
A20,30,0.0018532045194466654
A20,6,0.03080993274952487
A20,5,0.5879976257756989
A20,32,0.001295489955962352
A20,4,0.001999339276511188
A20,31,0.00205214861912488
A20,9,0.002487815987346476
A20,8,5.928650223055352E-4
A19,19,0.024380141111902117
A19,17,0.007640770439392219
A19,18,0.006000661425931252
A19,33,0.0030237723303722427
A19,15,0.10640789939688282
A19,34,0.0012787198694806188
A19,16,0.001099901785041658
A19,13,0.0017726420768062504
A19,14,7.789697805871221E-4
A19,11,0.007072515069075465
A19,12,0.055099147234078126
A19,21,0.8004675584963563
A19,20,0.5858178776272043
A19,22,0.0690271341074513
A19,23,0.006686698517484744
A19,24,0.6654159856745124
A19,25,0.0015140267716069928
A19,26,0.016668695273150545
A19,27,0.013173933721984506
A19,28,0.13329125984446488
A19,29,0.6306868212086048
A19,3,0.007904943873650925
A19,2,0.001586953707060123
A19,10,0.8381096270054561
A19,1,0.0033887141894149994
A19,0,1.5801307558676995E-4
A19,7,0.8351677513696144
A19,30,0.029092578064046738
A19,6,0.005867357044371656
A19,5,0.0031952901778920127
A19,32,0.006032868975491102
A19,4,0.0020515969716681038
A19,31,0.11487458393167418
A19,9,0.0019147661797599901
A19,8,0.005851649226311374
A18,19,0.0033162594293063142
A18,17,0.0710612035568595
A18,18,0.014572086653965163
A18,33,0.002813473021407269
A18,15,0.006788041132273704
A18,34,0.0014815614750900783
A18,16,0.0017800915358788074
A18,13,0.002617985227330864
A18,14,0.0013753525092099679
A18,11,0.005541414292752606
A18,12,0.0010247395446105366
A18,21,0.0020381747526718877
A18,20,0.025454445048334624
A18,22,0.003260117291367804
A18,23,0.005014885946104955
A18,24,0.002671710058315636
A18,25,0.003077631728613184
A18,26,0.00336962454780424
A18,27,0.001286155852769081
A18,28,0.002068491738000765
A18,29,0.013126806125226632
A18,3,0.0026773267032751988
A18,2,0.006245016652377968
A18,10,0.001318639171799024
A18,1,0.8840391012334127
A18,0,0.0026794021397877122
A18,7,0.16840212958028095
A18,30,0.003755033285533877
A18,6,0.0034359047060356683
A18,5,0.0018862585884169506
A18,32,0.0034261857956744053
A18,4,0.003671470326712071
