silver-infovis-topics--userI.txt,lda_50_0.01_0.001,Score
I20,35,2.887349175456507E-4
I20,36,0.0025355618381108056
I20,33,0.005742371978095052
I20,34,0.0012140389969589518
I20,39,5.53775241560341E-4
I20,37,0.043732738793393795
I20,38,1.4829562830045984E-4
I20,43,3.7241457763351356E-4
I20,42,0.03359299128920597
I20,41,0.0012140225257894787
I20,40,0.11374304290234549
I20,22,0.004425268078903975
I20,23,2.9096842609911585E-4
I20,24,2.0639227498411297E-5
I20,25,1.425247776087832E-4
I20,26,0.0012431495393007326
I20,27,3.12338585226108E-4
I20,28,0.18933965620606133
I20,29,4.273495423304928E-4
I20,3,0.001529669423406175
I20,2,7.762341860412517E-4
I20,1,0.002350267925809536
I20,0,0.4231148616058136
I20,30,0.0017204854012866657
I20,7,9.405702696996318E-4
I20,6,0.0041074176087769095
I20,32,2.335519352146917E-4
I20,5,5.615987082406743E-4
I20,31,0.0020350730050708796
I20,4,0.0010878904142871278
I20,9,6.30530414066048E-4
I20,8,0.003256172415832858
I20,19,6.647161998392105E-4
I20,17,0.0010675337236006916
I20,18,7.614673369446512E-4
I20,15,0.0013105246670957996
I20,16,0.00432650501671148
I20,13,7.447045129796571E-4
I20,14,0.1940832239714248
I20,11,5.461884048582467E-4
I20,12,0.003758718034549728
I20,21,5.074473671307883E-4
I20,20,0.0018527563010041653
I20,49,3.195579164625551E-4
I20,48,4.8362057022777806E-4
I20,45,8.479242928190859E-5
I20,44,0.0018631288578155375
I20,47,0.0017650399903699188
I20,46,5.342609528473836E-4
I20,10,9.17693586800609E-4
I12,35,0.0032662888990537173
I12,36,6.584487769319916E-4
I12,33,0.1378060250652911
I12,34,0.0018005461959250263
I12,39,0.004143433989863273
I12,37,0.003449652048716576
I12,38,5.207103720451553E-4
I12,43,0.024720262150135543
I12,42,0.07625127545718989
I12,41,9.776247868590123E-4
I12,40,0.11458714150784258
I12,22,0.15529782604055045
I12,23,0.02528157345048287
I12,24,7.885741844169767E-4
I12,25,0.006071382448284956
I12,26,0.027887407962047413
I12,27,0.0012788728901331748
I12,28,0.04766736924294339
I12,29,0.002155989406904291
I12,3,0.9581765443604879
I12,2,0.33252913068206025
I12,1,0.0011331604548836093
I12,0,0.005653837747790686
I12,30,0.0026602064839006357
I12,7,0.007558932013589348
I12,6,5.446877542875684E-4
I12,32,0.015356330703451163
I12,5,0.004694063687488223
I12,31,0.0033290928408496495
I12,4,0.007257513632302908
I12,9,0.004846902717737862
I12,8,4.4187109756394476E-4
I12,19,0.0011059648835525756
I12,17,0.006262066954456697
I12,18,0.0036699359652198303
I12,15,0.0032860215744511087
I12,16,0.0034035076821339323
I12,13,0.017694431972979024
I12,14,0.0013311674088029785
I12,11,0.012173642178288147
I12,12,0.002483898821089689
I12,21,0.003724312075414645
I12,20,4.643503507725179E-4
I12,49,0.002717482314890118
I12,48,0.004451727478217159
I12,45,0.008035390081598086
I12,44,0.03162185597502384
I12,47,0.0016921967059586524
I12,46,0.0025824860496318114
I12,10,0.003578123551403209
I13,35,0.0021672836282038265
I13,36,9.971822022877984E-4
I13,33,0.16981497391627412
I13,34,0.0156360033568159
I13,39,0.0035526664872382115
I13,37,0.0033185599993260932
I13,38,9.73404298912105E-5
I13,43,4.74132117245837E-4
I13,42,0.0027234375759478636
I13,41,0.02340337619411053
I13,40,0.0020469845935382107
I13,22,0.010698157409158604
I13,23,0.0013141539970508442
I13,24,0.010522746102046475
I13,25,0.012116577423871056
I13,26,0.002365090860665431
I13,27,0.020318627107789585
I13,28,0.00912501599663297
I13,29,0.013061288514277326
I13,3,0.007018976996942887
I13,2,0.7772455145695708
I13,1,3.4335372786239456E-4
I13,0,0.002842404465956554
I13,30,0.0019382932558931352
I13,7,8.985603486513149E-4
I13,6,8.565981013443243E-4
I13,32,0.0017911105577906503
I13,5,0.001019405880990458
I13,31,0.0019473663695997344
I13,4,6.958154790208938E-4
I13,9,0.011456064288802198
I13,8,3.625705252143532E-4
I13,19,0.012951333579202445
I13,17,0.00232402980325965
I13,18,3.679108574343532E-4
I13,15,0.009878496329597164
I13,16,0.0015515501966524234
I13,13,9.040961536453615E-4
I13,14,5.253279379651114E-4
I13,11,0.0010431552003369738
I13,12,0.001348281878224876
I13,21,0.0010949368303464935
I13,20,0.0017069336756288071
I13,49,0.4233152429924494
I13,48,0.0032657976863871606
I13,45,2.0827274198443474E-4
I13,44,0.0016712309893144746
I13,47,0.0012439179660568831
I13,46,0.0015016960093349574
I13,10,0.004066678894353803
I01,35,0.14759779805262443
