silver-infovis-topics--userH.txt,lda_40_0.0001_0.0001,Score
H09,19,0.005858502936591854
H09,35,0.11520518387480692
H09,17,0.09754713503209071
H09,36,0.38744107830473484
H09,18,0.0029413718788779226
H09,33,0.040071286782202835
H09,15,0.00392501019281134
H09,34,0.0030336035602725646
H09,16,0.022439227532188456
H09,39,0.08674008407299734
H09,13,0.029730256133583387
H09,14,0.1817132264084557
H09,37,0.0024016501098571893
H09,11,0.0031142757477755525
H09,38,0.002999689899736336
H09,12,0.04026057634013038
H09,21,0.0038121894666269824
H09,20,0.0049331302164696625
H09,22,0.0325624730641419
H09,23,0.0035701335356381004
H09,24,0.6845022299357278
H09,25,0.009668061325119463
H09,26,0.0215897860354943
H09,27,0.008919201055306218
H09,28,0.0021296678438686573
H09,29,0.008351265546523283
H09,3,0.008799808087491543
H09,2,0.006829136736627934
H09,10,0.005687059263277618
H09,1,0.3889628502654736
H09,0,0.034614708628220074
H09,7,0.006332286058795034
H09,30,0.031149828775734106
H09,6,0.004942843203166999
H09,5,0.007159656281191069
H09,32,0.016587007836864086
H09,4,0.019110588604966113
H09,31,0.004072482102407824
H09,9,9.301234245579429E-4
H09,8,0.06552887800502268
H08,19,0.002772854294913288
H08,35,0.07962801348717788
H08,17,0.0017593328226626404
H08,36,0.002912578510952038
H08,18,0.0022391952551735904
H08,33,0.001681179091356984
H08,15,0.005725913439209839
H08,34,0.009456617359305813
H08,16,0.010717025461861613
H08,39,0.003315091836632416
H08,13,0.006443670774766725
H08,14,0.0016284073006359728
H08,37,0.0018157007193995106
H08,11,8.081353041136273E-4
H08,38,0.0023275407163477393
H08,12,0.0027622652448988914
H08,21,9.076334153271297E-4
H08,20,0.0027021594063552207
H08,22,1.8457717299513642E-4
H08,23,0.0032613852552982525
H08,24,0.03167349449403297
H08,25,0.0023613374073527676
H08,26,0.05698585681723308
H08,27,0.0011680380323018285
H08,28,0.0012693202391029703
H08,29,0.010288461058074325
H08,3,0.0013926818805841822
H08,2,0.002071430219883244
H08,10,0.0035270484454089897
H08,1,0.004248946259007796
H08,0,0.004782356449240643
H08,7,1.644054756303214E-4
H08,30,7.257950882595022E-4
H08,6,0.0011151753529262624
H08,5,7.074656221884914E-4
H08,32,0.0010451954791434602
H08,4,0.049894654944689636
H08,31,0.4055067025387734
H08,9,0.0025820352063333964
H08,8,5.901983940816385E-4
H19,19,0.0021278336661222047
H19,35,0.0016265950973944668
H19,17,0.004121493152279333
H19,36,6.813550510671859E-4
H19,18,0.003640353323930239
H19,33,0.002255992922235326
H19,15,0.0016403564532008453
H19,34,0.0016868587042884826
H19,16,0.002938119340880324
H19,39,0.503988416630214
H19,13,0.017045316451979757
H19,14,0.003593988156746993
H19,37,7.950752607018142E-4
H19,11,0.0010353083352592188
H19,38,0.004104911558347041
H19,12,0.003895768730707777
H19,21,8.45896027305465E-4
H19,20,0.003249906841986761
H19,22,0.0022319735911548073
H19,23,0.10899964033253219
H19,24,0.07179689048428577
H19,25,0.004198927712942279
H19,26,0.002471163146972537
H19,27,0.6712588621674898
H19,28,0.0012023611897540578
H19,29,0.0016766511504201047
H19,3,0.004728870575863185
H19,2,0.008100873973970935
H19,10,0.0021041081829258367
H19,1,0.005304076065744112
H19,0,0.011204837432523606
H19,7,0.002687735691167222
H19,30,0.748029456459165
H19,6,0.002946576012456709
H19,5,9.974468123354666E-4
H19,32,0.0014774836487361272
H19,4,0.003768842767756603
H19,31,0.0024935311914731063
H19,9,0.009398091584495867
H19,8,0.0013337701543536008
H17,19,0.008145176968057803
H17,35,0.20065582576942295
H17,17,0.0030318075896798684
H17,36,0.0013219892156671785
H17,18,0.006422635045970692
H17,33,0.0020744392562849893
H17,15,0.4879613682668391
H17,34,0.5537389199850871
H17,16,0.002805345233622741
H17,39,0.10108479595907854
H17,13,0.04036397735352688
