silver-infovis-topics--userE.txt,lda_35_0.1_0.001,Score
E02,19,0.007998449193425896
E02,17,0.12612925833580976
E02,18,0.008012534974543082
E02,33,0.004121511425429862
E02,15,0.6574080618473148
E02,34,0.0035553674856457036
E02,16,0.14907199187998899
E02,13,0.014241246828805235
E02,14,0.3858467732564863
E02,11,0.012626424715512476
E02,12,0.20832580198617415
E02,21,0.005684629074886192
E02,20,0.2633965899319782
E02,22,0.005940083156539389
E02,23,0.0031828595602128233
E02,24,0.2525031041473942
E02,25,0.08991502676914646
E02,26,0.05333795851945765
E02,27,0.004885376709977561
E02,28,0.09497406879411166
E02,29,0.0023901535854733173
E02,3,0.0034074245656829463
E02,2,0.4737893940101834
E02,10,0.10612540701818159
E02,1,0.0074735698154275694
E02,0,0.0030688908266894932
E02,7,0.008519201453821072
E02,30,0.018565667300789183
E02,6,0.005309266196107879
E02,5,0.07118908942001682
E02,32,0.006302724574125185
E02,4,0.012516512584034828
E02,31,0.010376805804163992
E02,9,0.24159797410249692
E02,8,0.003291057618794873
E11,19,0.0013745141532612872
E11,17,7.152389761035166E-4
E11,18,0.001630308426547756
E11,33,0.0019570066805577775
E11,15,0.0010043636316437986
E11,34,0.001108337727790901
E11,16,0.0038912268312999675
E11,13,7.601126581407733E-4
E11,14,6.019241960925481E-4
E11,11,0.0023963395561430153
E11,12,3.5758899203486885E-4
E11,21,0.0017532867097311128
E11,20,0.004103487867939004
E11,22,0.0016696892794757618
E11,23,6.442760541938114E-4
E11,24,4.230392519666268E-4
E11,25,0.0031843637688578506
E11,26,0.001373963257874594
E11,27,0.0026714071471425817
E11,28,0.0036659422156518203
E11,29,0.001103495484692162
E11,3,2.850793638166585E-4
E11,2,7.447230099668692E-4
E11,10,0.005464061622688637
E11,1,0.0026279769488653116
E11,0,7.113582678691017E-4
E11,7,0.002310910254276998
E11,30,0.0018341760765068394
E11,6,0.0024484977113448008
E11,5,3.399433609156319E-4
E11,32,0.0010212043254416408
E11,4,0.001708112752098185
E11,31,0.4778106081097919
E11,9,9.460578219150609E-4
E11,8,0.0012883547320125064
E01,19,0.0040037953000831815
E01,17,0.0036708645668563676
E01,18,0.002902890908129112
E01,33,0.0024157192973238003
E01,15,0.009541511916377308
E01,34,0.006969544681453513
E01,16,0.001334977034267632
E01,13,0.001510260370876422
E01,14,4.613379350380792E-4
E01,11,0.0707213155333425
E01,12,7.384587657226761E-4
E01,21,0.0011272501522839313
E01,20,0.26600534288649436
E01,22,0.039889522284023114
E01,23,6.711420082933102E-4
E01,24,0.0016110579855102933
E01,25,0.005876334104617987
E01,26,0.47167282915179326
E01,27,0.007062390925116794
E01,28,0.0036620960868530353
E01,29,0.0857225854669029
E01,3,0.017666571645536453
E01,2,0.002812420713308835
E01,10,0.01022145147895593
E01,1,0.022591286975632514
E01,0,0.006012790442073596
E01,7,0.027588671602262072
E01,30,0.001049136590695917
E01,6,0.008339125850879264
E01,5,0.005763814283441754
E01,32,8.629826489699463E-4
E01,4,0.03553295344109012
E01,31,0.00509743559732856
E01,9,0.0012030330927866348
E01,8,0.08381183536795399
E10,19,0.0021439799763387757
E10,17,0.0014054768146711113
E10,18,3.6046143855625865E-4
E10,33,0.0032564728410984923
E10,15,0.06129493383107749
E10,34,0.0033753904128509447
E10,16,0.0025438161101814915
E10,13,0.018979134580591694
E10,14,5.058442988274634E-4
E10,11,0.0019030201950696825
E10,12,0.12411703367893531
E10,21,0.0011366624978228876
E10,20,0.30725313945701427
E10,22,0.012018032713627438
E10,23,0.0028816621968783436
E10,24,0.012770133504094401
E10,25,0.009315040644968508
E10,26,0.007097150781928405
E10,27,0.002053000546668804
E10,28,0.004325186485253242
E10,29,0.004505830158958383
E10,3,0.0011808297669802402
E10,2,0.0034059684072164278
E10,10,0.002881767598260288
E10,1,0.002724840469701572
E10,0,6.014406359715098E-4
E10,7,0.001679699085407731
E10,30,0.0017026586525308125
E10,6,0.011432107144938038
E10,5,0.021121736434002794
E10,32,0.00607128186655631
E10,4,0.004815863493638351
E10,31,0.0048425377898401
E10,9,0.004426694902099282
E10,8,0.003265448302501493
E13,19,0.005792764225766899
E13,17,0.007567255778859857
E13,18,0.001672389868457412
E13,33,0.0031380820930374453
E13,15,0.2555095002059485
E13,34,0.003991738500908686
E13,16,0.010836328619037449
E13,13,0.0030799255634533836
E13,14,0.0036471697459236657
E13,11,0.009695365897672732
E13,12,0.005108682416190371
E13,21,0.016222410800592856
E13,20,0.05883871957535471
E13,22,0.013232424035317547
E13,23,0.055038899226801156
E13,24,0.03617906985471834
E13,25,0.012170152788935587
E13,26,0.012486863188578742
E13,27,0.010031225886386962
E13,28,0.006840824052297404
E13,29,0.011222153438167402
E13,3,0.011353071324125254
E13,2,0.017393953056447697
E13,10,0.010463198944602774
E13,1,0.0034759793994453302
E13,0,0.9677388329469442
E13,7,0.0021962125967888804
E13,30,0.005981197052637569
E13,6,0.0019645583202115117
E13,5,0.031996625829159284
E13,32,0.0016988750618396405
E13,4,0.0030716066695582293
E13,31,0.02066635372803436
E13,9,0.001979049217381076
E13,8,0.04250294942710291
E12,19,0.15058617769759047
E12,17,0.01637612157466767
E12,18,2.9197157910493434E-4
E12,33,0.18001023523146917
E12,15,0.006234511800225695
E12,34,0.0048765549812299445
E12,16,0.00450479265020368
E12,13,0.2335287170773267
E12,14,2.6252601807232577E-4
E12,11,0.0026507101189437404
E12,12,0.0024721392096058795
E12,21,0.001418336609742777
E12,20,0.16471356483209026
E12,22,0.0024311973074829384
E12,23,0.00209669495536152
E12,24,9.985157513632984E-4
E12,25,0.005050055730955753
E12,26,0.0018578402164680034
E12,27,0.002379265262919363
E12,28,0.4573683004444369
E12,29,0.005288680881729009
E12,3,0.6973515345516823
E12,2,0.002473397381485337
E12,10,0.8801370028553585
E12,1,0.013087097832969111
E12,0,0.06420915200227062
E12,7,0.0012523617885462294
E12,30,0.04394231781715842
E12,6,0.004541310195623895
E12,5,0.013215634020084285
E12,32,0.0016427395489836977
E12,4,0.005700719960658368
E12,31,0.003910343089347273
E12,9,0.0019085125023104326
E12,8,0.0031594814738572534
