silver-infovis-topics--userB.txt,lda_5_0.0001_0.1,Score
B19,3,0.47075166249547284
B19,2,0.010717889952814032
B19,1,9.450856264146885E-4
B19,0,0.005605133603004135
B19,4,0.03917142209859005
B06,3,0.1000610169203668
B06,2,0.08654796555594964
B06,1,0.018268764481219273
B06,0,0.00711361092942571
B06,4,0.2007982126441364
B07,3,0.014879495783798838
B07,2,0.029663506139879187
B07,1,0.8964399027880398
B07,0,0.012755762530755131
B07,4,0.10769593942561964
B17,3,0.006001098270647095
B17,2,0.05985188036843177
B17,1,0.17405070237861756
B17,0,0.019375320233505116
B17,4,0.021794090233264597
B08,3,0.02291226313666942
B08,2,0.0472195044801699
B08,1,0.9727691774503597
B08,0,0.029597665978289382
B08,4,0.20638914609404177
B18,3,0.06029456996409892
B18,2,0.015799102610608674
B18,1,0.10142590321824733
B18,0,0.00903336094812872
B18,4,0.1927259620846874
B09,3,0.19010594488504848
B09,2,0.8235313347813303
B09,1,0.00864881426439603
B09,0,0.01279277685007871
B09,4,0.11960104970080379
B11,3,0.6209720363710103
B11,2,0.451460099756762
B11,1,0.012526392911304897
B11,0,0.014464927182383827
B11,4,0.11184874006960675
B12,3,0.005853067525023445
B12,2,0.006780507498480068
B12,1,0.0023343858774491273
B12,0,0.0313703998702138
B12,4,0.0047196299820176845
B01,3,0.010104664552823451
B01,2,0.024367253017889664
B01,1,0.008662737102535184
B01,0,0.04948578815104814
B01,4,0.24282873675025332
B10,3,0.041097145721139386
B10,2,0.28772767126313437
B10,1,0.04152116930285028
B10,0,0.006008987461667147
B10,4,0.015326230338393245
B15,3,0.008444077051089354
B15,2,0.02543625315991636
B15,1,0.08058777498413355
B15,0,0.012940474684271851
B15,4,0.48690145388662404
B02,3,0.01628957357360119
B02,2,0.038114067935235925
B02,1,0.013382197562782338
B02,0,0.013156572339215212
B02,4,0.2130580886097741
B16,3,0.9397621299504424
B16,2,0.03204280193735555
B16,1,0.008908411544214706
B16,0,0.0216233629589738
B16,4,0.056236838695438704
B03,3,0.016079787451565738
B03,2,0.310232858108297
B03,1,0.0015072069759303952
B03,0,0.004277549452993963
B03,4,0.1584016936673203
B04,3,0.06763296531008417
B04,2,0.44763859779338067
B04,1,0.0267391330125217
B04,0,0.015936324192893814
B04,4,0.23316526491612763
B13,3,0.019723261931109196
B13,2,0.06394033778481459
B13,1,0.022876996318271114
B13,0,0.06056463172497247
B13,4,0.010331238000982398
B14,3,0.3303874271377603
B14,2,0.11192628744023826
B14,1,0.12257936191339314
B14,0,0.030681264532409647
B14,4,0.0789566190065165
B05,3,0.01856415702134056
B05,2,0.004819144511075797
B05,1,0.01274821634888004
B05,0,0.01631823807957982
B05,4,0.13381404401142136
B21,3,0.048221683161649584
B21,2,0.00681684804126083
B21,1,0.0037817572349480447
B21,0,0.03523786226694719
B21,4,0.18378512551731713
B20,3,0.03766333815120621
B20,2,0.005637530233644003
B20,1,0.0028811179082783864
B20,0,0.012769260172657637
B20,4,0.15319520420941332
