label-keyword-freq-sum-idf.txt,lda_25_0.01_0.1,Score
19,19,0.0015454528876780486
19,17,0.0010429074598389519
19,18,0.013227957524101396
19,15,7.858967665094775E-4
19,16,7.128506779737864E-4
19,13,0.0010769778493522977
19,14,0.013136279099470936
19,11,0.023742194508541082
19,12,0.009655416865116803
19,21,0.003659202405160048
19,20,8.28137244087619E-4
19,22,0.0027168565737686486
19,23,0.004507756492804296
19,24,0.5344831858925747
19,3,0.0013671176595734776
19,2,0.176398844429118
19,10,6.751055723537354E-4
19,1,0.0018071473717284148
19,0,0.0013871622699892054
19,7,0.002599395748097321
19,6,4.1974285385660924E-4
19,5,0.0619902792373619
19,4,0.07699812151381479
19,9,9.32872495907214E-4
19,8,2.6093430800160197E-4
17,19,4.4145229567557663E-4
17,17,0.01142832286126355
17,18,0.0049523238263190095
17,15,0.059331907845257575
17,16,0.029639694875571238
17,13,0.0018034099528040626
17,14,0.007067750232226392
17,11,0.012289552940534874
17,12,0.007532107826293296
17,21,0.07396417347666465
17,20,9.349883025377066E-4
17,22,0.015994539607845255
17,23,0.01853976155586336
17,24,0.007375627427499108
17,3,0.007006360832454487
17,2,0.16119511444677753
17,10,0.0012615548721570371
17,1,0.05300666641438805
17,0,0.006584107605111972
17,7,0.030086731378807432
17,6,0.10962396729858502
17,5,0.16522695733404127
17,4,0.6408102572561298
17,9,0.00960962977688264
17,8,0.0014332502589160848
18,19,5.99297800463997E-4
18,17,0.06853606975038024
18,18,0.0030820829915770534
18,15,0.027704325717757446
18,16,0.03148011239146892
18,13,0.0014650751736654936
18,14,0.007951877907945472
18,11,0.011173391325452071
18,12,0.012052237496679344
18,21,0.09465436560956647
18,20,8.858532038720024E-4
18,22,0.014015868424958139
18,23,0.01740667114878176
18,24,0.004566757989090066
18,3,0.004907145131818608
18,2,0.3205648553319247
18,10,0.0015495733694288587
18,1,0.0022050887510067538
18,0,0.007689477524367481
18,7,0.06001675546607962
18,6,0.26080054053764623
18,5,0.31411604979512214
18,4,0.7505031224743487
18,9,0.0017264235721244111
18,8,0.001395852033615024
15,19,0.03318351328219156
15,17,0.0450640406495461
15,18,0.012090667304240885
15,15,0.012091176176611868
15,16,0.010800206885236394
15,13,0.009122988154022257
15,14,0.009551422311200847
15,11,0.02196308583289666
15,12,0.007973489748104863
15,21,0.013985908876805259
15,20,0.009631384258681805
15,22,0.0040843979588608085
15,23,0.034929948561997166
15,24,0.07438879606074614
15,3,0.0031128279499169336
