silver-infovis-topics--userG.txt,lda_30_0.1_0.1,Score
G09,19,0.0017536276071870643
G09,17,0.00511332175777413
G09,18,7.367660285411618E-4
G09,15,0.0033296448907380776
G09,16,4.056399491113969E-4
G09,13,0.0014983462471357015
G09,14,8.626080272179792E-4
G09,11,0.0027910369950868486
G09,12,0.007722667582834682
G09,21,6.808010559699494E-4
G09,20,0.011640987300441188
G09,22,8.022653008603278E-4
G09,23,0.0169412114216161
G09,24,0.010062474600498314
G09,25,0.004968552977981647
G09,26,0.6891748706413007
G09,27,0.004500071708442026
G09,28,4.971603356274102E-4
G09,29,2.715548934028271E-4
G09,3,0.0034973523796915634
G09,2,0.003325210275209431
G09,10,0.005514632012194318
G09,1,0.14669694628281135
G09,0,0.0013627914485799082
G09,7,0.0024941524713341556
G09,6,0.18636845059332496
G09,5,5.120053259952831E-4
G09,4,0.0024445195987337857
G09,9,5.357920362578163E-4
G09,8,0.002013132617287662
G15,19,0.855876890693721
G15,17,0.0024102646078156533
G15,18,0.0012225216450410777
G15,15,0.0018771134390191536
G15,16,0.0011178286559972237
G15,13,0.0028074353710222503
G15,14,0.0038164896357548712
G15,11,0.0013620127286021557
G15,12,0.0017755904747585294
G15,21,4.597589454989647E-4
G15,20,0.0015031979092465849
G15,22,0.0017241238458539027
G15,23,0.7483997218259623
G15,24,0.012418798833093252
G15,25,0.0030400398912779785
G15,26,0.003103191582273846
G15,27,0.07574634595711885
G15,28,0.2357818553393426
G15,29,6.954796867582875E-5
G15,3,0.001204601839024331
G15,2,0.014239615715108338
G15,10,0.001979967249555305
G15,1,0.8544544387616604
G15,0,0.04471761852274875
G15,7,0.002550472626805116
G15,6,0.0031740649296177143
G15,5,0.0035594077127460363
G15,4,0.005460483686830249
G15,9,4.0700999357584156E-4
G15,8,0.0011482364648283951
G02,19,0.003965186819730615
G02,17,0.005521725800229786
G02,18,0.896234938670359
G02,15,0.0031785881457510054
G02,16,0.9191028780907703
G02,13,0.002278317747721288
G02,14,0.19591964657390973
G02,11,0.003272518671396831
G02,12,0.017302829573801987
G02,21,0.020415928498579598
G02,20,0.04090808308044373
G02,22,0.005142776947152276
G02,23,0.0027004559816326975
G02,24,0.005589560179689665
G02,25,0.1504415600139472
G02,26,0.003138510452441847
G02,27,0.02451296180896121
G02,28,0.012409333030073723
G02,29,0.03754523739062288
G02,3,0.018356961378821087
G02,2,0.041580479678363196
G02,10,0.003375319520319845
G02,1,0.006884398430314211
G02,0,0.0041670326055080935
G02,7,0.008680637124625558
G02,6,0.23530210025016998
G02,5,0.17082135607573884
G02,4,0.006728371628318869
G02,9,0.012279101159932793
G02,8,0.14333766512703225
G14,19,0.48267242946387934
G14,17,0.003333982724772353
G14,18,0.0013781876431048672
G14,15,0.002429044312012909
G14,16,0.024412414046038704
G14,13,0.011308930327758263
G14,14,0.9661188216181571
G14,11,0.09184703432939337
G14,12,0.0019017131664351753
G14,21,0.004526694837940227
G14,20,0.02967975627933685
G14,22,0.0231787772789927
G14,23,0.003618434153401589
G14,24,0.006039364305133284
G14,25,0.008377330053651417
G14,26,0.014908276417477415
G14,27,0.0018653401053903226
G14,28,0.0031901862253918417
G14,29,0.004768118474579412
G14,3,0.012766832369987243
G14,2,0.011628535236349173
G14,10,0.01174941958942148
G14,1,0.006641914814928379
G14,0,0.0014363126681787993
G14,7,0.0032004779901633183
G14,6,0.151553989973892
G14,5,0.08327516500513571
G14,4,0.005646132374288895
G14,9,0.0015080219366808694
G14,8,0.010936587124451207
G01,19,0.0023775166017908126
G01,17,0.0018880189132902266
G01,18,3.13616546739739E-4
G01,15,0.0022369023287793412
G01,16,2.3834751935762407E-4
G01,13,0.007033058625023904
G01,14,3.940144956725571E-4
G01,11,0.0012661314975486435
G01,12,0.0020654619075954725
G01,21,2.6530216240938426E-4
G01,20,9.223337861842013E-4
G01,22,0.3050502392525087
G01,23,0.004003574599706687
G01,24,0.002135223576501855
G01,25,0.004945845145293061
G01,26,0.0018294653511785044
G01,27,5.013367837382393E-4
G01,28,0.006916108038433327
G01,29,1.9512194178019566E-4
G01,3,0.0022912118531109075
G01,2,9.406764360938976E-4
G01,10,3.4989102248567566E-4
G01,1,0.0046630764673838455
G01,0,5.276828807520692E-4
G01,7,2.433183595823114E-4
G01,6,0.01733532566665644
G01,5,5.828481636292769E-4
G01,4,0.002061576413977014
G01,9,0.0034123602310771233
G01,8,0.0012738904474324558
G04,19,0.004658634289834534
G04,17,0.020907190681206247
G04,18,0.2513326975289324
G04,15,0.07235842383892223
G04,16,0.0016529282674578305
G04,13,8.609953541253698E-4
G04,14,0.0011870570440860038
G04,11,0.0052655778711038275
G04,12,0.002360353163770036
G04,21,0.0012873392039714237
G04,20,0.0016888239138100067
G04,22,6.769963736000894E-4
G04,23,0.04129187096340205
G04,24,0.007153528618045327
G04,25,0.0029398793257114798
G04,26,0.5318791174337495
G04,27,0.2140436390988867
G04,28,0.002998098433777639
G04,29,0.04951040715032273
G04,3,0.027608539750395962
G04,2,0.08602812829250979
G04,10,0.003544466427546265
G04,1,0.2997011543070775
G04,0,0.0014880392453472684
G04,7,0.010732937592968662
G04,6,0.028814710093914543
G04,5,0.0014419534094084702
G04,4,0.004742939306980225
