silver-infovis-topics--userB.txt,lda_10_0.01_0.01,Score
B19,3,0.005470851187896021
B19,2,7.065888188137608E-4
B19,1,0.049457419127727775
B19,0,0.004595624764564099
B19,7,0.01986342012986078
B19,6,0.00594934662810707
B19,5,0.6119102307382315
B19,4,0.0024808924181313847
B19,9,0.005470885716589604
B19,8,0.03528254886932444
B06,3,0.443345588974224
B06,2,0.002759668339168614
B06,1,0.022699998067987892
B06,0,0.05707777618625634
B06,7,0.07563454164881173
B06,6,0.003627792561685648
B06,5,0.46500193013427976
B06,4,0.01186517878923502
B06,9,0.10429003022802884
B06,8,0.23219840947544318
B07,3,0.6143560732987107
B07,2,0.8215889545958968
B07,1,0.004641835038419438
B07,0,0.4260095694491679
B07,7,0.019652505903246777
B07,6,0.014831107930059376
B07,5,0.0069863619718307166
B07,4,0.022602964343613946
B07,9,0.013024521992438616
B07,8,0.12117953317384754
B17,3,0.38995311717295517
B17,2,0.23647714711636308
B17,1,0.001288726711354001
B17,0,0.04596904359420088
B17,7,0.03785404225384413
B17,6,0.006954312117350877
B17,5,0.008147208718113013
B17,4,0.6869843071815318
B17,9,0.009526247870853977
B17,8,0.02864057664901597
B08,3,0.3150270517259476
B08,2,0.9777769596135372
B08,1,0.007468003726117681
B08,0,0.06600470004953148
B08,7,0.03510848561040053
B08,6,0.03190683948943281
B08,5,0.006484529769213638
B08,4,0.09532181047543745
B08,9,0.1411927311293903
B08,8,0.1875927193650132
B18,3,0.012972349727307918
B18,2,0.08861634037575836
B18,1,0.006474539186258007
B18,0,0.006206223415629782
B18,7,0.0019760188969959107
B18,6,0.006661943605571108
B18,5,0.0059848043011461
B18,4,0.8198638406570957
B18,9,0.03987360832883525
B18,8,0.11689459211745458
B09,3,0.00945056727767905
B09,2,0.005859982346389022
B09,1,0.2211577534191224
B09,0,0.07538508920361994
B09,7,0.003031968815608141
B09,6,0.014725083979053696
B09,5,0.0398958881983479
B09,4,0.8480627149224639
B09,9,0.12792632027924183
B09,8,0.08520408512903961
B11,3,0.5869354225992653
B11,2,0.007775005203393538
B11,1,0.02090704204786477
B11,0,0.026440115204133967
B11,7,0.19557163476117287
B11,6,0.015154273759928597
B11,5,0.05486300961881185
B11,4,0.31307695061454016
B11,9,0.2123083840212854
B11,8,0.10733734372079319
B12,3,0.05316734448985939
B12,2,0.00132003913969753
B12,1,0.024869664402392935
B12,0,0.0056732711033769725
B12,7,0.9251569887483314
B12,6,0.004221682647493973
B12,5,0.001998579182387978
B12,4,0.0031651416700559085
B12,9,0.009421073841089873
B12,8,0.008733889442807594
B01,3,0.010171869233418885
B01,2,0.015782419711787437
B01,1,0.028306081510398914
B01,0,0.013784495054813242
B01,7,0.09093549686423714
B01,6,0.04624335728637327
B01,5,0.13800380695855854
B01,4,0.04508070680642505
B01,9,0.0904994611130397
B01,8,0.32345867742375933
B10,3,0.010046404483535797
B10,2,0.012415064649443974
B10,1,0.4302142305317139
B10,0,0.10782248010857899
B10,7,0.0026971395467437873
B10,6,0.004445650822314587
B10,5,0.004485144871444184
B10,4,0.0024464731031728234
B10,9,0.012637668832035336
B10,8,0.060455974079487426
B15,3,0.044714946035766236
B15,2,0.0024156094440110853
B15,1,0.0025280774274404737
B15,0,0.010431037962176402
B15,7,0.007962111935400442
B15,6,0.017991370242588945
B15,5,0.019391143492785166
B15,4,0.028112967077318234
B15,9,0.022334574303745334
B15,8,0.7899854855833482
B02,3,0.01230951054044915
B02,2,0.01078578149662423
B02,1,0.009145017602481618
B02,0,0.01875609267766028
B02,7,0.004727700331732885
B02,6,0.015567243147274215
B02,5,0.07535502917482521
B02,4,0.030031556291896834
B02,9,0.05445275529336794
B02,8,0.2476914669494975
B16,3,0.05557126055583092
B16,2,0.005785680072523115
B16,1,0.9799576891011733
B16,0,0.057734239860210666
B16,7,0.020097304535619902
B16,6,0.019595645033578194
B16,5,0.005665957566825932
B16,4,0.004423957002866436
B16,9,0.40344902199456273
B16,8,0.047407139549472795
B03,3,0.005392328279827639
B03,2,0.013331215050457004
B03,1,0.005142360213323922
