silver-infovis-topics--userB.txt,lda_20_0.0001_0.1,Score
B19,19,0.016517603263723583
B19,17,0.001397014805160475
B19,18,0.00858343642874794
B19,15,5.184173828143609E-4
B19,16,0.8756426458437171
B19,13,0.0037768769368811835
B19,14,0.030932777687993285
B19,11,4.526820294341054E-4
B19,12,0.006830836600832076
B19,3,6.902646840840178E-4
B19,2,8.984526511681844E-4
B19,1,0.005291062810115918
B19,10,0.0030050354431868155
B19,0,0.13785023083851705
B19,7,0.0015594005210205872
B19,6,0.0037633699989862504
B19,5,0.0017585486268317904
B19,4,0.0016378284494853932
B19,9,0.0010238780557493945
B19,8,0.027000100161396836
B06,19,0.17245795507864375
B06,17,0.05264571512759096
B06,18,0.026625572431856467
B06,15,0.005658024082425548
B06,16,0.42521788934299953
B06,13,0.002448854897860841
B06,14,0.38946003590879574
B06,11,0.003939080193544172
B06,12,0.03259895870002425
B06,3,0.0020376942026976157
B06,2,0.007971465379943763
B06,1,0.0013822184708570597
B06,10,0.007874569399576656
B06,0,0.06483657370667957
B06,7,0.01022166124726045
B06,6,0.00341027963044031
B06,5,0.15361096909680108
B06,4,0.0018359057478747073
B06,9,0.03197836073430981
B06,8,0.48436124569510713
B07,19,0.04706493978778605
B07,17,0.004607219631028011
B07,18,0.00509189520551931
B07,15,0.0588936896866383
B07,16,0.014913275921200756
B07,13,0.007536407755592028
B07,14,0.08283549665440727
B07,11,0.1894655054362366
B07,12,0.006148105970639502
B07,3,0.01569847939853106
B07,2,0.004199983242748222
B07,1,0.013544723183262317
B07,10,0.07429490722670369
B07,0,0.0035552195587461614
B07,7,0.0018903040083928025
B07,6,0.01060321275638637
B07,5,0.004929203712436799
B07,4,0.25186866792234597
B07,9,0.9808225304911102
B07,8,0.013467873989685875
B17,19,0.04326361931017636
B17,17,0.00847121729899133
B17,18,0.010730566261898423
B17,15,0.007191982197086335
B17,16,0.00532781822218744
B17,13,0.00204431735708502
B17,14,0.014522049973485322
B17,11,0.004388338562662593
B17,12,0.005995545300602508
B17,3,0.9790924320538064
B17,2,0.004036593043462603
B17,1,0.004761721629482888
B17,10,0.008181595306172703
B17,0,0.10910854789904377
B17,7,0.013731421029983612
B17,6,0.0027029580218676467
B17,5,0.004068847661164944
B17,4,0.003690052581437665
B17,9,0.3209446021116285
B17,8,0.13444744472997255
B08,19,0.09236743487901627
B08,17,0.01491010069522819
B08,18,0.01678514766108532
B08,15,0.6938432775108215
B08,16,0.04871243693159718
B08,13,0.007974356600816773
B08,14,0.14743426144637803
B08,11,0.9834502637289356
B08,12,0.018263732998201745
B08,3,0.0536188041096285
B08,2,0.0042628775283926135
B08,1,0.02890026663139687
B08,10,0.011252640668187477
B08,0,0.05246385304015633
B08,7,0.01483002561204157
B08,6,0.018219782868447488
B08,5,0.07178922899479705
B08,4,0.0058223495914731214
B08,9,0.2898964714644741
B08,8,0.21168952020789591
B18,19,0.18764886611068693
B18,17,0.0032455240861416984
B18,18,0.001584379697554171
B18,15,0.22514356075023367
B18,16,0.0017239980975509149
B18,13,0.0018805463827139667
B18,14,0.03438883250489937
B18,11,0.014061967251425783
B18,12,0.002091838749814248
B18,3,0.0024645953549982634
B18,2,0.0010444805852471504
B18,1,0.006430560637897035
B18,10,0.004382275842206238
B18,0,0.02316338507247432
B18,7,0.7585806239873975
B18,6,0.004416608984268978
B18,5,0.004643515476700465
B18,4,0.017107217858902634
B18,9,0.005032902929336655
B18,8,0.0025705855084803522
B09,19,0.04611838154423998
B09,17,0.0018072693803975104
B09,18,0.001537681188739301
B09,15,0.05685327883028658
B09,16,0.028474714038690445
B09,13,0.006173694237421968
B09,14,0.08505322261489782
B09,11,0.0054235110931337045
B09,12,0.005267202312163324
B09,3,0.010894368645167666
B09,2,0.04123841829887269
B09,1,0.012695760400556191
B09,10,0.03525620810754894
B09,0,0.007690112733254394
B09,7,0.9265598119625639
B09,6,0.013743927262649915
B09,5,0.3576724320168886
B09,4,0.014711795577368266
B09,9,0.005572779037548045
B09,8,0.004935824412437446
B11,19,0.09881921678960764
B11,17,0.8582307123676176
B11,18,0.005125477302066146
B11,15,0.005857036500284797
B11,16,0.004865348625026569
B11,13,0.003655638558719744
B11,14,0.08695630363453527
B11,11,0.004671701568201956
B11,12,0.012916277372091068
B11,3,0.0039065569831638804
B11,2,0.016550739930446205
B11,1,0.013445932740047588
B11,10,0.05869836559088668
B11,0,0.011496539081873475
B11,7,0.20911619644886084
B11,6,0.007167936859321231
B11,5,0.02403539218729007
B11,4,0.004678774025926812
B11,9,0.01188807120342222
B11,8,0.09491707764463284
B12,19,0.0060914496078100485
B12,17,0.01608098062087253
B12,18,0.9443310707070062
B12,15,0.001154549074310908
B12,16,0.009310595488933595
B12,13,0.1969606660809791
B12,14,0.002144070252632371
B12,11,7.203412682339021E-4
B12,12,0.0017983653381406207
B12,3,0.0022439770134183032
B12,2,0.061633571641438574
B12,1,0.0027178079951878137
B12,10,0.00676879699387466
B12,0,0.0013711128552346664
B12,7,0.0017748095825530377
B12,6,0.0786948414449839
B12,5,0.006652188382795326
B12,4,0.006906012070172259
B12,9,0.0013951277913410445
B12,8,0.008882750221310291
B01,19,0.49644281528216866
B01,17,0.002100869457569955
B01,18,0.09570871759379448
B01,15,0.018229200296360163
B01,16,0.022348832629367685
B01,13,0.003921838102246503
B01,14,0.2264586480840779
B01,11,0.006596568403364641
B01,12,0.012315285768393145
B01,3,0.0800787645166759
B01,2,0.026762902629583946
B01,1,0.0325598789177542
B01,10,0.0029372767878795536
B01,0,0.01879633729688434
B01,7,0.002287808752009395
B01,6,0.005105143137271169
B01,5,0.006977306389359427
B01,4,0.0035738286946730403
B01,9,0.029770813020355735
B01,8,0.11329867647194514
B10,19,0.01698762220889512
B10,17,0.004237899371311976
B10,18,0.00149613951447441
B10,15,0.032179922873232604
B10,16,0.01273885979138476
B10,13,0.029724633670138497
B10,14,0.00347615507750558
B10,11,0.002917884900363014
B10,12,0.05242917301786329
B10,3,0.0354800180546333
B10,2,0.5120732445461129
B10,1,7.035415560323042E-4
B10,10,0.002085362770661726
B10,0,0.020261348662977064
B10,7,0.0020270542238495196
B10,6,0.0015310842085338686
B10,5,0.007150612669036196
B10,4,0.09036046659973677
B10,9,0.11704762848403193
B10,8,0.06802447081324205
B15,19,0.060843892885653166
B15,17,0.0014535916918458824
B15,18,0.0022820407582257824
B15,15,0.0011613516908987142
B15,16,0.0032159727307129737
B15,13,0.0023337265105605543
B15,14,0.3643381223022424
B15,11,0.0015319589972104862
B15,12,0.005840673261403183
B15,3,0.8987251643427756
B15,2,0.0016004265461828332
B15,1,0.016368434748557356
B15,10,0.002030102563895341
B15,0,0.016238457280320234
B15,7,0.003798163989803439
B15,6,0.04240789512986441
B15,5,0.005163116126615965
B15,4,0.0020258735983381387
B15,9,0.002893303857737531
B15,8,0.024314529089484133
B02,19,0.1391349254628831
B02,17,0.0015740792102109107
B02,18,0.0033916752004977857
B02,15,0.002364122880241561
B02,16,0.013857516037887357
B02,13,0.008786988229865265
B02,14,0.17056961244020136
B02,11,0.0032726206454535747
B02,12,0.011782096197101272
B02,3,0.09615335899246698
B02,2,0.002731480116581752
B02,1,0.011710970027898856
B02,10,0.016236201350160767
B02,0,0.0036142217698310426
B02,7,0.03488614560942778
B02,6,0.24573940780985246
B02,5,0.006970745830674086
B02,4,0.008114441939076957
B02,9,0.004284370364386514
B02,8,0.06116975423527669
B16,19,0.024251592717489664
B16,17,0.10898847919779417
B16,18,0.007860088373520152
B16,15,0.0016380879826187558
B16,16,0.011319666979854596
B16,13,0.005547044650680946
B16,14,0.04255818807224186
B16,11,0.008154689087015754
B16,12,0.07424080881968356
B16,3,0.0017936118731793108
B16,2,0.9691917140452667
B16,1,0.009350678553757444
B16,10,0.002942576711275723
B16,0,0.2307639049292597
B16,7,0.005834341410289219
B16,6,0.0051716290165264795
B16,5,0.02788806359377022
B16,4,0.01084929902205582
B16,9,0.0061392172522672485
B16,8,0.1764921490381229
B03,19,0.0370690108793906
B03,17,0.001720566073902747
B03,18,0.023259108577383756
B03,15,0.0020039037573649004
B03,16,0.016518901593609508
B03,13,0.003592747026739489
B03,14,0.38624910186835726
B03,11,2.0317086213667671E-4
B03,12,0.14959084909115553
B03,3,0.005460985025087878
B03,2,0.0012468524047738775
B03,1,0.00250347229503153
B03,10,0.016798824666585388
B03,0,0.007036752553407058
B03,7,0.0021246966493975845
B03,6,0.00719451079406292
B03,5,0.039226344194246046
B03,4,0.003381437066149773
B03,9,8.797769452214273E-4
B03,8,0.21891030197128272
B04,19,0.05981413499717663
B04,17,0.005260641960273439
B04,18,0.05097400861509951
B04,15,0.013442693862930207
B04,16,0.01687514057246975
B04,13,0.0915161296706435
B04,14,0.44153145652019593
B04,11,0.008911375783280509
B04,12,0.5122206964550713
B04,3,0.007162972295061162
B04,2,0.02819765931758857
B04,1,0.011264962198611173
B04,10,0.010400844421934764
B04,0,0.012984863623011076
B04,7,0.0028206104029795476
B04,6,0.05489823559385328
B04,5,0.04244149799306901
B04,4,0.002016004407096827
B04,9,0.017079162230283745
B04,8,0.003487266650404506
B13,19,0.011825513000144396
B13,17,0.01644759126612069
B13,18,0.7813134471197891
B13,15,0.046994414819160606
B13,16,0.006843151107250662
B13,13,0.8136517487326144
B13,14,0.003675536868629095
B13,11,0.0036987727566762845
B13,12,0.0088828109647524
B13,3,0.024193076922188812
B13,2,0.0716393745475091
B13,1,0.024953587072805514
B13,10,0.017916204116939945
B13,0,0.002202011926526578
B13,7,0.007349696456270192
B13,6,0.00395716848261797
B13,5,0.006846378029555011
B13,4,0.0060573959565072616
B13,9,0.00443356828323737
B13,8,0.03016707583154891
B14,19,0.03944697363032733
B14,17,0.012160089255006439
B14,18,0.11386028552030827
B14,15,0.06708309292933932
B14,16,0.0031939647035768666
B14,13,0.014160999666362384
B14,14,0.06140339931060717
B14,11,0.08775212514631708
B14,12,0.00801008900029727
B14,3,0.006561834493477902
B14,2,0.03743483538855507
B14,1,0.02587970045527879
B14,10,0.049426505435960354
B14,0,0.017193064910281938
B14,7,0.007130449736388321
B14,6,0.008745571669483945
B14,5,0.8864297631878908
B14,4,0.05119157409539813
B14,9,0.004394635555304869
B14,8,0.0213885359903364
B05,19,0.1750306524289872
B05,17,0.0018262923846130252
B05,18,0.00217541069795408
B05,15,0.08885694803872023
B05,16,0.00321974867854343
B05,13,0.02175639359391048
B05,14,0.021299081391181102
B05,11,7.572251172672375E-4
B05,12,0.003198225467470027
B05,3,0.017175659312415756
B05,2,0.13205641379908284
B05,1,0.013491007082782317
B05,10,0.0016171707498504415
B05,0,0.004335298427493671
B05,7,0.007286284694901415
B05,6,0.004501111011823581
B05,5,0.016470928386738984
B05,4,0.0026553059520000063
B05,9,9.294740354691115E-4
B05,8,0.002105807816949689
B21,19,0.2645893713264211
B21,17,0.03647908337730676
B21,18,0.3098118115258624
B21,15,7.796909705931762E-4
B21,16,0.004157732532401732
B21,13,0.0023861124437183456
B21,14,0.007808607389540113
B21,11,0.0022982941979671867
B21,12,0.0022846551313425627
B21,3,0.002989339990104594
B21,2,0.036180892392055436
B21,1,0.02600634925020839
B21,10,0.0017754563408820098
B21,0,0.0015700525967907715
B21,7,0.007964217085795342
B21,6,0.3109650321023298
B21,5,0.26775263773052455
B21,4,0.0014060097567838818
B21,9,5.707376307358505E-4
B21,8,0.005724894380857656
B20,19,0.610308321673689
B20,17,0.0021376533468128365
B20,18,0.03090092495473893
B20,15,0.0016354602040251488
B20,16,0.005811072417525015
B20,13,0.002462113076945313
B20,14,0.004716579996921332
B20,11,0.04164309580340724
B20,12,0.01899211864535733
B20,3,0.28939009055443604
B20,2,0.07347701460539996
B20,1,0.002037141553848525
B20,10,0.005340452412573892
B20,0,0.011019393901270286
B20,7,0.0016624754917050582
B20,6,0.004625593200576388
B20,5,0.010246360532905384
B20,4,0.055191373698178815
B20,9,0.05265304721768619
B20,8,0.005339268695277715
