silver-infovis-topics--userE.txt,lda_20_0.001_0.01,Score
E02,19,0.03825247540201781
E02,17,0.2853749828010713
E02,18,0.4057076503710035
E02,15,0.024529397569613073
E02,16,0.009403727145196782
E02,13,0.3267397017943339
E02,14,0.010151113474729167
E02,11,0.006917289098799295
E02,12,0.006392532311220467
E02,3,0.01801960834061106
E02,2,0.02341678583322236
E02,1,0.02969831110708917
E02,10,0.163667667901562
E02,0,0.00832919256391408
E02,7,0.018902497920870936
E02,6,0.3766622833140971
E02,5,0.7764032317761083
E02,4,0.021649749054680048
E02,9,0.25088423861426146
E02,8,0.07238362205410173
E11,19,0.0013654994480797335
E11,17,0.0010917490010903565
E11,18,7.103422087060857E-4
E11,15,0.005653679769667902
E11,16,0.0017933969237492419
E11,13,0.0035445418186646257
E11,14,0.0036714577680734494
E11,11,0.0027933882434950457
E11,12,0.003278575640852226
E11,3,0.0022507070680125663
E11,2,0.08232279391110756
E11,1,0.0033324489679049094
E11,10,0.10919005578323568
E11,0,0.0010711503762608483
E11,7,0.001482957753240351
E11,6,7.23102245755302E-4
E11,5,0.0013348949006549518
E11,4,0.0019011584673868677
E11,9,0.005392924556325008
E11,8,3.2324243653398903E-4
E01,19,0.0013602576461646376
E01,17,0.0037160199401439697
E01,18,3.2175618224466383E-4
E01,15,0.013019164348995079
E01,16,0.007598184096558232
E01,13,0.0059659149443520776
E01,14,0.010798748917835464
E01,11,0.03462010111772167
E01,12,0.04660366362038696
E01,3,0.0022138114989125363
E01,2,0.013194961637720113
E01,1,0.004133232635874442
E01,10,0.05057602597255137
E01,0,0.01053738113931601
E01,7,0.6544494745344578
E01,6,0.009021894351139733
E01,5,0.00903750524761643
E01,4,0.001034083873377523
E01,9,0.2687469529988907
E01,8,0.006925700677631488
E10,19,0.013433144795180083
E10,17,0.0012805511621989956
E10,18,6.5612487632001E-4
E10,15,0.01014560207126057
E10,16,0.004635659586396174
E10,13,0.07277580437480728
E10,14,0.0028396208539876178
E10,11,0.00354043262261431
E10,12,0.00505419948007383
E10,3,0.0026354884616024937
E10,2,0.002468184361978782
E10,1,0.06110802783415672
E10,10,0.09095550749433888
E10,0,0.004062875007400597
E10,7,0.00890628024269567
E10,6,0.001920787328006819
E10,5,0.1378470573913482
E10,4,0.009227607849718312
E10,9,0.29527892178882176
E10,8,0.022641619513475642
E13,19,0.007297712014121135
E13,17,0.016687344826747986
E13,18,0.007764021139414847
E13,15,0.042681176028193706
E13,16,0.003223680687371965
E13,13,0.14965515044126462
E13,14,0.06346458761971989
E13,11,0.04942043135319265
E13,12,0.021151139945154985
E13,3,0.003960086465311557
E13,2,0.0021276347427710163
E13,1,0.005641306537267914
E13,10,0.09442168396551823
E13,0,0.9660557605544319
E13,7,0.018692802903977734
E13,6,0.0043287052194975455
E13,5,0.16674155262984428
E13,4,0.009210142739518774
E13,9,0.056624794971545656
E13,8,0.03294948816877438
E12,19,0.0012549767906268473
E12,17,0.8444171404705453
E12,18,6.716973569229227E-4
E12,15,0.01372042795956811
E12,16,7.895341274147327E-4
E12,13,0.06662658348749409
E12,14,0.2557904076821564
E12,11,0.16285222315054218
E12,12,0.042264138292388835
E12,3,0.0012714174399017487
E12,2,0.19530781265611996
E12,1,0.006484857560685271
E12,10,0.11676157500412807
E12,0,0.06944366295625895
E12,7,0.011920973808249542
E12,6,0.07596435227197015
E12,5,0.01058035612028819
E12,4,0.011481612256483018
E12,9,0.15848052691166828
E12,8,0.012745768005691365
E15,19,0.010029009532646887
