silver-infovis-topics--userA.txt,lda_20_0.1_0.001,Score
A20,19,0.013522739292754025
A20,17,0.04966166665405698
A20,18,0.008877812025593103
A20,15,0.019372431456978267
A20,16,0.3269051318550585
A20,13,0.013176518989847284
A20,14,0.7996318054838464
A20,11,0.004151055884050091
A20,12,0.0028210703593930875
A20,3,0.0040916734246799836
A20,2,0.0035396301923572566
A20,1,0.02964671681364882
A20,10,8.665326319304118E-4
A20,0,0.5141993827458672
A20,7,0.011878895159162375
A20,6,0.010688392307767539
A20,5,0.0072560218291795936
A20,4,0.01989988162441733
A20,9,0.03332326936509818
A20,8,0.006231883969069743
A19,19,0.004403015473327983
A19,17,0.0010631284333224755
A19,18,0.11799969323123227
A19,15,0.05847867549142959
A19,16,0.014880311231015414
A19,13,0.7227917310527692
A19,14,0.0070384054600466095
A19,11,0.026643364518628636
A19,12,0.001966108591767422
A19,3,0.8547234743873091
A19,2,0.030846942637263463
A19,1,0.009536457526025464
A19,10,0.005649219684941788
A19,0,0.0015131167658682372
A19,7,0.06976562087758852
A19,6,0.3186337789169004
A19,5,0.08979020063740772
A19,4,0.5893369643611296
A19,9,3.28224527938997E-4
A19,8,0.0020844469569010742
A18,19,0.007314239575749152
A18,17,0.002870165524656264
A18,18,0.009658453892492137
A18,15,0.0043935821891331476
A18,16,0.012681713714466164
A18,13,0.01792415494936626
A18,14,0.0067335153539088395
A18,11,0.0053259998428604885
A18,12,0.004631949520324963
A18,3,0.022558359369816386
A18,2,0.7134876228870993
A18,1,0.005013237291133162
A18,10,9.78305150388013E-4
A18,0,0.0036179241601319656
A18,7,0.004194773691103582
A18,6,0.36495909025426687
A18,5,0.004968501187533351
A18,4,0.004534912817022173
A18,9,0.015284557634111327
A18,8,0.0018326629027697583
A09,19,0.00457378689421389
A09,17,0.001891140385596255
A09,18,0.008938940438356517
A09,15,0.08070349132148764
A09,16,0.08566743260875641
A09,13,0.0019104453364114837
A09,14,0.008268243199415996
A09,11,0.014377436678857882
A09,12,0.04633456680281351
A09,3,0.013795276476093295
A09,2,0.0023094355266568703
A09,1,0.0012521327636557953
A09,10,0.0015703405857191107
A09,0,0.0038305663415551645
A09,7,0.0064488850304513495
A09,6,0.6359727988568765
A09,5,0.0016850387915297855
A09,4,7.946739022187233E-4
A09,9,2.463545812016208E-4
A09,8,0.001433896028574472
A08,19,0.05454709778168657
A08,17,0.0012331730061704504
A08,18,0.023119269538386063
A08,15,0.0015337662778942961
A08,16,0.20081634460030506
A08,13,4.936915212988322E-4
A08,14,0.004529623544308477
A08,11,0.0032978514048988866
A08,12,0.35240012028033213
A08,3,0.04168610186772211
A08,2,0.074874568698939
A08,1,0.001162827791332798
A08,10,0.002943606915336722
A08,0,0.0014450851383615076
A08,7,0.13459875048284733
A08,6,0.003992723541499356
A08,5,0.0017394571632481214
A08,4,9.87026764467218E-4
A08,9,2.4864047592163365E-4
A08,8,0.0011644871058134703
A07,19,0.004090520345476377
A07,17,0.0017141040455655272
A07,18,0.18391451824725769
A07,15,0.1646054407717304
A07,16,0.2829061457311302
A07,13,0.013981353285742648
A07,14,0.13097411946560264
A07,11,0.003763886732669918
A07,12,0.19574658045119886
A07,3,0.019303505124431977
A07,2,0.005459463558630766
A07,1,0.024119298000188593
A07,10,0.015558740323242618
A07,0,0.004777478004585288
A07,7,0.07776827559433516
A07,6,0.44125066212357905
A07,5,0.008742056210047642
A07,4,0.04243883665278862
A07,9,0.004934787724651564
A07,8,0.009628913290492149
A02,19,0.1824400740815064
A02,17,0.005423400756102609
A02,18,0.005736415944911413
A02,15,0.11409842179083265
A02,16,0.013802197152358458
A02,13,0.0028136388492803143
A02,14,0.0053976505849764765
A02,11,0.0031819091613647823
A02,12,0.050608803292146065
A02,3,0.029678071857633534
A02,2,0.17614395608586847
A02,1,0.002482222701564198
A02,10,0.0060221745875975105
A02,0,0.01747838036203789
A02,7,0.002230684507670204
A02,6,0.10620544092458033
A02,5,0.01993487980023685
A02,4,0.0033816245332794577
A02,9,7.441204484128944E-4
A02,8,0.004994815079893687
A11,19,0.027157377455179012
A11,17,0.10468799073617449
A11,18,0.0737115399754979
A11,15,0.12761877568447885
A11,16,0.017227341917477264
A11,13,0.02240799576581109
A11,14,0.006711605501608315
A11,11,0.0042083288751139925
A11,12,0.0031634804699263615
A11,3,0.0700616790007126
A11,2,0.006318207365412904
A11,1,0.4363946395890795
A11,10,0.005160598353232842
A11,0,0.004525945537550709
A11,7,0.004198998693086432
A11,6,0.01767706543751792
A11,5,0.019653285879522458
A11,4,0.004587059020256574
A11,9,0.0016249702935233535
A11,8,0.0025377005577041163
A01,19,0.03811171502684399
A01,17,0.0015346108815158077
A01,18,0.006899728617580979
A01,15,0.5292400080846432
A01,16,0.04629309893135791
A01,13,0.023635091898411245
A01,14,0.03554822670836788
A01,11,0.0761167102633013
A01,12,0.33373604224333664
A01,3,0.0058345785763943316
A01,2,0.045714765878206595
A01,1,0.04162310618324046
A01,10,0.04053179091861886
A01,0,0.0037822886243353377
A01,7,0.00890115173691808
A01,6,0.16814046209863714
A01,5,0.16959282979176676
A01,4,0.023969178813043793
A01,9,0.012992816853035567
A01,8,0.0027789354939734105
A10,19,0.005528656972078409
A10,17,0.0010404903825373107
A10,18,0.04151108021254158
A10,15,0.007517993854553497
A10,16,0.001593110576298273
A10,13,0.0033940114981808223
A10,14,0.007131567491390558
A10,11,0.007441311367398916
