silver-infovis-topics--userG.txt,lda_30_0.01_0.001,Score
G09,19,0.007338654593715083
G09,17,0.0076764290425472914
G09,18,0.003318820545813026
G09,15,0.0023735700452709647
G09,16,0.0017244210430937316
G09,13,6.64549829329374E-4
G09,14,0.005790955603772088
G09,11,0.056435223128259736
G09,12,0.004236069547356575
G09,21,0.007504164648288327
G09,20,7.517854028187947E-4
G09,22,4.5175650614495607E-4
G09,23,0.0010664605401448596
G09,24,0.0014474862473593249
G09,25,0.0010032481139425626
G09,26,0.005644030746472606
G09,27,0.01725009076494388
G09,28,0.054117871426256736
G09,29,6.685589503350304E-4
G09,3,0.6943006266022184
G09,2,0.0016786669682614553
G09,10,0.027210638166172377
G09,1,9.589155348236884E-4
G09,0,0.0013674391756945395
G09,7,0.0014600467197639563
G09,6,8.453678849366438E-4
G09,5,0.0033803737278618375
G09,4,0.04477877649264905
G09,9,0.10985769990120824
G09,8,0.0018859154986663109
G15,19,0.007175453908241684
G15,17,0.008224565457758046
G15,18,0.0015403705831071727
G15,15,0.2134176560703378
G15,16,9.875989755885226E-4
G15,13,0.20061147511343833
G15,14,0.0026678226613265814
G15,11,0.6186167104756551
G15,12,0.001733623636817499
G15,21,4.91793292649357E-4
G15,20,0.0027160482708595167
G15,22,0.01950935386548766
G15,23,7.603888668134759E-4
G15,24,0.006399812477779337
G15,25,0.0016846084168203354
G15,26,0.0010081468501012775
G15,27,0.05438483221159357
G15,28,0.0025010519819487135
G15,29,4.024817883278981E-4
G15,3,0.028664562522987
G15,2,1.0926397383352616E-4
G15,10,3.363653427689081E-4
G15,1,0.0010028710879889143
G15,0,0.34103909258802007
G15,7,0.004642290359287369
G15,6,0.07297809464137817
G15,5,0.09215275089805681
G15,4,0.0030788132474256925
G15,9,0.009459853569791501
G15,8,0.0015940418440987315
G02,19,0.008330748337858932
G02,17,0.005694346546621517
G02,18,0.002072584997567239
G02,15,0.003313098759720134
G02,16,0.002392282115716245
G02,13,0.0014492089240829259
G02,14,8.18672443177941E-4
G02,11,0.005499495745660012
G02,12,0.0035858084314740967
G02,21,0.03594095870357264
G02,20,0.4231625147497939
G02,22,0.910827375611303
G02,23,0.0028411816203238933
G02,24,0.004704668883168783
G02,25,0.005819131196204898
G02,26,0.08168591612208703
G02,27,0.002726138182671271
G02,28,0.13244042810573217
G02,29,0.9276918674818041
G02,3,0.006562624817308626
G02,2,0.018260323444719083
G02,10,0.11425262240766827
G02,1,0.004175095687395576
G02,0,0.0027113413385643622
G02,7,0.0017106956107447576
G02,6,0.039369347279420146
G02,5,0.0027790405924591976
G02,4,0.013335165472671747
G02,9,0.1364079432379022
G02,8,0.005435076559774371
G14,19,0.140577022783713
G14,17,0.0922434621243722
G14,18,0.08273859987227829
G14,15,9.111736571415524E-4
G14,16,0.002659640576975809
G14,13,0.0017158076838468931
G14,14,0.0037257356266363582
G14,11,0.004272606773494305
G14,12,0.0029207412188887224
G14,21,0.025906634280612614
G14,20,0.1274296282292045
G14,22,5.233315342519372E-4
G14,23,0.008219645569996568
G14,24,0.006982606140976639
G14,25,0.008395780835029681
G14,26,0.0020208405215285255
G14,27,0.02247215933682182
G14,28,0.08558711172653691
G14,29,0.0010290701191232605
G14,3,0.00208857777094214
G14,2,0.003465229600670623
G14,10,0.006032292177362444
G14,1,0.004137440222132962
G14,0,0.9932697107213627
G14,7,0.007541498890191261
G14,6,0.006796517258433577
G14,5,0.08348325445173747
G14,4,0.0027527225194996295
G14,9,0.09665537816017099
G14,8,0.0032844031745170774
G01,19,0.004595414119386834
G01,17,0.0018435928017797544
G01,18,0.0012363752943818523
G01,15,0.0016665033236952186
G01,16,0.0027523429401991157
G01,13,2.5365361509856866E-4
G01,14,6.602562123662248E-4
G01,11,0.0016427299798966368
G01,12,0.0015688662147102486
G01,21,6.357463972922259E-4
G01,20,5.424259960637275E-4
G01,22,2.9929781763830924E-4
G01,23,0.001317568234756627
G01,24,0.0010042617171510965
G01,25,0.0011419367160432929
G01,26,0.21378891993036567
G01,27,0.0014388587240373018
G01,28,0.012954707966368854
G01,29,3.295534108132251E-4
G01,3,0.001316903981497722
G01,2,0.0077150661888708855
G01,10,5.425900481024448E-4
G01,1,0.14684592405449717
G01,0,3.2442749515394694E-4
G01,7,8.446138138853445E-4
G01,6,3.4557884303714295E-4
G01,5,0.0016746991934321474
G01,4,0.002723043916258777
G01,9,0.010112576135882607
G01,8,0.0019531812102297633
G04,19,0.029143762101690913
G04,17,0.039934947519821316
G04,18,0.002781631961074668
G04,15,0.020273885116597414
G04,16,0.0075070064180344405
G04,13,7.616528427089026E-4
G04,14,0.002064069162763503
G04,11,0.07019139469396628
G04,12,0.0033951538262046287
G04,21,9.566482663152315E-4
G04,20,0.007144195800430765
G04,22,0.0019965794327725063
G04,23,0.0015904181689449994
G04,24,0.19468483773343337
G04,25,0.010878583652554504
G04,26,0.00211566467193879
G04,27,0.45124745426070545
G04,28,0.11042575063188585
G04,29,0.14303255584636748
G04,3,0.039352847835638936
G04,2,0.07911221128902465
G04,10,7.234340547251139E-4
G04,1,0.0016193432302648218
G04,0,3.794315230828323E-4
G04,7,0.001382348399909006
G04,6,0.020057970194129346
G04,5,0.0014651483666715656
G04,4,0.7160203756566818
G04,9,0.012596412980333156
G04,8,0.04139228369849357
G13,19,0.0054883207950951335
G13,17,0.03674626141521157
G13,18,0.004261083784411249
G13,15,8.487213731723767E-4
G13,16,8.083254671309702E-4
G13,13,0.004743694110949726
G13,14,0.0022150027396190333
G13,11,0.003213512588533908
G13,12,0.03600187299693416
G13,21,0.013682969008709512
G13,20,0.0029233707917949068
G13,22,0.008732961291708613
G13,23,0.004538752669382837
G13,24,0.00141770673266034
G13,25,0.005420390101112232
G13,26,0.0015045296432986454
G13,27,0.0012695367178620996
G13,28,0.12021065645082063
G13,29,0.003568318943847227
G13,3,0.0023107135681457456
G13,2,0.002555920796116914
G13,10,0.0016156414877771992
G13,1,8.406262346267674E-4
G13,0,0.0022112763563409063
G13,7,0.14821693297296687
G13,6,0.17337887024256693
G13,5,0.0043060903461236075
G13,4,0.7144422238493452
G13,9,0.145687337053276
G13,8,0.0015878696000629832
G03,19,0.0038907958073909916
G03,17,0.007798006608654906
G03,18,0.002964979113234394
G03,15,0.005254988738974546
G03,16,0.15005267779109974
G03,13,0.0034295119809091505
G03,14,0.049843131259051425
G03,11,0.002829591890455614
G03,12,0.004591058677813039
G03,21,0.024207379124353223
G03,20,0.005801800244195915
G03,22,0.011733691542201455
G03,23,0.0013154740245494704
G03,24,0.038601850597593836
G03,25,0.0017274218992132967
G03,26,0.5142955073759986
G03,27,0.0020847147244995616
G03,28,0.23136192953629456
G03,29,0.007183836506444288
G03,3,0.005782293659109759
G03,2,0.005051183560285049
G03,10,0.0030905726356681234
G03,1,0.008057096579845503
G03,0,0.2419104837276238
G03,7,0.002099110101878118
G03,6,0.9740865125747646
G03,5,0.005157819857248945
G03,4,0.010918943493591704
G03,9,0.2402407262727141
G03,8,0.010914411428792301
G12,19,0.0077442627749474005
G12,17,0.010180360676527634
G12,18,0.009811588137210102
G12,15,0.00108438164026495
G12,16,0.001937650221955784
G12,13,8.778369470752852E-4
G12,14,0.0013394850940154086
G12,11,0.0023828178979252396
G12,12,0.0037554910144056105
G12,21,0.004105288123491175
G12,20,0.001979185950157757
G12,22,3.2520357039932227E-4
G12,23,0.0016743116756346205
G12,24,0.010289461790346243
G12,25,0.0012536826101620091
G12,26,0.0011257204200768689
G12,27,0.05820169100767785
G12,28,0.1394224090247867
G12,29,6.732371676778921E-4
G12,3,0.21747043336328967
G12,2,3.9786585612430655E-4
G12,10,0.0011730173550687393
G12,1,0.0013355384318924181
G12,0,0.032662204344644966
G12,7,0.0013092833496636499
G12,6,6.774787680920766E-4
G12,5,0.0021052557211625
G12,4,0.0027410979483545564
G12,9,0.04094440884267622
G12,8,0.005237971906704799
G19,19,0.005164439010455518
G19,17,0.01199966936398895
G19,18,0.09354538903766518
G19,15,0.010640751130493066
G19,16,0.005799721878450844
G19,13,0.0011783006274903663
G19,14,0.0012687102121373198
G19,11,0.004049026880826424
G19,12,0.16102841248325986
G19,21,0.004796105474283785
G19,20,0.004235443970434414
G19,22,0.0018067571123073936
G19,23,0.3030085508382745
G19,24,0.010442236868414235
G19,25,0.002008340637441847
G19,26,0.002024228857694992
G19,27,0.0011056012925442598
G19,28,0.08605941424176543
G19,29,0.0019321572742844943
G19,3,0.015689632814429973
G19,2,0.002537013400254942
G19,10,0.13468304171873854
G19,1,0.03160552892322269
G19,0,0.0071036676784069965
G19,7,0.001260248619447431
G19,6,6.837945795398473E-4
G19,5,0.0025769598389965573
G19,4,0.005711855495169389
G19,9,0.0631901400245393
G19,8,0.07358781049323371
G06,19,0.004177954189861719
G06,17,0.035208709399229786
G06,18,0.0015530369419508772
G06,15,0.0015171725548226986
G06,16,0.006414666894053763
G06,13,0.0013672692723732558
G06,14,0.0011538748012822142
G06,11,0.01719138606117413
G06,12,0.0045382364181113626
G06,21,8.481167021154438E-4
G06,20,0.0010138999565333293
G06,22,7.493550543268621E-4
G06,23,7.929274588581313E-4
G06,24,0.020305037157964587
G06,25,5.890143552858869E-4
G06,26,0.004700832667226146
G06,27,0.010146856442803663
G06,28,0.010644965270162142
G06,29,7.235861923633125E-4
G06,3,0.667859279541653
G06,2,3.215375299035757E-4
G06,10,3.482892388542486E-4
G06,1,0.0018566604767422715
G06,0,0.007396296414004749
G06,7,8.611034952134038E-4
G06,6,8.747514135617283E-4
G06,5,9.697907006176912E-4
G06,4,0.0054162389318112335
G06,9,0.011665763432397003
G06,8,0.002958847858897778
G18,19,0.00472331202343964
G18,17,0.017697494733597347
G18,18,0.013078029644308216
G18,15,0.002492098901733109
G18,16,0.0020325869666570546
G18,13,8.554095621042452E-4
G18,14,0.0011888627596264127
G18,11,0.09558630021511451
G18,12,0.021272246182726568
G18,21,0.008578501603176709
G18,20,0.006383731906470949
G18,22,2.8102035052523193E-4
G18,23,0.009065327167803758
G18,24,0.026626059603401454
G18,25,0.016292929390638932
G18,26,0.0015114323183275144
G18,27,0.010277213769595816
G18,28,0.08984650617679882
G18,29,5.115229854711718E-4
G18,3,0.09365616724169928
G18,2,3.2423120071765085E-4
G18,10,0.0018900779167003437
G18,1,0.0706623086513846
G18,0,0.0014427648782032578
G18,7,0.0010371022931695607
G18,6,9.004351760040917E-4
G18,5,0.00385644793179862
G18,4,0.0031568672764521527
G18,9,0.15930913492894128
G18,8,0.002289751523221666
G05,19,0.005592827038416051
G05,17,0.005953651664666077
G05,18,0.006094172548517251
G05,15,0.005547377650381723
G05,16,0.9286633696493828
G05,13,0.003552053670025772
G05,14,0.04784065410691357
G05,11,0.07435649680411079
G05,12,0.7451412332740964
G05,21,0.014646908191900117
G05,20,0.03682052655400542
G05,22,0.0024340541545671028
G05,23,0.006688585052658269
G05,24,0.022653628593656074
G05,25,0.09722762244119879
G05,26,0.004012045247648658
G05,27,0.006450036425616514
G05,28,0.11723638805044759
G05,29,0.0016491333943698574
G05,3,0.0606005405834944
G05,2,0.003353028693611285
G05,10,0.0038137314829482195
G05,1,0.0027512198002329503
G05,0,0.15866586416933717
G05,7,0.025302402795108616
G05,6,0.04752191855319354
G05,5,0.002698504357525633
G05,4,0.0038944184820560853
G05,9,0.10872364284330335
G05,8,0.004151721440308384
G17,19,0.006881766722134567
G17,17,0.025179406737120772
G17,18,0.00241716488614285
G17,15,0.4574829583522678
G17,16,0.002785544050635079
G17,13,0.005157351706882035
G17,14,0.005000134181871016
G17,11,0.005857982859513379
G17,12,0.004154827050461849
G17,21,0.03009934795900267
G17,20,0.05303618932783157
G17,22,0.002738896687460224
G17,23,0.08642565359805619
G17,24,0.003129636288551525
G17,25,0.08750616538487092
G17,26,0.001537591342188122
G17,27,0.009688165192456428
G17,28,0.01937535891339124
G17,29,0.00578058579376196
G17,3,0.0036347733993242347
G17,2,0.001896206681760075
G17,10,0.5801415530816819
G17,1,0.030744237597298486
G17,0,0.006612922014293405
G17,7,0.0016962135121505995
G17,6,0.001202023802771058
G17,5,0.01986134967589606
G17,4,0.057739039325004474
G17,9,0.12860334331715473
G17,8,0.004692712666553876
G08,19,0.6285151440797665
G08,17,0.0014748338116268738
G08,18,0.008999772328944783
G08,15,0.0015588805373674625
G08,16,0.002123969371979429
G08,13,0.9609978621342654
G08,14,0.002043573274774637
G08,11,0.255684994709198
G08,12,0.004346018351776989
G08,21,0.011955677605554367
G08,20,0.13727986058259753
G08,22,0.04239371195131346
G08,23,0.002993799508684059
G08,24,0.002764148964282325
G08,25,0.023518098807796838
G08,26,0.0016823798726011898
G08,27,0.0036065853204366337
G08,28,0.05665500788076626
G08,29,0.0025223074267440243
G08,3,0.0010181725983021406
G08,2,0.001849729079087942
G08,10,0.0012577514598164695
G08,1,0.0035683773091802246
G08,0,0.007247366139497372
G08,7,0.0038743760395949936
G08,6,0.004435082543987324
G08,5,0.005033816460458263
G08,4,0.005677737425136404
G08,9,0.06623263534370338
G08,8,0.0028183703800205447
G16,19,0.006630652335006214
G16,17,0.03800584253688975
G16,18,0.021140723034966193
G16,15,0.0016030383858653418
G16,16,0.02529644727998144
