silver-infovis-topics--userB.txt,lda_30_0.001_0.001,Score
B19,19,0.013157712700427555
B19,17,0.0015027472631279574
B19,18,0.0051732598216426
B19,15,0.05647709050252323
B19,16,3.364178718909708E-4
B19,13,5.340877395207716E-4
B19,14,8.745389410584263E-4
B19,11,6.350291650444014E-4
B19,12,0.03120189087691714
B19,21,0.006366604081641043
B19,20,0.001904406613658116
B19,22,0.8720439384968014
B19,23,3.5043520639988E-4
B19,24,0.001427670274620565
B19,25,3.382857963869871E-4
B19,26,0.0013791646297522406
B19,27,0.001228542269006331
B19,28,0.003689027625433569
B19,29,0.0015442675817259619
B19,3,0.0050240926093881215
B19,2,0.002342883921196155
B19,10,7.582044519993491E-4
B19,1,6.128451268664798E-4
B19,0,0.025286028814701225
B19,7,0.00131270302124609
B19,6,0.005833707394180143
B19,5,0.08109615806238717
B19,4,0.002026854396176486
B19,9,5.255010329725034E-4
B19,8,9.61558160975133E-4
B06,19,0.03403794031406874
B06,17,0.2915008939118946
B06,18,0.0021637735584573723
B06,15,0.33792379187659216
B06,16,7.366207794339958E-4
B06,13,0.0020204887658488283
B06,14,0.0014824657103935854
B06,11,0.020614033919562545
B06,12,0.00447254172017131
B06,21,0.2504642285955201
B06,20,0.003582385049825565
B06,22,0.0021043627002990273
B06,23,4.94540206030744E-4
B06,24,0.001220288470402838
B06,25,0.005636115105330938
B06,26,0.00579241623854967
B06,27,0.02238065649319114
B06,28,0.0028837761231072993
B06,29,0.0025584883323520546
B06,3,0.001812690137072109
B06,2,0.20448575789451806
B06,10,0.0020968433048823474
B06,1,0.29195240375132114
B06,0,0.10623491515717985
B06,7,0.0038818712421020856
B06,6,0.012755009256504942
B06,5,0.0034433714394953518
B06,4,0.0037605409383484226
B06,9,0.03224519347471814
B06,8,0.01716566606519687
B07,19,0.002969382160978845
B07,17,0.039561330797634416
B07,18,0.012532318943027148
B07,15,0.11493765646280842
B07,16,0.9745193148180042
B07,13,0.0022491697076762207
B07,14,0.011009323344399885
B07,11,0.001836962166171651
B07,12,0.13555042458515265
B07,21,0.00236868773493569
B07,20,0.006059112352934167
B07,22,0.0321504969228452
B07,23,0.04293883497600835
B07,24,0.01104426894389976
B07,25,0.17051766554041692
B07,26,0.03796875847878388
B07,27,0.02538354534998852
B07,28,0.0025869210415927317
B07,29,0.03149317538012599
B07,3,0.017024039697328568
B07,2,0.005274270864113745
B07,10,0.004182523100320756
B07,1,0.6709045020609486
B07,0,0.06747483158419983
B07,7,0.03270876672764142
B07,6,0.004606600070565
B07,5,0.0027054570389700456
B07,4,0.00222308234986318
B07,9,0.01060835963049034
B07,8,0.004031631827041818
B17,19,0.06255038934337104
B17,17,0.007456435723526551
B17,18,0.0036734314589067104
B17,15,0.011601341206024374
B17,16,0.27635388909174285
B17,13,0.7596067196669776
B17,14,0.002915410585709654
B17,11,0.010678856621361987
B17,12,0.002669703507762241
B17,21,0.002192540859627659
B17,20,6.156153034436351E-4
B17,22,0.010468193619345695
B17,23,0.005375603264037967
B17,24,0.7303908233388167
B17,25,0.0032156507457321787
B17,26,0.6663832345722146
B17,27,0.02085837909621224
B17,28,0.004110202467763354
B17,29,0.0039244206118205045
B17,3,0.08279665293914351
B17,2,0.02210274861427595
B17,10,0.0062788854153267
B17,1,0.017696329257474077
