silver-infovis-topics--userD.txt,lda_5_0.0001_0.1,Score
D20,3,0.04947672363161392
D20,2,0.30456836505407936
D20,1,0.03327134060585647
D20,0,0.02127678027646868
D20,4,0.02419383414731294
D19,3,0.32268371843644733
D19,2,0.0026851249508411347
D19,1,0.0021663223145478826
D19,0,0.003835438425041105
D19,4,0.0014501270923782607
D09,3,0.21816707943729
D09,2,0.7103419886108159
D09,1,0.0438950288733641
D09,0,0.011140844854036457
D09,4,0.0916568845549136
D08,3,0.6888135309567889
D08,2,0.16064241153975384
D08,1,0.26205978619822146
D08,0,0.0037910800334295205
D08,4,0.02685640729710106
D16,3,0.03590767972708141
D16,2,0.03365660692375456
D16,1,0.7807891943073995
D16,0,0.014429770421431952
D16,4,0.18487592495179436
D07,3,0.029340528958522454
D07,2,0.3070549209743888
D07,1,0.01791260369655549
D07,0,0.008659857039572358
D07,4,0.03555102504480383
D15,3,0.9564672307099873
D15,2,0.03466291388760391
D15,1,0.012030543530863245
D15,0,0.07309359213273348
D15,4,0.20919156340736575
D06,3,0.013209118783449601
D06,2,0.12513965707597818
D06,1,0.019638036324606832
D06,0,0.0361336187439064
D06,4,0.0859470264217561
D18,3,0.04127330532334359
D18,2,0.30917143828215343
D18,1,0.0027598143253315757
D18,0,0.019513732098737382
D18,4,0.5713919266358534
D05,3,0.016735707689044244
D05,2,0.009335060550557137
D05,1,0.017608593535128957
D05,0,0.009771935211508065
D05,4,0.18306670586959886
D17,3,0.08772349775040973
D17,2,0.005338683505639642
D17,1,0.021713943881695976
D17,0,0.013095081026007097
D17,4,0.04625880571404568
D04,3,0.04984435857491119
D04,2,0.14861209351041327
D04,1,0.8954086164132697
D04,0,0.003847610246905286
D04,4,0.02178047994716787
D03,3,0.0136289946960456
D03,2,0.006315083535194209
D03,1,0.17165036074729387
D03,0,0.03472051330462638
D03,4,0.15804247345584024
D12,3,0.0056573168484728605
D12,2,0.026871112182400198
D12,1,0.7221381628619666
D12,0,0.0053317819426974755
D12,4,0.021339085640915446
D02,3,0.004947304875790151
D02,2,0.004805414241150552
D02,1,0.03072728673676731
D02,0,0.0054786173057429855
D02,4,0.16649649066814107
D11,3,0.1082761028729198
D11,2,0.9475799042989431
D11,1,9.037701463218714E-4
D11,0,7.357774716129678E-4
D11,4,0.0015648258567706593
D14,3,0.0511348851573245
D14,2,0.06016006047805545
D14,1,0.01307133283617698
D14,0,0.008053472634969952
D14,4,0.1878832502829062
D01,3,0.1286473047035472
D01,2,0.3956664941643316
D01,1,0.004707299988423971
D01,0,0.003259813341876882
D01,4,0.05141913585547075
D13,3,0.045943490886347534
D13,2,0.005809796491371115
D13,1,0.0016180011245890008
D13,0,0.0037796116829418853
D13,4,0.12120034300131309
D10,3,0.022017601886394865
D10,2,0.041253224331732875
D10,1,0.8594665441089682
D10,0,0.012011629386886356
D10,4,0.030791881739289942
