silver-infovis-topics--userJ.txt,lda_5_0.0001_0.0001,Score
J20,3,0.058183444022816444
J20,2,0.20412831096679382
J20,1,0.10565185059733755
J20,0,0.011247102916836544
J20,4,0.012985544176272724
J21,3,0.21140640978860703
J21,2,0.03310651257020292
J21,1,0.018232044793620693
J21,0,0.02980553266482648
J21,4,0.07707345104325768
J22,3,0.021156059568509203
J22,2,0.01290318891747121
J22,1,0.31701269425253603
J22,0,0.005370367076003782
J22,4,0.10527482144548002
J17,3,0.07478566169105279
J17,2,0.0035762430862567056
J17,1,0.016904140377036896
J17,0,0.0126465518919215
J17,4,0.13430532930454964
J08,3,0.4455049076215542
J08,2,0.01132261173582432
J08,1,0.004845757645840081
J08,0,0.0026292792759377705
J08,4,0.01977837543603975
J18,3,0.05546559381602798
J18,2,0.008941875627152832
J18,1,0.007897645939449863
J18,0,0.007843544357449803
J18,4,0.17359671568419222
J09,3,0.12528182640269855
J09,2,0.20953644565558285
J09,1,0.005808186877561464
J09,0,0.0023667978722993915
J09,4,0.0895763105651713
J19,3,0.2958532463490151
J19,2,0.014213328551825851
J19,1,0.0019638158415803946
J19,0,0.04242727828137561
J19,4,0.10930784759925719
J06,3,0.36014141658421683
J06,2,0.6757148524271275
J06,1,0.004404032954277513
J06,0,0.015896987893196216
J06,4,0.3129954201395072
J07,3,0.38525359335542453
J07,2,0.0012087172089418254
J07,1,0.0010063832136042107
J07,0,0.0013231048707176866
J07,4,0.011147058430186088
J01,3,0.030366854548057556
J01,2,0.06835905164762193
J01,1,0.9746395600200619
J01,0,0.024635984811416937
J01,4,0.026751643969251854
J10,3,0.052605967967371846
J10,2,0.5132855402343948
J10,1,0.09544632451854228
J10,0,0.020471982943045815
J10,4,0.11951983054470373
J12,3,0.5725895422145191
J12,2,0.01928014330888088
J12,1,0.0013589791107339903
J12,0,3.517437148786178E-4
J12,4,0.003504609175115406
J11,3,0.013322856374011016
J11,2,0.00507581696571835
J11,1,0.0035313620194041676
J11,0,0.003387495861034127
J11,4,0.30751709432163477
J14,3,0.024540808034050267
J14,2,0.016200177917033584
J14,1,0.036908802027867844
J14,0,0.024950222879811114
J14,4,0.03371576515665764
J05,3,0.10362772174761574
J05,2,0.5306282378119379
J05,1,0.02129707360893782
J05,0,0.02868642083117733
J05,4,0.8168246198835046
J04,3,0.021757479047057774
J04,2,0.03693524138106962
J04,1,0.008924251413991202
J04,0,0.019193803400971755
J04,4,0.8925784620856139
J13,3,0.5693549786870794
J13,2,0.021056425800871127
J13,1,0.006175589399607611
J13,0,0.015742890136577183
J13,4,0.01466092694725201
J16,3,0.02531207346795134
J16,2,0.09951745866872157
J16,1,0.027454439959762093
J16,0,0.027801785226773727
J16,4,0.037977847223341354
J03,3,0.06606908974143214
J03,2,0.8152112786202373
J03,1,0.03352855021833114
J03,0,0.06730261118067019
J03,4,0.018776041521395795
J15,3,0.040610326323826565
J15,2,0.01162026871459985
J15,1,0.0016627860226547935
J15,0,0.003148988506358578
J15,4,0.09269864641356386
J02,3,0.16191120892464853
J02,2,0.13592017840198561
J02,1,0.8011756426254107
J02,0,0.021544230504233135
J02,4,0.013422539735006298
