silver-infovis-topics--userH.txt,lda_5_0.01_0.001,Score
H09,3,0.020576237277950726
H09,2,0.044513462137347345
H09,1,0.013390401412355677
H09,0,0.037660153025748266
H09,4,0.28252361347640403
H08,3,0.013282067919959633
H08,2,0.006328765112492231
H08,1,0.08841039594222079
H08,0,0.0044265455557968
H08,4,0.0645514026140027
H19,3,0.014926512492963737
H19,2,0.035309702627702194
H19,1,0.007841419699509333
H19,0,0.18229862991383558
H19,4,0.0034669477114772926
H17,3,0.026370924066533453
H17,2,0.04365999800392627
H17,1,0.031076863885297484
H17,0,0.00499944761336488
H17,4,0.29749263633270034
H04,3,0.01569691787950136
H04,2,0.013156210290543667
H04,1,0.04043287428963642
H04,0,0.8836271813734716
H04,4,0.11875541257445552
H18,3,0.017235490498489766
H18,2,0.019534241122883437
H18,1,0.10127057687606528
H18,0,0.010485963957260118
H18,4,0.04406674713350914
H05,3,0.02980690887138437
H05,2,0.012823076553427615
H05,1,0.021771946689574665
H05,0,0.17023453747680953
H05,4,0.24500364212960768
H15,3,0.14502161570376587
H15,2,0.012468722106441751
H15,1,0.00597289602323793
H15,0,0.005655648659509956
H15,4,0.003599416567562164
H06,3,0.633445500845213
H06,2,0.005534293408603498
H06,1,0.12498750621260296
H06,0,0.002027287106154628
H06,4,0.002805898074329459
H16,3,0.06033532995928716
H16,2,0.057113514332858065
H16,1,0.9641668899932087
H16,0,0.036094505841121456
H16,4,0.15155013576765677
H07,3,0.14015621134405434
H07,2,0.020082922148594973
H07,1,0.00805919628515739
H07,0,0.03297835037900115
H07,4,0.5831178859742043
H13,3,0.03405385036956203
H13,2,0.01619637743988809
H13,1,0.06907105998247276
H13,0,0.003557976526149223
H13,4,0.5784100239860793
H14,3,0.8011407677658838
H14,2,0.001918320260936754
H14,1,0.014055816980674008
H14,0,6.959375463215658E-4
H14,4,9.562024064574074E-4
H01,3,0.03954969752760011
H01,2,0.015504429118254648
H01,1,0.12892407937975825
H01,0,0.9521981405220528
H01,4,0.13110508399245713
H21,3,0.15874517532009255
H21,2,0.0023484416822901104
H21,1,0.001977368194182489
H21,0,7.154800507500145E-4
H21,4,0.0729280841303484
H02,3,0.9401643935611014
H02,2,0.016782635664295775
H02,1,0.26916322445961727
H02,0,0.005578443109031618
H02,4,0.10664904707477849
H11,3,0.04265356157647432
H11,2,0.005584122971143749
H11,1,0.005928576951682596
H11,0,0.001270365748956511
H11,4,0.1551094422791632
H20,3,0.05844923451955919
H20,2,0.018028671548958906
H20,1,0.004119344818916521
H20,0,0.03762696990141367
H20,4,0.06328012849459036
H03,3,0.04742153902935334
H03,2,0.03399139957157688
H03,1,0.0102317643241922
H03,0,0.037881948482783055
H03,4,0.09321036740023297
H12,3,0.4365539857455158
H12,2,0.009455667011986772
H12,1,0.002310805464451688
H12,0,0.022922248121328283
H12,4,0.10470687285542413
H10,3,0.09527629533923791
H10,2,0.007418573980648177
H10,1,0.25074171080886665
H10,0,0.08093210001164056
H10,4,0.053716897043418345
