silver-infovis-topics--userJ.txt,lda_5_0.0001_0.001,Score
J20,3,0.0096605821606817
J20,2,0.009604673709164138
J20,1,0.14859954552407242
J20,0,0.23784340753490893
J20,4,0.21605989302819623
J21,3,0.0642913006097984
J21,2,0.02704368616638797
J21,1,0.01591056579109256
J21,0,0.5426626834123395
J21,4,0.049941610985427015
J22,3,0.37288004991025425
J22,2,0.004534098067311925
J22,1,0.32492786138031354
J22,0,0.006347404535349869
J22,4,0.01286159624084644
J17,3,0.5188938455577656
J17,2,0.011433624912087468
J17,1,0.009463827034562215
J17,0,0.017273020824538823
J17,4,0.008108322051360676
J08,3,0.17771014163500676
J08,2,0.004392995134712727
J08,1,0.0015474028034755665
J08,0,0.01701667101811363
J08,4,0.009522371646970153
J18,3,0.34758326364164094
J18,2,0.007799412924045498
J18,1,0.00478450192515042
J18,0,0.019006530440121308
J18,4,0.021932694467831314
J09,3,0.025592807253812383
J09,2,0.004187582114629215
J09,1,0.0033931669154224574
J09,0,0.21753200827898367
J09,4,0.12554234709653367
J19,3,0.33669391067881965
J19,2,0.04553422263027382
J19,1,0.0012417411922038093
J19,0,0.02336190132356229
J19,4,0.011158648205714484
J06,3,0.3651672711166816
J06,2,0.017657398508438168
J06,1,0.013080495715537219
J06,0,0.4490642870503591
J06,4,0.7043682052472763
J07,3,0.3451634664016093
J07,2,0.0015294579205581197
J07,1,7.148693680099686E-4
J07,0,0.016300035015040678
J07,4,0.0011734040841912172
J01,3,0.1309731040347152
J01,2,0.02345944044881535
J01,1,0.9736669779756356
J01,0,0.019547006315759993
J01,4,0.08747440187564394
J10,3,0.053599809691144855
J10,2,0.028911304996390202
J10,1,0.0751098627685166
J10,0,0.12186601107398555
J10,4,0.3362516519851098
J12,3,0.6115892673460535
J12,2,3.685669345920024E-4
J12,1,6.841068872473628E-4
J12,0,0.0037190625764424046
J12,4,0.02694278169276282
J11,3,0.42870383608808316
J11,2,0.002083803824149941
J11,1,0.005447410399478419
J11,0,0.2745244643852427
J11,4,0.008686299671703188
J14,3,0.12684710135438845
J14,2,0.02487922866773541
J14,1,0.012732797842424298
J14,0,0.14006938388206244
J14,4,0.012949379623301662
J05,3,0.7054521345453857
J05,2,0.04514107600491582
J05,1,0.007366840379960541
J05,0,0.017114619452151793
J05,4,0.44139848249517205
J04,3,0.14997723030833926
J04,2,0.02174101518350944
J04,1,0.012548211949109902
J04,0,0.9212631097091611
J04,4,0.04211071931720998
J13,3,0.23456393225859098
J13,2,0.01729743308262913
J13,1,0.008139545304296527
J13,0,0.011191140396781799
J13,4,0.13846955699230434
J16,3,0.019317749302180293
J16,2,0.03274990865111669
J16,1,0.004469923864107319
J16,0,0.009546858285005812
J16,4,0.053617325032360386
J03,3,0.1584373727066616
J03,2,0.06665443328162508
J03,1,0.027410872842503934
J03,0,0.08489668688962315
J03,4,0.853952478276991
J15,3,0.09671047844609289
J15,2,0.003457045517743042
J15,1,0.0014207041457352924
J15,0,0.11774544653080755
J15,4,0.003468259627850438
J02,3,0.14170401942630165
J02,2,0.021293450714853314
J02,1,0.7946006795939249
J02,0,0.14947011872937319
J02,4,0.15522959233487446
